orderlife_qid,label,birth,death,gedcom_name,wikidata_qid,geni_id,bucket
Q107948,Awn ibn Abd Allah ibn Ja'far,,,,Q12228824,,"MISSING: on wikidata, no geni link, not in our tree"
Q107950,Muhammad ibn Abd Allah ibn Ja'far,,,,Q12240190,,"MISSING: on wikidata, no geni link, not in our tree"
Q107952,Ali ibn Abd Allah ibn Ja'far,,,,Q12266536,,"MISSING: on wikidata, no geni link, not in our tree"
Q107954,Abbas ibn Abd Allah ibn Ja'far,,,,Q12266696,,"MISSING: on wikidata, no geni link, not in our tree"
Q107956,Umm Ishaq bint Talhah,,,,Q6827124,,"MISSING: on wikidata, no geni link, not in our tree"
Q107958,Khawla bint Manzur,,,,Q12210975,,"MISSING: on wikidata, no geni link, not in our tree"
Q107960,Ja'da bint al-Ash'ath,,,,Q6414846,,"MISSING: on wikidata, no geni link, not in our tree"
Q107962,Hassan Al Muthanna,,,,Q6414181,,"MISSING: on wikidata, no geni link, not in our tree"
Q107964,Al-Qasim ibn Hasan ibn Ali,,,,Q575430,,"MISSING: on wikidata, no geni link, not in our tree"
Q107966,Fatimah bint al-Hasan,,,,Q5437879,,"MISSING: on wikidata, no geni link, not in our tree"
Q107968,Husayn ibn al-Hasan ibn ʿAly,,,,Q16127576,,"MISSING: on wikidata, no geni link, not in our tree"
Q107970,Abu Bakar ibn Hassan bin Ali,,,,Q4667509,,"MISSING: on wikidata, no geni link, not in our tree"
Q107972,Abdullah ibn Hasan ibn Ali,,,,Q4666108,,"MISSING: on wikidata, no geni link, not in our tree"
Q107974,Talha ibn Hasan,,,,Q7679448,,"MISSING: on wikidata, no geni link, not in our tree"
Q107976,Zayd ibn Hasan,,,,Q6795398,,"MISSING: on wikidata, no geni link, not in our tree"
Q107978,Layla bint Abi Murrah al-Thaqafi,,,,Q6505609,,"MISSING: on wikidata, no geni link, not in our tree"
Q107980,Shahrbanu,,,,Q2995077,,"MISSING: on wikidata, no geni link, not in our tree"
Q107982,Rubab bint Imra al-Qais,,,,Q7375769,,"MISSING: on wikidata, no geni link, not in our tree"
Q107984,Ali al-Akbar ibn Husayn,,,,Q4115052,,"MISSING: on wikidata, no geni link, not in our tree"
Q107986,Ali al-Asghar ibn Husayn,,,,Q1107753,,"MISSING: on wikidata, no geni link, not in our tree"
Q107988,Ruqayyah bint Husayn,,,,Q584737,,"MISSING: on wikidata, no geni link, not in our tree"
Q107990,Fatima al-Sughra bint al-Husayn,,,,Q5437870,,"MISSING: on wikidata, no geni link, not in our tree"
Q107992,Sakina bint Husayn,,,,Q7402995,,"MISSING: on wikidata, no geni link, not in our tree"
Q107994,Kholat bint Husayn,,,,Q26138681,,"MISSING: on wikidata, no geni link, not in our tree"
Q107996,Safia bint Husayn,,,,Q54875138,,"MISSING: on wikidata, no geni link, not in our tree"
Q108002,Abd Shams ibn Abd Manaf,,,,Q4119192,,"MISSING: on wikidata, no geni link, not in our tree"
Q108004,Al-Muttalib ibn Abd Manaf,,,,Q6804526,,"MISSING: on wikidata, no geni link, not in our tree"
Q108006,Abd al Amr,,,,Q18558767,,"MISSING: on wikidata, no geni link, not in our tree"
Q108008,Nawfal ibn Abd Manaf,,,,Q18558770,,"MISSING: on wikidata, no geni link, not in our tree"
Q108010,Qurra ibn Hajal,,,,Q125493719,,"MISSING: on wikidata, no geni link, not in our tree"
Q108012,Tumadir bint al-Asbagh,,,,Q25453700,,"MISSING: on wikidata, no geni link, not in our tree"
Q108014,Amah bint Khalid ibn Sa'id,,,,Q25453774,,"MISSING: on wikidata, no geni link, not in our tree"
Q108016,Mus'ab ibn al-Zubayr,,,,Q1953994,,"MISSING: on wikidata, no geni link, not in our tree"
Q108018,Amr ibn al-Zubayr,,,,Q20420135,,"MISSING: on wikidata, no geni link, not in our tree"
Q108020,Khalid ibn al-Zubayr,,,,Q25453705,,"MISSING: on wikidata, no geni link, not in our tree"
Q108022,Hamza ibn al-Zubayr,,,,Q25453699,,"MISSING: on wikidata, no geni link, not in our tree"
Q108024,Ja'far ibn al-Zubayr,,,,Q12205561,,"MISSING: on wikidata, no geni link, not in our tree"
Q108026,Ramla bint al-Zubayr,,,,Q20414956,,"MISSING: on wikidata, no geni link, not in our tree"
Q108028,Alí ibn Abd-Al·lah ibn al-Abbàs,,,,Q11905211,,"MISSING: on wikidata, no geni link, not in our tree"
Q108030,Lubaba bint Abd Allah ibn Abbas,,,,Q124289206,,"MISSING: on wikidata, no geni link, not in our tree"
Q108032,Lubaba bint Ubaydillah,,,,Q12237078,,"MISSING: on wikidata, no geni link, not in our tree"
Q108034,Qasim ibn al-Abbas,,,,Q7267020,,"MISSING: on wikidata, no geni link, not in our tree"
Q108036,Umm walad,,,,Q4003538,,"MISSING: on wikidata, no geni link, not in our tree"
Q108038,al-Abbas ibn Utbah,,,,Q88977398,,"MISSING: on wikidata, no geni link, not in our tree"
Q108042,Fatima bint Qays,,,,Q115777183,,"MISSING: on wikidata, no geni link, not in our tree"
Q108044,Ahmad ibn Aqil ibn Abi Talib,,,,Q101116564,,"MISSING: on wikidata, no geni link, not in our tree"
Q108046,Ja'far ibn Aqil,,,,Q12205566,,"MISSING: on wikidata, no geni link, not in our tree"
Q108048,Abd al-Rahman ibn Aqil,,,,Q12222762,,"MISSING: on wikidata, no geni link, not in our tree"
Q108050,Muslim ibn Aqil,,,,Q6943009,,"MISSING: on wikidata, no geni link, not in our tree"
Q108052,Mu'in ibn Aqil ibn Abi Talib,,,,Q101124107,,"MISSING: on wikidata, no geni link, not in our tree"
Q108054,Abd Allah ibn Aqil,,,,Q108652510,,"MISSING: on wikidata, no geni link, not in our tree"
Q108056,Ja'far ibn Abi Sufyan,,,,Q12205558,,"MISSING: on wikidata, no geni link, not in our tree"
Q108058,Hubayra ibn Abi Wahb,,,,Q25549931,,"MISSING: on wikidata, no geni link, not in our tree"
Q108060,Ja'da ibn Hubayra,,,,Q12205532,,"MISSING: on wikidata, no geni link, not in our tree"
Q108062,Abd Allah ibn Nawfal,,,,Q106840204,,"MISSING: on wikidata, no geni link, not in our tree"
Q108064,Abd Allah ibn Abi Sufyan,,,,Q107166265,,"MISSING: on wikidata, no geni link, not in our tree"
Q108066,Umamah bint Rabi'ah,,,,Q89829566,,MISSING: wikidata qid outside our store
Q108068,Abd al-Muttalib ibn Rabi'a ibn al-Harith,,,,Q28715515,,"MISSING: on wikidata, no geni link, not in our tree"
Q108072,Dihyah al-Kalbi,,,,Q725068,,"MISSING: on wikidata, no geni link, not in our tree"
Q108074,Uthman ibn Abi al-As,,,,Q7902730,,"MISSING: on wikidata, no geni link, not in our tree"
Q108076,Uqba ibn Abi Mu'ayt,,,,Q4120630,,"MISSING: on wikidata, no geni link, not in our tree"
Q108084,Nufayl ibn Abd al-Uzza,,,,Q12248803,,"MISSING: on wikidata, no geni link, not in our tree"
Q108086,Hashim ibn al-Mughira,,,,Q125493727,,"MISSING: on wikidata, no geni link, not in our tree"
Q108088,Abd al-Rahman ibn Zayd ibn al-Khattab,,,,Q60565024,,"MISSING: on wikidata, no geni link, not in our tree"
Q108090,Sa'id ibn Zayd,,,,Q1145757,,"MISSING: on wikidata, no geni link, not in our tree"
Q108092,Khawlah bint Hakim,,,,Q4117978,,"MISSING: on wikidata, no geni link, not in our tree"
Q108094,Al-Sāʾib bin ʿUthmān bin Maẓʿūn,,,,Q6519029,,"MISSING: on wikidata, no geni link, not in our tree"
Q108096,Abu 'Ubayd ibn Mas'ud al-Thaqafi,,,,Q560136,,"MISSING: on wikidata, no geni link, not in our tree"
Q108098,Al-Mukhtar,,,,Q141317,,"MISSING: on wikidata, no geni link, not in our tree"
Q108100,Umm Salama bint al-Mukhtar,,,,Q99690562,,"MISSING: on wikidata, no geni link, not in our tree"
Q108102,Abd Allah ibn Waqid ibn Abd Allah ibn Umar,,,,Q12223600,,"MISSING: on wikidata, no geni link, not in our tree"
Q108104,Muhammad ibn Zayd al-Umari,,,,Q108828104,,"MISSING: on wikidata, no geni link, not in our tree"
Q108106,Abd al-Aziz ibn Marwan,,,,Q3780173,,"MISSING: on wikidata, no geni link, not in our tree"
Q108108,Umar II,,,,Q298403,,"MISSING: on wikidata, no geni link, not in our tree"
Q108110,Amir ibn Amr al-Taymi,,,,Q104922632,,"MISSING: on wikidata, no geni link, not in our tree"
Q108112,Tumadir bint Manzur,,,,Q123243166,,"MISSING: on wikidata, no geni link, not in our tree"
Q108114,Abbad ibn Abd Allah ibn al-Zubayr,,,,Q20410164,,"MISSING: on wikidata, no geni link, not in our tree"
Q108116,Amir ibn Abd Allah ibn al-Zubayr,,,,Q20409790,,"MISSING: on wikidata, no geni link, not in our tree"
Q108118,Hamza ibn Abd Allah ibn al-Zubayr,,,,Q20383600,,"MISSING: on wikidata, no geni link, not in our tree"
Q108120,Khubayb ibn Abd Allah ibn al-Zubayr,,,,Q20388539,,"MISSING: on wikidata, no geni link, not in our tree"
Q108122,Hisham ibn Urwah,,,,Q3785847,,"MISSING: on wikidata, no geni link, not in our tree"
Q108124,Uthman ibn Urwa,,,,Q108915874,,"MISSING: on wikidata, no geni link, not in our tree"
Q108126,Abdullah ibn Urwa,,,,Q108915885,,"MISSING: on wikidata, no geni link, not in our tree"
Q108128,Yahya ibn Urwa,,,,Q16128047,,"MISSING: on wikidata, no geni link, not in our tree"
Q108130,Fatima bint Mundhir,,,,Q54861810,,"MISSING: on wikidata, no geni link, not in our tree"
Q108132,Khawla bint al-Qa'qa',,,,Q124649286,,"MISSING: on wikidata, no geni link, not in our tree"
Q108134,Imran ibn Talha,,,,Q12228500,,"MISSING: on wikidata, no geni link, not in our tree"
Q108136,Musa ibn Talha,,,,Q12246250,,"MISSING: on wikidata, no geni link, not in our tree"
Q108138,Isa ibn Talha al-Taymi,,,,Q20394419,,"MISSING: on wikidata, no geni link, not in our tree"
Q108140,Ya'qub ibn Talha,,,,Q22935161,,"MISSING: on wikidata, no geni link, not in our tree"
Q108142,Ishaq ibn Talha,,,,Q104879755,,"MISSING: on wikidata, no geni link, not in our tree"
Q108144,Ismail ibn Abd Allah ibn Ja'far,,,,Q106975544,,"MISSING: on wikidata, no geni link, not in our tree"
Q108146,Mu'awiya bin Abd Allah bin Ja'far,,,,Q106975496,,"MISSING: on wikidata, no geni link, not in our tree"
Q108148,Umm Farwa bint al-Qasim,,,,Q5436533,,"MISSING: on wikidata, no geni link, not in our tree"
Q108150,ʻAbd al-Raḥman ibn al-Qāsim,,,,Q28715042,,"MISSING: on wikidata, no geni link, not in our tree"
Q108152,Fāṭimah al-ʿĀmiriyyah,,,,Q60565101,,"MISSING: on wikidata, no geni link, not in our tree"
Q108154,Ibrahim ibn Muhammad ibn Talha,,,,Q20392520,,"MISSING: on wikidata, no geni link, not in our tree"
Q108156,Ubayd ibn Zayd,,,,Q97219396,,"MISSING: on wikidata, no geni link, not in our tree"
Q108158,Ayman ibn Ubayd,,,,Q66789549,,"MISSING: on wikidata, no geni link, not in our tree"
Q108160,Abdur Rahman bin Awf,,,,Q1647771,,"MISSING: on wikidata, no geni link, not in our tree"
Q108162,'Amr ibn al-'As,,,,Q314781,,"MISSING: on wikidata, no geni link, not in our tree"
Q108164,Ibrahim ibn Abdur Rahman bin Awf,,,,Q12181600,,"MISSING: on wikidata, no geni link, not in our tree"
Q108166,Humayd ibn Abd al-Rahman ibn Awf,,,,Q20383899,,"MISSING: on wikidata, no geni link, not in our tree"
Q108169,Fatima daughter of Qays al-Fihriyya,,,,Q12230164,,"MISSING: on wikidata, no geni link, not in our tree"
Q108171,Abd Allah ibn Umar ibn Makhzum,,,,Q126889226,,"MISSING: on wikidata, no geni link, not in our tree"
Q108173,Abu Rabi'a ibn al-Mughira,,,,Q125493726,,"MISSING: on wikidata, no geni link, not in our tree"
Q108175,Hisham ibn al-Mughira,,,,Q5772595,,"MISSING: on wikidata, no geni link, not in our tree"
Q108177,Abu Hudhaifah ibn al-Mughirah,,,,Q1146132,,"MISSING: on wikidata, no geni link, not in our tree"
Q108179,Al-Fakih ibn al-Mughira,,,,Q19845818,,"MISSING: on wikidata, no geni link, not in our tree"
Q108181,Umayya ibn Abd Shams,,,,Q2746812,,"MISSING: on wikidata, no geni link, not in our tree"
Q108183,Utba ibn Rabi'ah,,,,Q3457432,,"MISSING: on wikidata, no geni link, not in our tree"
Q108185,Abu Hudhayfah ibn Utbah,,,,Q1110826,,"MISSING: on wikidata, no geni link, not in our tree"
Q108187,Al-Walid ibn Utba ibn Rabi'a,,,,Q16121272,,"MISSING: on wikidata, no geni link, not in our tree"
Q108189,Umm Aban bint Utba,,,,Q12180348,,"MISSING: on wikidata, no geni link, not in our tree"
Q108191,Fatima bint Utba,,,,Q124790964,,"MISSING: on wikidata, no geni link, not in our tree"
Q108193,Atika bint Utba,,,,Q124790991,,"MISSING: on wikidata, no geni link, not in our tree"
Q108195,Al-Walid ibn Utba ibn Abi Sufyan,,,,Q59049927,,"MISSING: on wikidata, no geni link, not in our tree"
Q108197,Abu Bakra al-Thaqafi,,,,Q16117932,,"MISSING: on wikidata, no geni link, not in our tree"
Q108199,Nafi ibn al-Harith,,,,Q8064535,,"MISSING: on wikidata, no geni link, not in our tree"
Q108201,Marjana the Persian,,,,Q124627976,,"MISSING: on wikidata, no geni link, not in our tree"
Q108203,Abd Allah ibn Ziyad,,,,Q54862152,,"MISSING: on wikidata, no geni link, not in our tree"
Q108205,Ubayd Allah ibn Ziyad,,,,Q2617539,,"MISSING: on wikidata, no geni link, not in our tree"
Q108207,Abd al-Rahman ibn Ziyad,,,,Q20411411,,"MISSING: on wikidata, no geni link, not in our tree"
Q108209,Abbad ibn Ziyad,,,,Q15844566,,"MISSING: on wikidata, no geni link, not in our tree"
Q108211,Salm ibn Ziyad,,,,Q60812923,,"MISSING: on wikidata, no geni link, not in our tree"
Q108213,Salim ibn Ziyad,,,,Q16119545,,"MISSING: on wikidata, no geni link, not in our tree"
Q108215,Muslim ibn Ziyad,,,,Q54861377,,"MISSING: on wikidata, no geni link, not in our tree"
Q108217,Yazid ibn Ziyad,,,,Q60893697,,"MISSING: on wikidata, no geni link, not in our tree"
Q108219,Al-Mughirah ibn Abi al-As,,,,Q50424355,,"MISSING: on wikidata, no geni link, not in our tree"
Q108221,Al-Harith ibn al-Hakam,,,,Q97496774,,"MISSING: on wikidata, no geni link, not in our tree"
Q108223,Yahya ibn al-Hakam,,,,Q60793035,,"MISSING: on wikidata, no geni link, not in our tree"
Q108225,Al-Harith ibn al-Hakam,,,,Q12185933,,"MISSING: on wikidata, no geni link, not in our tree"
Q108227,Ubayd Allah ibn al-Hakam,,,,Q116168431,,"MISSING: on wikidata, no geni link, not in our tree"
Q108229,Abd al-Rahman ibn al-Hakam,,,,Q124747820,,"MISSING: on wikidata, no geni link, not in our tree"
Q108231,Fakhitah bint Abi Hashim,,,,Q119359525,,"MISSING: on wikidata, no geni link, not in our tree"
Q108233,Mu'awiya II,,,,Q264210,,"MISSING: on wikidata, no geni link, not in our tree"
Q108235,Atikah bint Yazid,,,,Q12222158,,"MISSING: on wikidata, no geni link, not in our tree"
Q108237,Khalid ibn Yazid,,,,Q4165518,,"MISSING: on wikidata, no geni link, not in our tree"
Q108239,Abd Allah ibn Yazid,,,,Q105834490,,"MISSING: on wikidata, no geni link, not in our tree"
Q108241,Abd Allah ibn Abd Allah ibn al-Harith,,,,Q28716209,,"MISSING: on wikidata, no geni link, not in our tree"
Q108243,Urwah ibn Mas'ud,,,,Q1108576,,"MISSING: on wikidata, no geni link, not in our tree"
Q108245,Walid ibn Walid,,,,Q12194955,,"MISSING: on wikidata, no geni link, not in our tree"
Q108247,Umara ibn al-Walid,,,,Q12712981,,"MISSING: on wikidata, no geni link, not in our tree"
Q108249,Najiyah bint al-Walid,,,,Q6960007,,"MISSING: on wikidata, no geni link, not in our tree"
Q108251,Hisham ibn al-Walid,,,,Q40376277,,"MISSING: on wikidata, no geni link, not in our tree"
Q108253,Atika bint al-Walid,,,,Q125493686,,"MISSING: on wikidata, no geni link, not in our tree"
Q108255,Abu Qays ibn al-Walid ibn al-Mughira,,,,Q125494003,,"MISSING: on wikidata, no geni link, not in our tree"
Q108257,Harmala ibn al-Walid,,,,Q12207595,,"MISSING: on wikidata, no geni link, not in our tree"
Q108259,Asma bint Anas ibn Mudrik,,,,Q54862187,,"MISSING: on wikidata, no geni link, not in our tree"
Q108261,Suleiman bin Khalid bin Al-Walid,,,,Q54862156,,"MISSING: on wikidata, no geni link, not in our tree"
Q108263,Muhajir ibn Khalid,,,,Q20388817,,"MISSING: on wikidata, no geni link, not in our tree"
Q108265,Abdulreman ibn Khalid,,,,Q3399546,,"MISSING: on wikidata, no geni link, not in our tree"
Q108267,Abān ibn al-Walīd,,,,Q27996750,,"MISSING: on wikidata, no geni link, not in our tree"
Q108269,Al-Harith ibn Hisham ibn al-Mughira,,,,Q12186047,,"MISSING: on wikidata, no geni link, not in our tree"
Q108271,Abd al-Rahman ibn al-Harith ibn Hisham,,,,Q22688793,,"MISSING: on wikidata, no geni link, not in our tree"
Q108273,Umm Hakim bint al-Harith ibn Hisham,,,,Q7881630,,"MISSING: on wikidata, no geni link, not in our tree"
Q108275,Shaybah ibn Rabi'ah,,,,Q6807847,,"MISSING: on wikidata, no geni link, not in our tree"
Q108277,Abd al-Rahman ibn Aban ibn Uthman,,,,Q109132128,,"MISSING: on wikidata, no geni link, not in our tree"
Q108279,Mas'ud ibn Khalid,,,,Q125493336,,"MISSING: on wikidata, no geni link, not in our tree"
Q108281,Abd-Allah ibn Muhammad ibn al-Hanafiyyah,,,,Q4664522,,"MISSING: on wikidata, no geni link, not in our tree"
Q108283,Hasan ibn Muhammad ibn al-Hanafiyyah,,,,Q5678326,,"MISSING: on wikidata, no geni link, not in our tree"
Q108285,Abd Allah ibn Muslim ibn Aqil,,,,Q12223595,,"MISSING: on wikidata, no geni link, not in our tree"
Q108287,Manzoor,,,,Q66816924,,"MISSING: on wikidata, no geni link, not in our tree"
Q108289,Al-Ash'ath ibn Qays,,,,Q6418302,,"MISSING: on wikidata, no geni link, not in our tree"
Q108291,Abd Allah al-Mahd,,,,Q12223462,,"MISSING: on wikidata, no geni link, not in our tree"
Q108293,Ibrahim al Ghamr,,,,Q12181634,,"MISSING: on wikidata, no geni link, not in our tree"
Q108295,al-Hasan al-Muthallath,,,,Q6414189,,"MISSING: on wikidata, no geni link, not in our tree"
Q108297,Muhammad al-Baqir,,,,Q311153,,"MISSING: on wikidata, no geni link, not in our tree"
Q108299,Hasan ibn Zayd ibn Hasan,,,,Q5678323,,"MISSING: on wikidata, no geni link, not in our tree"
Q108301,Yazdegerd III,,,,Q208463,,"MISSING: on wikidata, no geni link, not in our tree"
Q108303,Peroz III,,,,Q1362174,,"MISSING: on wikidata, no geni link, not in our tree"
Q108305,Bahram VII,,,,Q2110595,,"MISSING: on wikidata, no geni link, not in our tree"
Q108307,Zayd ibn Ali,,,,Q144287,,"MISSING: on wikidata, no geni link, not in our tree"
Q108309,Husain bin Ali bin Husain,,,,Q20381902,,"MISSING: on wikidata, no geni link, not in our tree"
Q108311,Abdullah bin Ali bin al-Hussein,,,,Q86971021,,"MISSING: on wikidata, no geni link, not in our tree"
Q108317,Abd-al-Dar ibn Qusai,,,,Q1649531,,"MISSING: on wikidata, no geni link, not in our tree"
Q108319,Raytah of Ta'if,,,,Q18558756,,"MISSING: on wikidata, no geni link, not in our tree"
Q108321,Waqida bint Amr,,,,Q18558763,,"MISSING: on wikidata, no geni link, not in our tree"
Q108323,Umamah Al-Abashmiyeh,,,,Q28050477,,"MISSING: on wikidata, no geni link, not in our tree"
Q108325,Rabi'a ibn Abd Shams,,,,Q135065450,,"MISSING: on wikidata, no geni link, not in our tree"
Q108327,Subaya daughter of Abd Shams ibn Abd Manaf,,,,Q125983809,,"MISSING: on wikidata, no geni link, not in our tree"
Q108329,ʻAdī ibn nawfl,,,,Q124768221,,"MISSING: on wikidata, no geni link, not in our tree"
Q108333,Abu Salama ibn Abd al-Rahman ibn Awf,,,,Q12178029,,"MISSING: on wikidata, no geni link, not in our tree"
Q108335,Amina bint Khalaf,,,,Q20390861,,"MISSING: on wikidata, no geni link, not in our tree"
Q108339,Muhammad ibn Ja'far ibn al-Zubayr,,,,Q108374996,,"MISSING: on wikidata, no geni link, not in our tree"
Q108341,Abdullah ibn Ali,,,,Q4666107,,"MISSING: on wikidata, no geni link, not in our tree"
Q108343,Muhammad ibn Ali al-Abbasi,,,,Q6892574,,"MISSING: on wikidata, no geni link, not in our tree"
Q108345,Sulayman ibn Ali al-Hashimi,,,,Q11950487,,"MISSING: on wikidata, no geni link, not in our tree"
Q108349,Umm Walad,,,,Q61074158,,"MISSING: on wikidata, no geni link, not in our tree"
Q108351,Muhammad ibn Muslim ibn Aqil,,,,Q12240263,,"MISSING: on wikidata, no geni link, not in our tree"
Q108353,Atika daughter of Muslim ibn Aqil,,,,Q122918216,,"MISSING: on wikidata, no geni link, not in our tree"
Q108355,Ibraheem ibn Muslim,,,,Q61314438,,"MISSING: on wikidata, no geni link, not in our tree"
Q108357,Hazn ibn Abi Wahb,,,,Q12207768,,"MISSING: on wikidata, no geni link, not in our tree"
Q108359,Fatima bint Abd Allah,,,,Q20404489,,"MISSING: on wikidata, no geni link, not in our tree"
Q108361,Busra bint Safwan,,,,Q22686401,,"MISSING: on wikidata, no geni link, not in our tree"
Q108367,Abd al-Hamid ibn Abd al-Rahman ibn Zayd ibn al-Khattab,,,,Q109257967,,"MISSING: on wikidata, no geni link, not in our tree"
Q108369,Zayd ibn Amr,,,,Q27841641,,"MISSING: on wikidata, no geni link, not in our tree"
Q108375,Umm Thabit bint Samura,,,,Q67921864,,"MISSING: on wikidata, no geni link, not in our tree"
Q108377,Amra bint Nu'man,,,,Q20420081,,"MISSING: on wikidata, no geni link, not in our tree"
Q108379,Asim ibn Muhammad ibn Zayd al-Umari,,,,Q108828124,,"MISSING: on wikidata, no geni link, not in our tree"
Q108381,Umar ibn Muhammad ibn Zayd al-Umari,,,,Q108904726,,"MISSING: on wikidata, no geni link, not in our tree"
Q108383,Waqid ibn Muhammad ibn Zayd al-Umari,,,,Q108904736,,"MISSING: on wikidata, no geni link, not in our tree"
Q108385,Abd al-Malik ibn Marwan,,,,Q36788,,"MISSING: on wikidata, no geni link, not in our tree"
Q108387,Bishr ibn Marwan,,,,Q11909475,,"MISSING: on wikidata, no geni link, not in our tree"
Q108389,Muhammad ibn Marwan,,,,Q4897304,,"MISSING: on wikidata, no geni link, not in our tree"
Q108392,Aban ibn Marwan,,,,Q60793001,,"MISSING: on wikidata, no geni link, not in our tree"
Q108394,Ubayd Allah ibn Marwan,,,,Q86754452,,"MISSING: on wikidata, no geni link, not in our tree"
Q108396,Umm al-Banin bint Abdul Aziz,,,,Q22928703,,"MISSING: on wikidata, no geni link, not in our tree"
Q108398,Fatima bint Abd al-Malik,,,,Q12230162,,"MISSING: on wikidata, no geni link, not in our tree"
Q108400,Abdul-Malik ibn Umar ibn Abdul-Aziz,,,,Q12223831,,"MISSING: on wikidata, no geni link, not in our tree"
Q108402,Abd Allah ibn Umar ibn Abd al-Aziz,,,,Q11903707,,"MISSING: on wikidata, no geni link, not in our tree"
Q108404,Abd al-Aziz ibn Umar ibn Abd al-Aziz,,,,Q120231897,,"MISSING: on wikidata, no geni link, not in our tree"
Q108406,Amr ibn Ka'b al-Taymi,,,,Q126889641,,"MISSING: on wikidata, no geni link, not in our tree"
Q108408,Yahya ibn Abbad ibn Abdullah ibn al-Zubayr,,,,Q109259057,,"MISSING: on wikidata, no geni link, not in our tree"
Q108410,Omar ibn Abdullah ibn Urwa,,,,Q130266884,,"MISSING: on wikidata, no geni link, not in our tree"
Q108412,Al-Qa'qa' ibn Ma'bad al-Tamimi,,,,Q101092221,,"MISSING: on wikidata, no geni link, not in our tree"
Q108414,Abu Jahm ibn Hudhayfa,,,,Q106364005,,"MISSING: on wikidata, no geni link, not in our tree"
Q108416,Muhammad ibn Abi Jahm,,,,Q125493226,,"MISSING: on wikidata, no geni link, not in our tree"
Q108418,Mu'awiya ibn Ishaq ibn Talha ibn Ubayd Allah,,,,Q130257274,,"MISSING: on wikidata, no geni link, not in our tree"
Q108420,Abd Allah ibn Mu'awiya,,,,Q4666114,,"MISSING: on wikidata, no geni link, not in our tree"
Q108422,Jaafar Al-Sadiq,,,,Q170046,,"MISSING: on wikidata, no geni link, not in our tree"
Q108424,Abu Hashim ibn Utbah,,,,Q6538437,,"MISSING: on wikidata, no geni link, not in our tree"
Q108426,Sahla bint Asim,,,,Q12217134,,"MISSING: on wikidata, no geni link, not in our tree"
Q108428,Sahla bint Suhayl,,,,Q7399676,,"MISSING: on wikidata, no geni link, not in our tree"
Q108430,Mus'ab ibn Abd al-Rahman ibn Awf,,,,Q20423280,,"MISSING: on wikidata, no geni link, not in our tree"
Q108432,Al-'As ibn Wa'il,,,,Q12189926,,"MISSING: on wikidata, no geni link, not in our tree"
Q108434,Salma bint Harmalah,,,,Q6505610,,"MISSING: on wikidata, no geni link, not in our tree"
Q108436,Hisham ibn al-As,,,,Q2680787,,"MISSING: on wikidata, no geni link, not in our tree"
Q108438,Rayta bint Munabbih,,,,Q25545439,,"MISSING: on wikidata, no geni link, not in our tree"
Q108440,'Abd Allah ibn 'Amr ibn al-'As,,,,Q2815298,,"MISSING: on wikidata, no geni link, not in our tree"
Q108442,Muhammad ibn Amr ibn al-'As,,,,Q96966921,,"MISSING: on wikidata, no geni link, not in our tree"
Q108444,Sa'd ibn Ibrahim al-Zuhri,,,,Q16693597,,"MISSING: on wikidata, no geni link, not in our tree"
Q108446,Al-Miswar ibn Ibrahim,,,,Q109259116,,"MISSING: on wikidata, no geni link, not in our tree"
Q108448,Al-Dahhak ibn Qays al-Fihri,,,,Q12201493,,"MISSING: on wikidata, no geni link, not in our tree"
Q108450,Umar ibn Makhzum,,,,Q126889259,,"MISSING: on wikidata, no geni link, not in our tree"
Q108452,Abd Allah ibn Abi Rabi'a,,,,Q20413389,,"MISSING: on wikidata, no geni link, not in our tree"
Q108454,Ayyash ibn Abi Rabi'a,,,,Q16151319,,"MISSING: on wikidata, no geni link, not in our tree"
Q108456,Amr ibn Hisham,,,,Q334995,,"MISSING: on wikidata, no geni link, not in our tree"
Q108458,Khalid ibn Hisham,,,,Q12210063,,"MISSING: on wikidata, no geni link, not in our tree"
Q108460,Salama ibn Hisham,,,,Q12216555,,"MISSING: on wikidata, no geni link, not in our tree"
Q108462,Aminah bint Aban,,,,Q27892739,,"MISSING: on wikidata, no geni link, not in our tree"
Q108464,Ṣafiyyah bint ʾUmayyah,,,,Q124790935,,"MISSING: on wikidata, no geni link, not in our tree"
Q108466,ʾUmm Kulthūm bint ʿUtbah,,,,Q89829455,,"MISSING: on wikidata, no geni link, not in our tree"
Q108468,Muhammad ibn Abi Hudhayfa,,,,Q3819036,,"MISSING: on wikidata, no geni link, not in our tree"
Q108470,Abān ibn Saʻīd,,,,Q6541274,,"MISSING: on wikidata, no geni link, not in our tree"
Q108472,Abd Allah ibn Amir,,,,Q3595521,,"MISSING: on wikidata, no geni link, not in our tree"
Q108474,Al-Harith ibn Kalada,,,,Q2056226,,"MISSING: on wikidata, no geni link, not in our tree"
Q108476,Amat Allah bint Abi Bakra,,,,Q89829522,,"MISSING: on wikidata, no geni link, not in our tree"
Q108478,Ubayd Allah ibn Abi Bakra,,,,Q11953869,,"MISSING: on wikidata, no geni link, not in our tree"
Q108480,Abd al-Rahman ibn Abi Bakra,,,,Q122173373,,"MISSING: on wikidata, no geni link, not in our tree"
Q108482,Hind bint Asma al-Fazariyya,,,,Q20425831,,"MISSING: on wikidata, no geni link, not in our tree"
Q108484,A'isha bint Mu'awiya ibn al-Mughira,,,,Q28714860,,"MISSING: on wikidata, no geni link, not in our tree"
