qid	geni_id	clan_han	place_han	clan	place	sex	mul	en	nb	da	sv	de	nl	es	it	pt	ca
Q45646554	6000000074712354884	李	趙州平棘	Li	Zhaozhou Pingji	M	NN	man of the Li clan, from Zhaozhou Pingji	mann av Li-slekten, fra Zhaozhou Pingji	mand af Li-slægten, fra Zhaozhou Pingji	man av Li-ätten, från Zhaozhou Pingji	Mann des Klans Li, aus Zhaozhou Pingji	man van de Li-clan, uit Zhaozhou Pingji	hombre del clan Li, de Zhaozhou Pingji	uomo del clan Li, da Zhaozhou Pingji	homem do clã Li, de Zhaozhou Pingji	home del clan Li, de Zhaozhou Pingji
Q45646854	6000000074712467833	李	滑州匡城	Li	Huazhou Kuangcheng	M	NN	man of the Li clan, from Huazhou Kuangcheng	mann av Li-slekten, fra Huazhou Kuangcheng	mand af Li-slægten, fra Huazhou Kuangcheng	man av Li-ätten, från Huazhou Kuangcheng	Mann des Klans Li, aus Huazhou Kuangcheng	man van de Li-clan, uit Huazhou Kuangcheng	hombre del clan Li, de Huazhou Kuangcheng	uomo del clan Li, da Huazhou Kuangcheng	homem do clã Li, de Huazhou Kuangcheng	home del clan Li, de Huazhou Kuangcheng
Q45646912	6000000074712349896	李	滑州匡城	Li	Huazhou Kuangcheng	M	NN	man of the Li clan, from Huazhou Kuangcheng	mann av Li-slekten, fra Huazhou Kuangcheng	mand af Li-slægten, fra Huazhou Kuangcheng	man av Li-ätten, från Huazhou Kuangcheng	Mann des Klans Li, aus Huazhou Kuangcheng	man van de Li-clan, uit Huazhou Kuangcheng	hombre del clan Li, de Huazhou Kuangcheng	uomo del clan Li, da Huazhou Kuangcheng	homem do clã Li, de Huazhou Kuangcheng	home del clan Li, de Huazhou Kuangcheng
Q45646972	6000000074712027041	李	滑州匡城	Li	Huazhou Kuangcheng	M	NN	man of the Li clan, from Huazhou Kuangcheng	mann av Li-slekten, fra Huazhou Kuangcheng	mand af Li-slægten, fra Huazhou Kuangcheng	man av Li-ätten, från Huazhou Kuangcheng	Mann des Klans Li, aus Huazhou Kuangcheng	man van de Li-clan, uit Huazhou Kuangcheng	hombre del clan Li, de Huazhou Kuangcheng	uomo del clan Li, da Huazhou Kuangcheng	homem do clã Li, de Huazhou Kuangcheng	home del clan Li, de Huazhou Kuangcheng
Q45647031	6000000074712367885	李	滑州匡城	Li	Huazhou Kuangcheng	M	NN	man of the Li clan, from Huazhou Kuangcheng	mann av Li-slekten, fra Huazhou Kuangcheng	mand af Li-slægten, fra Huazhou Kuangcheng	man av Li-ätten, från Huazhou Kuangcheng	Mann des Klans Li, aus Huazhou Kuangcheng	man van de Li-clan, uit Huazhou Kuangcheng	hombre del clan Li, de Huazhou Kuangcheng	uomo del clan Li, da Huazhou Kuangcheng	homem do clã Li, de Huazhou Kuangcheng	home del clan Li, de Huazhou Kuangcheng
Q45647089	6000000074711973166	李	滑州匡城	Li	Huazhou Kuangcheng	M	NN	man of the Li clan, from Huazhou Kuangcheng	mann av Li-slekten, fra Huazhou Kuangcheng	mand af Li-slægten, fra Huazhou Kuangcheng	man av Li-ätten, från Huazhou Kuangcheng	Mann des Klans Li, aus Huazhou Kuangcheng	man van de Li-clan, uit Huazhou Kuangcheng	hombre del clan Li, de Huazhou Kuangcheng	uomo del clan Li, da Huazhou Kuangcheng	homem do clã Li, de Huazhou Kuangcheng	home del clan Li, de Huazhou Kuangcheng
Q45647334	6000000074711720235	李	滑州匡城	Li	Huazhou Kuangcheng	M	NN	man of the Li clan, from Huazhou Kuangcheng	mann av Li-slekten, fra Huazhou Kuangcheng	mand af Li-slægten, fra Huazhou Kuangcheng	man av Li-ätten, från Huazhou Kuangcheng	Mann des Klans Li, aus Huazhou Kuangcheng	man van de Li-clan, uit Huazhou Kuangcheng	hombre del clan Li, de Huazhou Kuangcheng	uomo del clan Li, da Huazhou Kuangcheng	homem do clã Li, de Huazhou Kuangcheng	home del clan Li, de Huazhou Kuangcheng
Q45647512	6000000074711798229	李	滑州匡城	Li	Huazhou Kuangcheng	M	NN	man of the Li clan, from Huazhou Kuangcheng	mann av Li-slekten, fra Huazhou Kuangcheng	mand af Li-slægten, fra Huazhou Kuangcheng	man av Li-ätten, från Huazhou Kuangcheng	Mann des Klans Li, aus Huazhou Kuangcheng	man van de Li-clan, uit Huazhou Kuangcheng	hombre del clan Li, de Huazhou Kuangcheng	uomo del clan Li, da Huazhou Kuangcheng	homem do clã Li, de Huazhou Kuangcheng	home del clan Li, de Huazhou Kuangcheng
Q45647926	6000000074712157995	李	河南	Li	Henan	M	NN	man of the Li clan, from Henan	mann av Li-slekten, fra Henan	mand af Li-slægten, fra Henan	man av Li-ätten, från Henan	Mann des Klans Li, aus Henan	man van de Li-clan, uit Henan	hombre del clan Li, de Henan	uomo del clan Li, da Henan	homem do clã Li, de Henan	home del clan Li, de Henan
Q45648222	6000000074712403889	李	河南洛陽	Li	Henan Luoyang	M	NN	man of the Li clan, from Henan Luoyang	mann av Li-slekten, fra Henan Luoyang	mand af Li-slægten, fra Henan Luoyang	man av Li-ätten, från Henan Luoyang	Mann des Klans Li, aus Henan Luoyang	man van de Li-clan, uit Henan Luoyang	hombre del clan Li, de Henan Luoyang	uomo del clan Li, da Henan Luoyang	homem do clã Li, de Henan Luoyang	home del clan Li, de Henan Luoyang
Q45648878	6000000074749596118	薛	蒲州寶鼎	Xue	Puzhou Baoding	M	NN	man of the Xue clan, from Puzhou Baoding	mann av Xue-slekten, fra Puzhou Baoding	mand af Xue-slægten, fra Puzhou Baoding	man av Xue-ätten, från Puzhou Baoding	Mann des Klans Xue, aus Puzhou Baoding	man van de Xue-clan, uit Puzhou Baoding	hombre del clan Xue, de Puzhou Baoding	uomo del clan Xue, da Puzhou Baoding	homem do clã Xue, de Puzhou Baoding	home del clan Xue, de Puzhou Baoding
Q45648938	6000000074749860891	薛	蒲州寶鼎	Xue	Puzhou Baoding	M	NN	man of the Xue clan, from Puzhou Baoding	mann av Xue-slekten, fra Puzhou Baoding	mand af Xue-slægten, fra Puzhou Baoding	man av Xue-ätten, från Puzhou Baoding	Mann des Klans Xue, aus Puzhou Baoding	man van de Xue-clan, uit Puzhou Baoding	hombre del clan Xue, de Puzhou Baoding	uomo del clan Xue, da Puzhou Baoding	homem do clã Xue, de Puzhou Baoding	home del clan Xue, de Puzhou Baoding
Q45649066	6000000074711664244	李	河南	Li	Henan	M	NN	man of the Li clan, from Henan	mann av Li-slekten, fra Henan	mand af Li-slægten, fra Henan	man av Li-ätten, från Henan	Mann des Klans Li, aus Henan	man van de Li-clan, uit Henan	hombre del clan Li, de Henan	uomo del clan Li, da Henan	homem do clã Li, de Henan	home del clan Li, de Henan
Q45649184	6000000074712473839	李	趙州平棘	Li	Zhaozhou Pingji	M	NN	man of the Li clan, from Zhaozhou Pingji	mann av Li-slekten, fra Zhaozhou Pingji	mand af Li-slægten, fra Zhaozhou Pingji	man av Li-ätten, från Zhaozhou Pingji	Mann des Klans Li, aus Zhaozhou Pingji	man van de Li-clan, uit Zhaozhou Pingji	hombre del clan Li, de Zhaozhou Pingji	uomo del clan Li, da Zhaozhou Pingji	homem do clã Li, de Zhaozhou Pingji	home del clan Li, de Zhaozhou Pingji
Q45650019	6000000074712556837	李	趙州平棘	Li	Zhaozhou Pingji	M	NN	man of the Li clan, from Zhaozhou Pingji	mann av Li-slekten, fra Zhaozhou Pingji	mand af Li-slægten, fra Zhaozhou Pingji	man av Li-ätten, från Zhaozhou Pingji	Mann des Klans Li, aus Zhaozhou Pingji	man van de Li-clan, uit Zhaozhou Pingji	hombre del clan Li, de Zhaozhou Pingji	uomo del clan Li, da Zhaozhou Pingji	homem do clã Li, de Zhaozhou Pingji	home del clan Li, de Zhaozhou Pingji
Q45651316	6000000074749832855	薛	河南洛陽	Xue	Henan Luoyang	M	NN	man of the Xue clan, from Henan Luoyang	mann av Xue-slekten, fra Henan Luoyang	mand af Xue-slægten, fra Henan Luoyang	man av Xue-ätten, från Henan Luoyang	Mann des Klans Xue, aus Henan Luoyang	man van de Xue-clan, uit Henan Luoyang	hombre del clan Xue, de Henan Luoyang	uomo del clan Xue, da Henan Luoyang	homem do clã Xue, de Henan Luoyang	home del clan Xue, de Henan Luoyang
Q45651377	6000000074749845854	薛	河南洛陽	Xue	Henan Luoyang	M	NN	man of the Xue clan, from Henan Luoyang	mann av Xue-slekten, fra Henan Luoyang	mand af Xue-slægten, fra Henan Luoyang	man av Xue-ätten, från Henan Luoyang	Mann des Klans Xue, aus Henan Luoyang	man van de Xue-clan, uit Henan Luoyang	hombre del clan Xue, de Henan Luoyang	uomo del clan Xue, da Henan Luoyang	homem do clã Xue, de Henan Luoyang	home del clan Xue, de Henan Luoyang
Q45655203	6000000074787762414	鄭	河南府	Zheng	Henan Prefecture	M	NN	man of the Zheng clan, from Henan Prefecture	mann av Zheng-slekten, fra Henan Prefecture	mand af Zheng-slægten, fra Henan Prefecture	man av Zheng-ätten, från Henan Prefecture	Mann des Klans Zheng, aus Henan Prefecture	man van de Zheng-clan, uit Henan Prefecture	hombre del clan Zheng, de Henan Prefecture	uomo del clan Zheng, da Henan Prefecture	homem do clã Zheng, de Henan Prefecture	home del clan Zheng, de Henan Prefecture
Q45655848	6000000075399098218	李	京兆府	Li	Jingzhao Prefecture	M	NN	man of the Li clan, from Jingzhao Prefecture	mann av Li-slekten, fra Jingzhao Prefecture	mand af Li-slægten, fra Jingzhao Prefecture	man av Li-ätten, från Jingzhao Prefecture	Mann des Klans Li, aus Jingzhao Prefecture	man van de Li-clan, uit Jingzhao Prefecture	hombre del clan Li, de Jingzhao Prefecture	uomo del clan Li, da Jingzhao Prefecture	homem do clã Li, de Jingzhao Prefecture	home del clan Li, de Jingzhao Prefecture
Q45657616	6000000074759740953	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45657676	6000000075406114909	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45659526	6000000074759973855	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45659585	6000000074759851987	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45659766	6000000074759698000	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45660005	6000000074758956431	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45660063	6000000074759481162	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45660721	6000000074759838004	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45660780	6000000074759748034	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45660841	6000000074759093426	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45664697	6000000074760065877	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45664752	6000000074759634188	韋	京兆杜陵	Wei	Jingzhao Duling	M	NN	man of the Wei clan, from Jingzhao Duling	mann av Wei-slekten, fra Jingzhao Duling	mand af Wei-slægten, fra Jingzhao Duling	man av Wei-ätten, från Jingzhao Duling	Mann des Klans Wei, aus Jingzhao Duling	man van de Wei-clan, uit Jingzhao Duling	hombre del clan Wei, de Jingzhao Duling	uomo del clan Wei, da Jingzhao Duling	homem do clã Wei, de Jingzhao Duling	home del clan Wei, de Jingzhao Duling
Q45678944	6000000074750484836	郭	太原	Guo	Taiyuan	M	NN	man of the Guo clan, from Taiyuan	mann av Guo-slekten, fra Taiyuan	mand af Guo-slægten, fra Taiyuan	man av Guo-ätten, från Taiyuan	Mann des Klans Guo, aus Taiyuan	man van de Guo-clan, uit Taiyuan	hombre del clan Guo, de Taiyuan	uomo del clan Guo, da Taiyuan	homem do clã Guo, de Taiyuan	home del clan Guo, de Taiyuan
Q45682618	6000000074771325840	武	太原文水	Wu	Taiyuan Wenshui	M	NN	man of the Wu clan, from Taiyuan Wenshui	mann av Wu-slekten, fra Taiyuan Wenshui	mand af Wu-slægten, fra Taiyuan Wenshui	man av Wu-ätten, från Taiyuan Wenshui	Mann des Klans Wu, aus Taiyuan Wenshui	man van de Wu-clan, uit Taiyuan Wenshui	hombre del clan Wu, de Taiyuan Wenshui	uomo del clan Wu, da Taiyuan Wenshui	homem do clã Wu, de Taiyuan Wenshui	home del clan Wu, de Taiyuan Wenshui
Q45684235	6000000074730292935	蘇	京兆萬年	Su	Jingzhao Wannian	M	NN	man of the Su clan, from Jingzhao Wannian	mann av Su-slekten, fra Jingzhao Wannian	mand af Su-slægten, fra Jingzhao Wannian	man av Su-ätten, från Jingzhao Wannian	Mann des Klans Su, aus Jingzhao Wannian	man van de Su-clan, uit Jingzhao Wannian	hombre del clan Su, de Jingzhao Wannian	uomo del clan Su, da Jingzhao Wannian	homem do clã Su, de Jingzhao Wannian	home del clan Su, de Jingzhao Wannian
Q45685725	6000000074733283126	張	襄州襄陽	Zhang	Xiangzhou Xiangyang	M	NN	man of the Zhang clan, from Xiangzhou Xiangyang	mann av Zhang-slekten, fra Xiangzhou Xiangyang	mand af Zhang-slægten, fra Xiangzhou Xiangyang	man av Zhang-ätten, från Xiangzhou Xiangyang	Mann des Klans Zhang, aus Xiangzhou Xiangyang	man van de Zhang-clan, uit Xiangzhou Xiangyang	hombre del clan Zhang, de Xiangzhou Xiangyang	uomo del clan Zhang, da Xiangzhou Xiangyang	homem do clã Zhang, de Xiangzhou Xiangyang	home del clan Zhang, de Xiangzhou Xiangyang
Q45685758	6000000074733510901	張	襄州襄陽	Zhang	Xiangzhou Xiangyang	M	NN	man of the Zhang clan, from Xiangzhou Xiangyang	mann av Zhang-slekten, fra Xiangzhou Xiangyang	mand af Zhang-slægten, fra Xiangzhou Xiangyang	man av Zhang-ätten, från Xiangzhou Xiangyang	Mann des Klans Zhang, aus Xiangzhou Xiangyang	man van de Zhang-clan, uit Xiangzhou Xiangyang	hombre del clan Zhang, de Xiangzhou Xiangyang	uomo del clan Zhang, da Xiangzhou Xiangyang	homem do clã Zhang, de Xiangzhou Xiangyang	home del clan Zhang, de Xiangzhou Xiangyang
Q45686328	6000000074750615965	李	隴西狄道	Li	Longxi Didao	F	NN	woman of the Li clan, from Longxi Didao	kvinne av Li-slekten, fra Longxi Didao	kvinde af Li-slægten, fra Longxi Didao	kvinna av Li-ätten, från Longxi Didao	Frau des Klans Li, aus Longxi Didao	vrouw van de Li-clan, uit Longxi Didao	mujer del clan Li, de Longxi Didao	donna del clan Li, da Longxi Didao	mulher do clã Li, de Longxi Didao	dona del clan Li, de Longxi Didao
Q45691897	6000000074735111856	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45692090	6000000074734908904	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45692318	6000000074733774373	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45692515	6000000074734614176	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45692573	6000000074734626067	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45692881	6000000074735220836	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45692909	6000000074735242823	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45692937	6000000074735167866	李	秦州成紀	Li	Qinzhou Chengji	M	NN	man of the Li clan, from Qinzhou Chengji	mann av Li-slekten, fra Qinzhou Chengji	mand af Li-slægten, fra Qinzhou Chengji	man av Li-ätten, från Qinzhou Chengji	Mann des Klans Li, aus Qinzhou Chengji	man van de Li-clan, uit Qinzhou Chengji	hombre del clan Li, de Qinzhou Chengji	uomo del clan Li, da Qinzhou Chengji	homem do clã Li, de Qinzhou Chengji	home del clan Li, de Qinzhou Chengji
Q45692964	6000000074734348216	李	揚州	Li	Yangzhou	M	NN	man of the Li clan, from Yangzhou	mann av Li-slekten, fra Yangzhou	mand af Li-slægten, fra Yangzhou	man av Li-ätten, från Yangzhou	Mann des Klans Li, aus Yangzhou	man van de Li-clan, uit Yangzhou	hombre del clan Li, de Yangzhou	uomo del clan Li, da Yangzhou	homem do clã Li, de Yangzhou	home del clan Li, de Yangzhou
Q45692991	6000000074734566061	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45693019	6000000074734924896	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45693047	6000000074735066888	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45697303	6000000074733815490	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45698977	6000000074735334881	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45699052	6000000074734832149	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45699104	6000000074734883050	李	隴西狄道	Li	Longxi Didao	M	NN	man of the Li clan, from Longxi Didao	mann av Li-slekten, fra Longxi Didao	mand af Li-slægten, fra Longxi Didao	man av Li-ätten, från Longxi Didao	Mann des Klans Li, aus Longxi Didao	man van de Li-clan, uit Longxi Didao	hombre del clan Li, de Longxi Didao	uomo del clan Li, da Longxi Didao	homem do clã Li, de Longxi Didao	home del clan Li, de Longxi Didao
Q45699589	6000000074735098001	李	潤州	Li	Runzhou	M	NN	man of the Li clan, from Runzhou	mann av Li-slekten, fra Runzhou	mand af Li-slægten, fra Runzhou	man av Li-ätten, från Runzhou	Mann des Klans Li, aus Runzhou	man van de Li-clan, uit Runzhou	hombre del clan Li, de Runzhou	uomo del clan Li, da Runzhou	homem do clã Li, de Runzhou	home del clan Li, de Runzhou
Q45699613	6000000074735369892	李	潤州	Li	Runzhou	M	NN	man of the Li clan, from Runzhou	mann av Li-slekten, fra Runzhou	mand af Li-slægten, fra Runzhou	man av Li-ätten, från Runzhou	Mann des Klans Li, aus Runzhou	man van de Li-clan, uit Runzhou	hombre del clan Li, de Runzhou	uomo del clan Li, da Runzhou	homem do clã Li, de Runzhou	home del clan Li, de Runzhou
Q45699639	6000000074734626218	李	潤州	Li	Runzhou	M	NN	man of the Li clan, from Runzhou	mann av Li-slekten, fra Runzhou	mand af Li-slægten, fra Runzhou	man av Li-ätten, från Runzhou	Mann des Klans Li, aus Runzhou	man van de Li-clan, uit Runzhou	hombre del clan Li, de Runzhou	uomo del clan Li, da Runzhou	homem do clã Li, de Runzhou	home del clan Li, de Runzhou
Q45699665	6000000074735183926	李	潤州	Li	Runzhou	M	NN	man of the Li clan, from Runzhou	mann av Li-slekten, fra Runzhou	mand af Li-slægten, fra Runzhou	man av Li-ätten, från Runzhou	Mann des Klans Li, aus Runzhou	man van de Li-clan, uit Runzhou	hombre del clan Li, de Runzhou	uomo del clan Li, da Runzhou	homem do clã Li, de Runzhou	home del clan Li, de Runzhou
