kind,name,people,scripts,verdict,qids
given,Huá),22,Han+Latin,no item — could be created,
given,(Yán,22,Han+Latin,no item — could be created,
given,Tommaso,21,Latin,has an item,Q15654302
given,יוסף,21,Hebrew,no item — could be created,
given,奕,21,Han,no item — could be created,
given,峻,21,Han,no item — could be created,
given,允,21,Han,no item — could be created,
given,隆,21,Han,no item — could be created,
given,諒,21,Han,no item — could be created,
given,Tormodson,21,Latin,no item — could be created,
given,Ying,21,Han+Latin,several items share the label,Q105447400 | Q116969455 | Q122739952
given,Wright,21,Latin,has an item,Q30015571
given,Йоан,21,Cyrillic+Latin,no item — could be created,
given,李氏,21,Han+Latin,no item — could be created,
given,Experience,21,Latin,has an item,Q86591657
given,Hilma,21,Latin,has an item,Q4356711
given,Cesare,21,Latin,has an item,Q18341985
given,Valeria,21,Latin,several items share the label,Q18201668 | Q7385728
given,Joo,21,Latin,no item — could be created,
given,Marcia,21,Latin,several items share the label,Q1464882 | Q21285747
given,al-Qasim,21,Latin,no item — could be created,
given,Chye,21,Han+Latin,no item — could be created,
given,Yaroslav,21,Latin,several items share the label,Q16909612 | Q741
given,Karlsson,21,Latin,no item — could be created,
given,Mario,21,Latin,several items share the label,Q18193880 | Q3362622
given,Фёдоровна,21,Cyrillic,no item — could be created,
given,Abdul-Aziz,21,Latin,no item — could be created,
given,Margred,21,Latin,no item — could be created,
given,Munia,21,Latin,has an item,Q56996866
given,Johannesdtr,21,Latin,no item — could be created,
given,Elžbieta,21,Latin,several items share the label,Q1334508 | Q16450465
given,Encarnación,21,Latin,has an item,Q5832317
given,Birte,21,Latin,has an item,Q865885
given,Phineas,21,Latin,has an item,Q3090424
given,Jurgis,21,Latin,has an item,Q1713859
given,Amélie,21,Latin,several items share the label,Q18171830 | Q2652203
given,Ingefred,21,Latin,no item — could be created,
given,Wolf,21,Latin,has an item,Q2588576
given,Fernández,21,Latin,has an item,Q107170696
given,喜,21,Han,no item — could be created,
given,Synnøve,21,Latin,has an item,Q30644752
given,Raimundo,21,Latin,has an item,Q19819793
given,Bermond,21,Latin,no item — could be created,
given,Eustachie,21,Latin,no item — could be created,
given,Amédée,21,Latin,has an item,Q482154
given,Steensen,21,Latin,no item — could be created,
given,Assis,21,Latin,no item — could be created,
given,Clodius,21,Latin,no item — could be created,
given,Foel,21,Latin,no item — could be created,
given,Tudur,21,Latin,no item — could be created,
given,Sylvester,21,Latin,several items share the label,Q112184683 | Q19828535
given,Patimah,21,Latin,no item — could be created,
given,Ярославна,21,Cyrillic,no item — could be created,
given,誠,21,Han+Latin,no item — could be created,
given,Albertine,21,Latin,has an item,Q2639262
given,"""Der",21,Latin,no item — could be created,
given,Jørgenson,21,Latin,no item — could be created,
given,Jakobsson,21,Latin,no item — could be created,
given,Nora,21,Latin,several items share the label,Q19888144 | Q250267
given,Asser,21,Latin,has an item,Q21144097
given,Narciso,21,Latin,has an item,Q376340
given,الأول,21,Arabic,no item — could be created,
given,Jonsdtr.,21,Latin,no item — could be created,
given,Henrich,21,Latin,has an item,Q13402305
given,Berenice,21,Latin,has an item,Q737848
given,Aliénor,21,Latin,has an item,Q2647309
given,Egnatius,21,Latin,no item — could be created,
given,Pulcher,21,Latin,no item — could be created,
given,Baba,21,Latin,has an item,Q16154515
given,Blasco,21,Latin,has an item,Q43382219
given,Aadne,21,Latin,no item — could be created,
given,Simensen,21,Latin,no item — could be created,
given,seigneur,21,Latin,no item — could be created,
given,Thale,21,Latin,has an item,Q99904334
given,Kate,21,Latin,several items share the label,Q1641745 | Q1735678
given,GPH,21,Latin,no item — could be created,
given,Camila,21,Latin,has an item,Q19869011
given,Jacoba,21,Latin,has an item,Q6119607
given,Tørresdatter,21,Latin,no item — could be created,
given,重政,21,Han,no item — could be created,
given,Siegmund,21,Latin,has an item,Q19688764
given,政信,21,Han,no item — could be created,
given,Alis,21,Latin,has an item,Q16002525
given,Septimius,21,Latin,no item — could be created,
given,發,21,Han,no item — could be created,
given,Kasimir,21,Latin,has an item,Q931986
given,Asenath,21,Hebrew+Latin,has an item,Q84766395
given,Georgia,21,Latin,several items share the label,Q378694 | Q97961511
given,Y,21,Latin,no item — could be created,
given,幹,21,Han,no item — could be created,
given,Tachibana,21,Han+Latin,no item — could be created,
given,昇,21,Han,no item — could be created,
given,Algot,21,Latin,has an item,Q10405157
given,(Sunan,21,Latin,no item — could be created,
given,Romanovich,21,Cyrillic+Latin,no item — could be created,
given,Nasr,21,Latin,no item — could be created,
given,Serena,21,Latin,has an item,Q854464
given,Aase,21,Latin,has an item,Q303407
given,璋,21,Han+Latin,no item — could be created,
given,進,21,Han+Latin,no item — could be created,
given,超,21,Han+Latin,no item — could be created,
given,Gedaliah,21,Latin,no item — could be created,
given,秀,21,Han,no item — could be created,
given,Hóng,21,Han+Latin,several items share the label,Q105627065 | Q106761132 | Q112609769
given,慎,21,Han,no item — could be created,
given,浩,21,Han,no item — could be created,
given,Большой,21,Cyrillic,no item — could be created,
given,纘,21,Han,no item — could be created,
given,績,21,Han,no item — could be created,
given,to,21,Latin,no item — could be created,
given,紳,21,Han,no item — could be created,
given,復,21,Han,no item — could be created,
given,순,21,Hangul,no item — could be created,
given,Karel,20,Latin,has an item,Q15731850
given,Jérôme,20,Latin,several items share the label,Q18175793 | Q647875
given,Anita,20,Latin,has an item,Q925678
given,球,20,Han,no item — could be created,
given,Chin,20,Han+Latin,no item — could be created,
given,Din,20,Latin,no item — could be created,
given,Dennis,20,Latin,has an item,Q639292
given,Wilson,20,Latin,has an item,Q18552466
given,Magnusdatter,20,Latin,no item — could be created,
given,Haakon,20,Latin,has an item,Q9383939
given,Ivanas,20,Latin,no item — could be created,
given,Vasilijus,20,Latin,no item — could be created,
given,Laurence,20,Latin,has an item,Q18325151
given,Guichard,20,Latin,no item — could be created,
given,邕,20,Han,no item — could be created,
given,Olaya,20,Latin,no item — could be created,
given,Jehan,20,Latin,several items share the label,Q19800591 | Q55503464
given,Susana,20,Latin,has an item,Q14936073
given,Leonora,20,Latin,has an item,Q16278348
given,Theobald,20,Latin,several items share the label,Q19914938 | Q19914943
given,Fredriksdatter,20,Latin,no item — could be created,
given,Jytte,20,Latin,has an item,Q1714752
given,Ruiz,20,Latin,no item — could be created,
given,Børge,20,Latin,has an item,Q473694
given,Malinda,20,Latin,has an item,Q10575920
given,Tmg,20,Latin,no item — could be created,
given,Wangsa,20,Latin,no item — could be created,
given,Torbjørnsen,20,Latin,no item — could be created,
given,Mason,20,Latin,has an item,Q12294444
given,Job,20,Latin,several items share the label,Q1102732 | Q2569062
given,Polonia,20,Latin,has an item,Q125627602
given,Tollaksen,20,Latin,no item — could be created,
given,Thomasdatter,20,Latin,no item — could be created,
given,Gwrgan,20,Latin,no item — could be created,
given,Jerome,20,Latin,several items share the label,Q18175793 | Q647875
given,RT,20,Latin,no item — could be created,
given,Conde,20,Latin,has an item,Q55451943
given,Odo,20,Latin,has an item,Q18339792
given,Jack,20,Latin,has an item,Q1159009
given,Wira,20,Latin,no item — could be created,
given,Henneke,20,Latin,no item — could be created,
given,Marian,20,Latin,several items share the label,Q20155725 | Q545486
given,雍,20,Han+Latin,no item — could be created,
given,Alvin,20,Latin,has an item,Q179610
given,Valdemarsdatter,20,Latin,no item — could be created,
given,أبي,20,Arabic,no item — could be created,
given,Halvarson,20,Latin,no item — could be created,
given,Beatriu,20,Latin,has an item,Q18177236
given,Brianda,20,Latin,has an item,Q19689387
given,Wijaya,20,Latin,no item — could be created,
given,Tun,20,Latin,no item — could be created,
given,象,20,Han,no item — could be created,
given,Andersdtr,20,Latin,no item — could be created,
given,Stine,20,Latin,has an item,Q20022872
given,Sigismund,20,Latin,has an item,Q10667549
given,Sian,20,Latin,several items share the label,Q1253345 | Q54820005
given,Adda,20,Latin,several items share the label,Q107317460 | Q20576000
given,Konstancja,20,Latin,has an item,Q20087580
given,Decimus,20,Latin,has an item,Q61043107
given,III),20,Latin,no item — could be created,
given,Agostinho,20,Latin,has an item,Q20819853
given,Varus,20,Latin,no item — could be created,
given,Rufius,20,Latin,no item — could be created,
given,الأصغر,20,Arabic,no item — could be created,
given,Hazel,20,Latin,has an item,Q3783818
given,Eugénie,20,Latin,several items share the label,Q19589874 | Q21142133
given,Gottfrid,20,Latin,has an item,Q21061257
given,長政,20,Han,no item — could be created,
given,忠直,20,Han,no item — could be created,
given,松,20,Han,no item — could be created,
given,Adelbert,20,Latin,has an item,Q21147391
given,石,20,Han,no item — could be created,
given,威,20,Han,no item — could be created,
given,Pompeius,20,Latin,no item — could be created,
given,zu,20,Latin,no item — could be created,
given,淵,20,Han,no item — could be created,
given,信,20,Han,no item — could be created,
given,Consort,20,Latin,no item — could be created,
given,Wouter,20,Latin,has an item,Q18611510
given,Seng,20,Latin,no item — could be created,
given,Syversdatter,20,Latin,no item — could be created,
given,正甫側室,20,Han,no item — could be created,
given,Davidsdatter,20,Latin,no item — could be created,
given,Patih,20,Latin,no item — could be created,
given,Idnerth,20,Latin,no item — could be created,
given,Aslakson,20,Latin,no item — could be created,
given,Vicomte,20,Latin,no item — could be created,
given,頊,20,Han,no item — could be created,
given,旭,20,Han+Latin,no item — could be created,
given,Yì,20,Han+Latin,several items share the label,Q105453983 | Q105622950 | Q105627059
given,烈,20,Han+Latin,no item — could be created,
given,愷,20,Han+Latin,no item — could be created,
given,整,20,Han,no item — could be created,
given,Давид,20,Cyrillic,no item — could be created,
given,huì,20,Han+Latin,several items share the label,Q104517179 | Q105627057 | Q105723439
given,Silanus,20,Latin,no item — could be created,
given,Петровна,20,Cyrillic+Latin,no item — could be created,
given,Pearl,20,Latin,has an item,Q3408772
given,Chu,20,Latin,several items share the label,Q105446044 | Q106797031 | Q106918723
given,Adrien,20,Latin,has an item,Q18145211
given,昶,20,Han+Latin,no item — could be created,
given,CHANDRA,20,Latin,has an item,Q3666114
given,Ygnacio,20,Latin,has an item,Q79605574
given,Hilmar,20,Latin,has an item,Q1158298
given,Rosina,20,Latin,has an item,Q13403839
given,詢,20,Han,no item — could be created,
given,隱,20,Han,no item — could be created,
given,Nicolau,20,Latin,has an item,Q18219737
given,연,20,Hangul,no item — could be created,
given,潛,20,Han,no item — could be created,
given,粲,20,Han,no item — could be created,
given,徵,20,Han,no item — could be created,
given,Bernabe,20,Latin,has an item,Q21401395
given,Leandro,20,Latin,has an item,Q5972176
given,溥,20,Han,no item — could be created,
given,MA,20,Latin,no item — could be created,
given,鑒,20,Han,no item — could be created,
given,詮,20,Han,no item — could be created,
given,裔,20,Han,no item — could be created,
given,誕,20,Han,no item — could be created,
given,頤,20,Han,no item — could be created,
given,(Wedana,20,Latin,no item — could be created,
given,憬,20,Han,no item — could be created,
given,제,20,Hangul,no item — could be created,
given,숙,20,Hangul,no item — could be created,
given,한,20,Hangul,no item — could be created,
given,의,20,Hangul,no item — could be created,
given,纁,20,Han,no item — could be created,
given,Keturunan,20,Latin,no item — could be created,
given,Alžběta,19,Latin,has an item,Q18073645
given,重,19,Han,no item — could be created,
given,密,19,Han,no item — could be created,
given,靖,19,Han,no item — could be created,
given,Павловна,19,Cyrillic,no item — could be created,
given,Jonasson,19,Latin,no item — could be created,
given,Sacramento,19,Latin,no item — could be created,
given,RMP,19,Latin,no item — could be created,
given,Tabitha,19,Latin,has an item,Q18985757
given,旦,19,Han,no item — could be created,
given,Ranveig,19,Latin,no item — could be created,
given,Penelope,19,Latin,several items share the label,Q1242905 | Q20000896 | Q29111961
given,Pål,19,Latin,several items share the label,Q15731728 | Q15732803
given,Dmitriyevich,19,Latin,no item — could be created,
given,'the,19,Latin,no item — could be created,
given,Александра,19,Cyrillic,no item — could be created,
given,洽,19,Han,no item — could be created,
given,سليمان,19,Arabic,no item — could be created,
given,Sjursdotter,19,Latin,no item — could be created,
given,Eusebio,19,Latin,several items share the label,Q18220126 | Q21286223
given,修,19,Han,no item — could be created,
given,奇,19,Han,no item — could be created,
given,Rodolfo,19,Latin,has an item,Q3438276
given,Otilie,19,Latin,has an item,Q106145763
given,Tahir,19,Latin,has an item,Q113098
given,Allah,19,Latin,no item — could be created,
given,Rhun,19,Latin,has an item,Q21674667
given,Gudmundsdatter,19,Latin,no item — could be created,
given,Dymitr,19,Latin,has an item,Q20087959
given,Del,19,Latin,has an item,Q21042811
given,Ottone,19,Latin,has an item,Q104413363
given,Soema,19,Latin,no item — could be created,
given,István,19,Latin,several items share the label,Q15728196 | Q19967989
given,Abidin,19,Latin,has an item,Q56598361
given,Ermengarda,19,Latin,has an item,Q19689521
given,Galindo,19,Latin,several items share the label,Q100325480 | Q6438459
given,Nata,19,Latin,no item — could be created,
given,Angeline,19,Latin,has an item,Q18145244
given,Vogn,19,Latin,no item — could be created,
given,Enoch,19,Latin,has an item,Q476155
given,Richardis,19,Latin,has an item,Q5247324
given,Chauncey,19,Latin,has an item,Q20165913
given,Paola,19,Latin,has an item,Q13137395
given,León,19,Latin,several items share the label,Q17781870 | Q20000925 | Q37080
given,Sophronia,19,Latin,has an item,Q80895212
given,حسن,19,Arabic,no item — could be created,
given,Jourdain,19,Latin,has an item,Q59533451
given,Adalberto,19,Latin,has an item,Q18190437
given,Artur,19,Latin,several items share the label,Q14697687 | Q40204814 | Q4801582
given,Christiana,19,Latin,has an item,Q20000246
given,Taraldsdatter,19,Latin,no item — could be created,
given,Agrippa,19,Latin,has an item,Q19987904
given,Goswin,19,Latin,has an item,Q1538654
given,إسماعيل,19,Arabic,no item — could be created,
given,Aubert,19,Latin,has an item,Q8084886
given,Aznar,19,Latin,has an item,Q47528450
given,Olavsen,19,Latin,no item — could be created,
given,Gustava,19,Latin,has an item,Q21144392
given,縉,19,Han+Latin,no item — could be created,
given,傑,19,Han+Latin,no item — could be created,
given,Paulinus,19,Latin,has an item,Q18978408
given,Diane,19,Latin,has an item,Q3026175
given,Joao,19,Latin,has an item,Q16916120
given,Julián,19,Latin,several items share the label,Q17856012 | Q5850421
given,Narcisa,19,Latin,has an item,Q12797301
given,Gregory,19,Latin,several items share the label,Q19817868 | Q922983
given,Humphrey,19,Latin,has an item,Q1637225
given,"N.N.,",19,Latin,no item — could be created,
given,Ajoe,19,Latin,no item — could be created,
given,Joakim,19,Latin,has an item,Q2307004
given,Cora,19,Latin,has an item,Q714938
given,Salomea,19,Latin,no item — could be created,
given,Markvard,19,Latin,no item — could be created,
given,Stigsdatter,19,Latin,no item — could be created,
given,Godske,19,Latin,has an item,Q30153677
given,Wetan,19,Latin,no item — could be created,
given,Изяслав,19,Cyrillic,no item — could be created,
given,振,19,Han,no item — could be created,
given,元長,19,Han,no item — could be created,
given,蘭,19,Han,no item — could be created,
given,Tuan,19,Latin,no item — could be created,
given,信之,19,Han,no item — could be created,
given,Volrad,19,Latin,has an item,Q133569517
given,登,19,Han,no item — could be created,
given,盛,19,Han,no item — could be created,
given,Eyang,19,Latin,no item — could be created,
given,(Daughter,19,Latin,no item — could be created,
given,Lepidus,19,Latin,no item — could be created,
given,Herzog,19,Latin,no item — could be created,
given,Wartislaw,19,Latin,no item — could be created,
given,武,19,Han,no item — could be created,
given,Mikalson,19,Latin,no item — could be created,
given,Tørresson,19,Latin,no item — could be created,
given,Meilir,19,Latin,no item — could be created,
given,Milo,19,Latin,has an item,Q18760887
given,Gabrielson,19,Latin,no item — could be created,
given,Teodoro,19,Latin,has an item,Q15885216
given,Gjermund,19,Latin,has an item,Q3441894
given,Olina,19,Latin,has an item,Q30814694
given,胤,19,Han,no item — could be created,
given,子明,19,Han,no item — could be created,
given,Samuelsen,19,Latin,no item — could be created,
given,Lillie,19,Latin,has an item,Q26235096
given,Jonasdatter,19,Latin,no item — could be created,
given,Endresen,19,Latin,no item — could be created,
given,JOSÉ,19,Latin,several items share the label,Q19801116 | Q2190619 | Q29043256
given,Константиновна,19,Cyrillic,no item — could be created,
given,Astorg,19,Latin,no item — could be created,
given,Isaksdatter,19,Latin,no item — could be created,
given,Madli,19,Latin,has an item,Q43672923
given,Gunda,19,Latin,has an item,Q1372649
given,暢,19,Han+Latin,no item — could be created,
given,綰,19,Han,no item — could be created,
given,Богдан,19,Cyrillic,no item — could be created,
given,Dora,19,Latin,several items share the label,Q16422740 | Q96338865 | Q987115
given,Moh,19,Latin,no item — could be created,
given,虎,19,Han,no item — could be created,
given,Buenaventura,19,Latin,has an item,Q1001781
given,Bing,19,Han+Latin,several items share the label,Q105621672 | Q106855772 | Q107979885
given,Petta,19,Latin,no item — could be created,
given,機,19,Han,no item — could be created,
given,Тимофеевич,19,Cyrillic,no item — could be created,
given,wives,19,Latin,no item — could be created,
given,Kosala,19,Latin,no item — could be created,
given,Rawal,19,Latin,no item — could be created,
given,挺,19,Han+Latin,no item — could be created,
given,晉,19,Han,no item — could be created,
given,Jos,19,Latin,has an item,Q1552037
given,渙,19,Han,no item — could be created,
given,瓚,19,Han,no item — could be created,
given,Hario,19,Latin,no item — could be created,
given,瑗,19,Han,no item — could be created,
given,Satyaguna,19,Latin,no item — could be created,
given,Emanuele,18,Latin,has an item,Q18179872
given,Ogmund,18,Latin,no item — could be created,
given,Libo,18,Latin,no item — could be created,
given,Sura,18,Latin,has an item,Q98777270
given,瑤,18,Han,no item — could be created,
given,藻,18,Han,no item — could be created,
given,Gro,18,Latin,has an item,Q3480578
given,Turid,18,Latin,has an item,Q30088356
given,Osmundsen,18,Latin,no item — could be created,
given,Sveinsdatter,18,Latin,no item — could be created,
given,盈,18,Han,no item — could be created,
given,Eusebia,18,Latin,has an item,Q61957541
given,Theodoric,18,Latin,has an item,Q15884118
given,Edmond,18,Latin,has an item,Q12788174
given,Patricia,18,Latin,several items share the label,Q1231089 | Q18060544
given,Dmitry,18,Latin,several items share the label,Q19002866 | Q84648014
given,Elisabetta,18,Latin,has an item,Q1330587
given,Lily,18,Latin,has an item,Q11264166
given,Arturo,18,Latin,has an item,Q18075656
given,Lasse,18,Latin,has an item,Q16871876
given,Ouroana,18,Latin,no item — could be created,
given,Dna.,18,Latin,no item — could be created,
given,Alvilde,18,Latin,has an item,Q11957632
given,Lina,18,Latin,has an item,Q1873288
given,Salim,18,Latin,has an item,Q18918119
given,Pascuala,18,Latin,has an item,Q43400218
given,Tygesdatter,18,Latin,no item — could be created,
given,Stephan,18,Latin,has an item,Q15727905
given,Hernán,18,Latin,has an item,Q19688586
given,Esbern,18,Latin,has an item,Q117354383
given,Jelena,18,Latin,several items share the label,Q18250113 | Q4963089 | Q99768021
given,Stjepan,18,Latin,has an item,Q12803520
given,Absalon,18,Latin,several items share the label,Q19274345 | Q19274347
given,Alberic,18,Latin,several items share the label,Q19001598 | Q2637375
given,Timme,18,Latin,no item — could be created,
given,Göran,18,Latin,several items share the label,Q1537844 | Q1559427
given,Travers,18,Latin,has an item,Q51361016
given,Osmundsdatter,18,Latin,no item — could be created,
given,Kathleen,18,Latin,has an item,Q16290387
given,Koesoemah,18,Latin,no item — could be created,
given,Ivarsson,18,Latin,no item — could be created,
given,Raimondo,18,Latin,has an item,Q19688744
given,Oneca,18,Latin,no item — could be created,
given,Ashot,18,Latin,has an item,Q18978278
given,d.e.,18,Latin,no item — could be created,
given,Eudoxia,18,Latin,several items share the label,Q104102561 | Q112581773 | Q924589
given,Mafalda,18,Latin,has an item,Q21286214
given,Rawleigh,18,Latin,no item — could be created,
given,Ommundson,18,Latin,no item — could be created,
given,Gulbrand,18,Latin,has an item,Q131579132
given,軌,18,Han,no item — could be created,
given,Aziz,18,Latin,has an item,Q18608332
given,Tønne,18,Latin,has an item,Q51171141
given,Hui,18,Latin,several items share the label,Q104517179 | Q105627057 | Q105723439
given,Wen,18,Latin,several items share the label,Q106967901 | Q124262331 | Q124282442
given,Anicia,18,Latin,no item — could be created,
given,Yong,18,Latin,several items share the label,Q105643363 | Q125188302 | Q125256087
given,bt,18,Latin,no item — could be created,
given,Shimon,18,Latin,several items share the label,Q20002013 | Q28811668
given,Torgils,18,Latin,no item — could be created,
given,Mónica,18,Latin,several items share the label,Q14013933 | Q19689505 | Q21285808
given,Madison,18,Latin,has an item,Q19776296
given,Ariobarzanes,18,Latin,no item — could be created,
given,Fergus,18,Latin,has an item,Q9301693
given,Anselme,18,Latin,has an item,Q19882945
given,Child,18,Latin,no item — could be created,
given,Kuno,18,Latin,has an item,Q19967528
given,Vidal,18,Latin,no item — could be created,
given,Osmundson,18,Latin,no item — could be created,
given,常,18,Han+Latin,no item — could be created,
given,Ming,18,Han+Latin,several items share the label,Q110652775 | Q124967352 | Q96145619
given,逸,18,Han+Latin,no item — could be created,
given,Lucien,18,Latin,has an item,Q15728056
given,Reinhold,18,Latin,has an item,Q18091397
given,Melchior,18,Latin,has an item,Q18177348
given,dite,18,Latin,no item — could be created,
given,Bambang,18,Latin,has an item,Q98651288
given,Luitgarde,18,Latin,no item — could be created,
given,Serafina,18,Latin,has an item,Q66446802
given,Øllegaard,18,Latin,has an item,Q115370953
given,RP,18,Latin,no item — could be created,
given,Delia,18,Latin,has an item,Q363820
given,GRM,18,Latin,no item — could be created,
given,Lorentz,18,Latin,has an item,Q21061236
given,Radin,18,Latin,no item — could be created,
given,Lepida,18,Latin,no item — could be created,
given,Queen,18,Latin,has an item,Q20899047
given,Claudio,18,Latin,several items share the label,Q1150993 | Q19826108
given,Maltesen,18,Latin,no item — could be created,
given,Vera,18,Latin,several items share the label,Q18571948 | Q20024496 | Q25999849
given,Юрьевна,18,Cyrillic+Latin,no item — could be created,
given,Thor,18,Latin,has an item,Q2428812
given,Lugarda,18,Latin,no item — could be created,
given,Petersen,18,Latin,no item — could be created,
given,Cocceius,18,Latin,no item — could be created,
given,Doña,18,Latin,has an item,Q19968509
given,Berengar,18,Latin,has an item,Q819028
given,Dona,18,Latin,has an item,Q19968509
given,Myrtle,18,Latin,has an item,Q3858942
given,亀,18,Han,no item — could be created,
given,忠勝,18,Han,no item — could be created,
given,معاوية,18,Arabic,no item — could be created,
given,Ay.,18,Latin,no item — could be created,
given,Ermengard,18,Latin,has an item,Q29550620
given,Jeanette,18,Latin,has an item,Q2300098
given,成,18,Han,no item — could be created,
given,Ingegerd,18,Latin,has an item,Q3481175
given,Giles,18,Latin,has an item,Q18116891
given,恂,18,Han,no item — could be created,
given,略,18,Han,no item — could be created,
given,Tuoba,18,Latin,no item — could be created,
given,Metella,18,Latin,no item — could be created,
given,Ivarsdtr.,18,Latin,no item — could be created,
given,Józef,18,Latin,several items share the label,Q17497882 | Q17497895 | Q19688659
given,Dyfnwal,18,Latin,no item — could be created,
given,Willie,18,Latin,has an item,Q18572334
given,pomorska,18,Latin,no item — could be created,
given,Samsonson,18,Latin,no item — could be created,
given,Danielsen,18,Latin,no item — could be created,
given,Tjærandsdatter,18,Latin,no item — could be created,
given,Kusuma,18,Latin,no item — could be created,
given,Magla,18,Latin,no item — could be created,
given,Ng,18,Latin,no item — could be created,
given,節,18,Han,no item — could be created,
given,炳,18,Han+Latin,no item — could be created,
given,Torstensdatter,18,Latin,no item — could be created,
given,Olena,18,Latin,several items share the label,Q56405735 | Q7086343
given,Stanisław,18,Latin,has an item,Q19801658
given,Mikalojus,18,Latin,has an item,Q1236710
given,(R.,18,Latin,no item — could be created,
given,Mistress,18,Latin,no item — could be created,
given,Guerau,18,Latin,no item — could be created,
given,Ildefonso,18,Latin,has an item,Q3796357
given,護,18,Han,no item — could be created,
given,KRT,18,Latin,no item — could be created,
given,Wan,18,Latin,several items share the label,Q125132775 | Q125145757 | Q125343954
given,Fu,18,Han+Latin,several items share the label,Q106855774 | Q124622160 | Q124940293
given,(Zi,18,Han+Latin,no item — could be created,
given,Dipati,18,Latin,no item — could be created,
given,ki,18,Latin,no item — could be created,
given,(unk),18,Latin,no item — could be created,
given,Алексеевич,18,Cyrillic,no item — could be created,
given,坦,18,Han,no item — could be created,
given,Shì,18,Han+Latin,several items share the label,Q105622547 | Q106845018 | Q106855780
given,Linnéa,18,Latin,several items share the label,Q108295840 | Q1427016
given,Chao,18,Han+Latin,has an item,Q106860101
given,Soltan,18,Latin,no item — could be created,
given,Марфа,18,Cyrillic,no item — could be created,
given,Fray,18,Latin,no item — could be created,
given,儀,18,Han,no item — could be created,
given,珍,18,Han+Latin,no item — could be created,
given,叡,18,Han,no item — could be created,
given,宰,18,Han,no item — could be created,
given,琳,18,Han,no item — could be created,
given,璿,18,Han,no item — could be created,
given,Todros,18,Latin,no item — could be created,
given,峴,18,Han,no item — could be created,
given,敷,18,Han,no item — could be created,
given,彥,18,Han,no item — could be created,
given,勗,18,Han,no item — could be created,
given,纂,18,Han,no item — could be created,
given,소,18,Hangul,no item — could be created,
given,염,18,Hangul,no item — could be created,
given,殷,18,Han,no item — could be created,
given,蒙,18,Han,no item — could be created,
given,琬,18,Han,no item — could be created,
given,諲,18,Han,no item — could be created,
given,瑱,18,Han,no item — could be created,
given,冏,18,Han,no item — could be created,
given,璆,18,Han,no item — could be created,
given,Shì),18,Han+Latin,no item — could be created,
given,Dé),18,Han+Latin,no item — could be created,
given,식,18,Hangul,no item — could be created,
given,Ashikaga,18,Latin,no item — could be created,
given,Monica,17,Latin,several items share the label,Q14013933 | Q19689505 | Q21285808
given,Miles,17,Latin,has an item,Q6851298
given,z,17,Latin,no item — could be created,
given,Kristin,17,Latin,several items share the label,Q19523320 | Q3482601
given,Díaz,17,Latin,no item — could be created,
given,Domnall,17,Latin,no item — could be created,
given,(Molher,17,Latin,no item — could be created,
given,顯,17,Han,no item — could be created,
given,Ånen,17,Latin,no item — could be created,
given,Olesdatter,17,Latin,no item — could be created,
given,Gerald,17,Latin,several items share the label,Q16275954 | Q2131007
given,Yuryevich,17,Latin,no item — could be created,
given,Владимировна,17,Cyrillic,no item — could be created,
given,Lagesen,17,Latin,no item — could be created,
given,Steensdatter,17,Latin,no item — could be created,
given,Reyes,17,Latin,has an item,Q55339788
given,Basilio,17,Latin,several items share the label,Q18416923 | Q19990696
given,Pelayo,17,Latin,has an item,Q43653325
given,Dr.,17,Latin,no item — could be created,
given,Viktor,17,Latin,several items share the label,Q16430022 | Q30106749 | Q65562114
given,Ludovico,17,Latin,has an item,Q6698984
given,Nieves,17,Latin,has an item,Q18704418
given,Magda,17,Latin,has an item,Q12795429
given,Adrian,17,Latin,several items share the label,Q18201504 | Q372250 | Q67636036
given,Egil,17,Latin,has an item,Q11680006
given,Ture,17,Latin,has an item,Q2460609
given,Monsen,17,Latin,no item — could be created,
given,Adosinda,17,Latin,no item — could be created,
given,Florentina,17,Latin,has an item,Q610489
given,Tello,17,Latin,has an item,Q47528334
given,(or,17,Latin,no item — could be created,
given,Fadrique,17,Latin,has an item,Q21401506
given,Curtis,17,Latin,has an item,Q19817852
given,Tagesen,17,Latin,no item — could be created,
given,Galuh,17,Latin,no item — could be created,
given,Máel,17,Latin,has an item,Q20000081
given,Nuña,17,Latin,no item — could be created,
given,Fernan,17,Latin,has an item,Q1407432
given,Olason,17,Latin,no item — could be created,
given,Aymar,17,Latin,has an item,Q19883115
given,Hepzibah,17,Latin,has an item,Q28937735
given,Elionor,17,Latin,has an item,Q19729592
given,Burnham,17,Latin,has an item,Q29358959
given,Clothilde,17,Latin,has an item,Q21147607
given,Avraham,17,Latin,several items share the label,Q2874494 | Q50582778
given,Magnusson,17,Latin,no item — could be created,
given,Sanches,17,Latin,no item — could be created,
given,Desire,17,Latin,several items share the label,Q16873469 | Q66297754 | Q86591670
given,Udo,17,Latin,has an item,Q1465588
given,Nikephoros,17,Latin,has an item,Q19002758
given,Lagesdatter,17,Latin,no item — could be created,
given,Marco,17,Latin,has an item,Q17520955
given,Akbar,17,Latin,has an item,Q28790469
given,Lloyd,17,Latin,has an item,Q13478831
given,Noronha,17,Latin,no item — could be created,
given,Aurora,17,Latin,has an item,Q1066178
given,Zachariah,17,Latin,has an item,Q18341023
given,Jared,17,Latin,has an item,Q2001193
