orderlife_qid,label,wikidata_qid,geni_id,already_on
Q114614,Pierre d'Anduze,Q124049025,,Q124049025
Q114616,William of Aumelas,Q3119560,,Q3119560
Q114618,William VI of Montpellier,Q1216065,,Q1216065
Q114620,Guillemette de Montpellier,Q102859746,,Q102859746
Q114623,William V of Auvergne,Q1905821,,Q1905821
Q114625,Philippa de Gévaudan,Q76346826,,Q76346826
Q114627,Bertha of Rouergue,Q2505840,,Q2505840
Q114629,Emma of Hauteville,Q3724666,,Q3724666
Q114631,"Robert III, Count of Auvergne",Q2719395,,Q2719395
Q114633,William VIII,Q14519572,,Q14519572
Q114635,Alpais of Turenne,Q21152286,,Q21152286
Q114637,Géraud III of Armagnac,Q1979541,,Q1979541
Q114639,Odo of Armagnac,Q21152389,,Q21152389
Q114641,"Gaston II, Viscount of Béarn",Q2277641,,Q2277641
Q114643,Agnès de Manciet,Q112906994,,Q112906994
Q114645,Peter II of Gabarret,Q13650245,,Q13650245
Q114647,Stefania di Barcellona,Q16610255,,Q16610255
Q114649,Amabille,Q113960971,,Q113960971
Q114651,Beatrice II of Bigorre,Q2175701,,Q2175701
Q114653,Anicelle of Fézensac,Q973823,,Q973823
Q114655,Beatrix de Bigorre,Q21141618,,Q21141618
Q114656,Béatrix,Q111969646,,Q111969646
Q114658,Odo IV of Lomagne,Q21152252,,Q21152252
Q114660,William Astanove I of Fézensac,Q2235816,,Q2235816
Q114662,Raymond of Fezensac,Q21177465,,Q21177465
Q114664,Alvito Nunes,Q4738327,,Q4738327
Q114666,Nuno Mendes,Q2977475,,Q2977475
Q114668,Udalard I de Barcelona,Q11953875,,Q11953875
Q114670,Guislabert I de Barcelona,Q11924964,,Q11924964
Q114672,Bernat I de Barcelona,Q110587312,,Q110587312
Q114674,Roger I of Tosny,Q361739,6000000078577310957,Q361739
Q114676,Robert de Stafford,Q7351436,,Q7351436
Q114678,Gazon de Toeni,Q76174358,,Q76174358
Q114680,Alice de Toeni,Q76174359,,Q76174359
Q114682,Raoul II of Tosny,Q361629,,Q361629
Q114684,Arnaud of Comminges,Q2863144,,Q2863144
Q114686,"Arsinde, Countess of Provence",Q2864419,,Q2864419
Q114688,Odon Ier de Razès,Q23907765,,Q23907765
Q114690,Bernat II de Melguèlh,Q2898087,6000000001588444082,Q2898087
Q114692,Senegonde,Q99304150,6000000004533182271,Q99304150
Q114694,Garsende of Béziers,Q28665954,6000000011042139567,Q28665954
Q114696,Guillem I de Carcassona,Q2574564,,Q2574564
Q114698,Guisado de Lluçà,Q10292930,,Q10292930
Q114700,Reverter de La Guardia,Q3428512,,Q3428512
Q114702,Sibille de Nevers,Q76034472,,Q76034472
Q114704,Helie of Burgundy,Q3144886,,Q3144886
Q114706,Florine of Burgundy,Q574943,,Q574943
Q114708,"Hugh II, Duke of Burgundy",Q530661,6000000000531807761,Q530661
Q114710,Henri de Bourgogne,Q75395050,,Q75395050
Q114712,Guy III of Vignory,Q78440188,,Q78440188
Q114714,Adelarde of Vignory,Q22678389,,Q22678389
Q114716,Guy IV of Vignory,Q78440417,,Q78440417
Q114718,Hugh IV of Lusignan,Q932157,,Q932157
Q114720,Auliarde de Thouars,Q110578229,,Q110578229
Q114722,Hildegarde|Aléarde de Thouars,Q110578310,,Q110578310
Q114724,Hugues VII de Lusignan,Q1335950,6000000000743061914,Q1335950
Q114726,"Simon, Vidame de Parthenay",Q110578216,,Q110578216
Q114728,"Simon de Parthenay, Sire de Parthenay",Q110578215,,Q110578215
Q114730,Sikelgaita,Q640793,6000000000728657032,Q640793
Q114732,Roger Borsa,Q468687,6000000002322298434,Q468687
Q114734,Guy of Hauteville,Q1747051,6000000002187891645,Q1747051
Q114737,Robert Scalio,Q1770638,,Q1770638
Q114739,Sibylle de Hauteville,Q15649577,,Q15649577
Q114741,Aimery I of Narbonne,Q14643112,6000000001412929958,Q14643112
Q114743,Aimery II of Narbonne,Q2874964,6000000004548717765,Q2874964
Q114744,Berenguer of Narbonne,Q2929984,6000000091215358101,Q2929984
Q114746,"Douce I, Countess of Provence",Q254927,,Q254927
Q114748,María Rodríguez,Q8197495,,Q8197495
Q114750,Almodis,Q84032597,,Q84032597
Q114752,Berengaria of Barcelona,Q113021,,Q113021
Q114754,Ramon Berenguer IV,Q319439,,Q319439
Q114756,"Berenguer Ramon, Count of Provence",Q706481,,Q706481
Q114758,Ximena de Barcelona i de Díaz,Q18417579,,Q18417579
Q114760,Almodis of Barcelona,Q62704108,,Q62704108
Q114762,Bernat de Barcelona,Q123252155,,Q123252155
Q114764,Mafalda de Barcelona,Q123252163,,Q123252163
Q114766,Bernat Amat de Cardona,Q823136,,Q823136
Q114768,Ramon Folc II de Cardona,Q95627184,6000000004869193434,Q95627184
Q114770,Adelaida,Q123246524,,Q123246524
Q114772,Teresa of Urgell,Q65209350,,Q65209350
Q114774,Guigues,Q99304109,,Q99304109
Q114776,Gotelena,Q99304110,,Q99304110
Q114778,Humbert d'Albon,Q106518316,,Q106518316
Q114780,Adelais (de Turin),Q99304111,,Q99304111
Q114782,Humbert of Albon,Q106575645,,Q106575645
Q114784,Petronille,Q99304112,,Q99304112
Q114786,Guigues III of Albon,Q3119515,,Q3119515
Q114788,Gonzalo Ruiz,Q5582251,,Q5582251
Q114790,"Rotbold II, Count of Provence",Q1338178,,Q1338178
Q114792,Emilde,Q113987149,,Q113987149
Q114794,Artau III de Pallars Sobirà,Q8205157,,Q8205157
Q114796,Lope Garçés el Peregrino,Q20005143,,Q20005143
Q114798,Ximena Lópeç d'Alagón,Q20006776,,Q20006776
Q114800,Toda López,Q44682167,,Q44682167
Q114802,"Ermengol V, Count of Urgell",Q2862206,,Q2862206
Q114804,Miró de Tost,Q11937045,,Q11937045
Q114806,Ponc I de Cabrera,Q17300732,,Q17300732
Q114808,Guerau II de Cabrera,Q11924822,,Q11924822
Q114810,Enric de Cerdanya,Q123246925,,Q123246925
Q114812,Estefania d'Urgell i Cabrera,Q61982477,,Q61982477
Q114814,Oria de Pallars,Q20006130,,Q20006130
Q114816,Raymond VI de Pallars Jussà,Q11944654,,Q11944654
Q114818,Sancha Gomes de Sousa,Q59390905,,Q59390905
Q114820,Sancho Nunes de Barbosa,Q10367517,,Q10367517
Q114822,Gomes Nunes de Pombeiro,Q5626091,,Q5626091
Q114824,Alfonso Nunes de Celanova,Q4722075,,Q4722075
Q114826,Arias Calvo,Q18237959,,Q18237959
Q114828,Aires Nunes de Valadares,Q9593092,,Q9593092
Q114830,Jimena Díaz,Q2720842,6000000102034868823,Q2720842
Q114832,Diego Rodríguez,Q5806539,,Q5806539
Q114834,Marguerite de l'Aigle,Q2842845,6000000006727873371,Q2842845
Q114836,"Urraca of Castile, Queen of Navarre",Q2309759,,Q2309759
Q114838,Sancho VI of Navarre,Q318258,6000000010970244214,Q318258
Q114840,"Blanche of Navarre, Queen of Castile",Q220444,5666804980580048343,Q220444
Q114842,Margaret of Navarre,Q257202,,Q257202
Q114844,Sancha of Navarre,Q20028039,6000000003827661811,Q20028039
Q114846,Diego Pérez,Q5806492,,Q5806492
Q114848,Estefanía Ramírez,Q5849237,,Q5849237
Q114850,Alfonso Ramírez,Q4722089,,Q4722089
Q114852,Froila Ramírez,Q5505326,,Q5505326
Q114854,"Fruela Ramirez, Señor de Cifuentes",Q110302494,,Q110302494
Q114857,Sancha Fernandez de Tovar,Q110302498,,Q110302498
Q114859,"Ramiro Fruelaz, Señor de Cifuentes",Q110302493,6000000006989509411,Q110302493
Q114861,Aldonza Martínez de Silva,Q5664519,,Q5664519
Q114863,"Arias Dias de Asturias, Señor de Valderabano",Q101510017,6000000001501029955,Q101510017
Q114865,Rodrigo Fernández 'Feo' de Valduerna,Q110602909,,Q110602909
Q114867,Inés Rodriguez de Cabrera,Q110602908,,Q110602908
Q114869,Ava,Q608738,,Q608738
Q114871,Bertrán de Risnel,Q4895915,,Q4895915
Q114873,Lope Íñiguez de Mendoza,Q10319693,,Q10319693
Q114875,Íñigo López de Mendoza,Q5489781,,Q5489781
Q114877,Ajlan ibn Rumaythah,Q29919643,6000000026921577261,Q29919643
Q114879,Vologases IV of Parthia,Q342795,,Q342795
Q114881,Rev I of Iberia,Q2096913,,Q2096913
Q114883,Tiberius Julius Sauromates III,Q3071943,,Q3071943
Q114885,Tiberius Julius Sauromates IV,Q3072465,,Q3072465
Q114889,Tiberius Julius Synges,Q3508851,,Q3508851
Q114891,Arshak III,Q2636025,,Q2636025
Q114893,Koms Mamiconian,Q106540611,,Q106540611
Q114895,Tiridates,Q7809213,,Q7809213
Q114897,Olympias of Armenia,Q7089020,,Q7089020
Q114899,Anob of Armenia,Q4769828,,Q4769828
Q114901,Trdat Arshakuni,Q104787034,,Q104787034
Q114903,Q47463743,Q47463743,,Q47463743
Q114905,Zarmandukht,Q3574871,,Q3574871
Q114907,Vologases of Armenia,Q2384823,,Q2384823
Q114909,Q106980660,Q106980660,,Q106980660
Q114911,Q97208643,Q97208643,,Q97208643
Q114913,Vache II Mamikonian,Q56350740,,Q56350740
Q114915,Archavir I Camsaracano,Q56350985,,Q56350985
Q114919,Q106980650,Q106980650,,Q106980650
Q114921,Q16369095,Q16369095,,Q16369095
Q114923,Doustr,Q13524696,,Q13524696
Q114925,Vardanoysch Mamikonian,Q13526713,,Q13526713
Q114927,Vardan III Mamikonian,Q3554696,,Q3554696
Q114929,Manuel Mamikonian,Q105582340,,Q105582340
Q114931,Mushegh II Mamikonian,Q421746,,Q421746
Q114933,Tiridates II of Armenia,Q2546020,,Q2546020
Q114935,Tiridate III of Armenia,Q1257780,,Q1257780
Q114937,Artaxias,Q4797367,,Q4797367
Q114939,St. Vrtanes I,Q1381913,,Q1381913
Q114941,Grigoris,Q514671,,Q514671
Q114945,Archil of Kakheti,Q2864818,,Q2864818
Q114947,Mirian of Kakheti,Q3316046,,Q3316046
Q114949,father of Basiliscus,Q116472171,,Q116472171
Q114953,Patricius,Q888538,,Q888538
Q114959,Anicius Petronius Probus,Q2280783,,Q2280783
Q114961,Ennodius,Q131731624,,Q131731624
Q114963,(Maxima Magna),Q131731625,,Q131731625
Q114965,Rufius Antonius Agrypnius Volusianus,Q2661056,,Q2661056
Q114967,Valerius Adelphius,Q131731626,,Q131731626
Q114969,Heraclius the Elder,Q181690,,Q181690
Q114971,Theodore,Q3621471,,Q3621471
Q114973,Martina,Q269941,,Q269941
Q114975,Gregorio,Q3776480,,Q3776480
Q114977,Gregory the Patrician,Q718985,,Q718985
Q114981,Tervel of Bulgaria,Q311506,,Q311506
Q114983,Telerig of Bulgaria,Q255646,,Q255646
Q114985,Hisarna,Q20045829,,Q20045829
Q114989,Honorius,Q159798,,Q159798
Q114991,Ataulf,Q159716,,Q159716
Q114993,Theodosius,Q30939087,,Q30939087
Q114995,Arcadia,Q2696588,,Q2696588
Q114999,Valerius,Q2329031,,Q2329031
Q115001,Gessius,Q111488676,,Q111488676
Q115003,Fridlevus I,Q5503576,,Q5503576
Q115005,Fridlevus II,Q5503581,,Q5503581
Q115007,Hrothgar,Q1353836,,Q1353836
Q115009,Heorogar,Q2879562,,Q2879562
Q115011,Halga,Q41863,,Q41863
Q115013,Aio,Q3908772,,Q3908772
Q115015,Tochter (?),Q76298849,,Q76298849
Q115017,Scauniperga,Q24970325,,Q24970325
Q115019,Liutprand of Benevento,Q597610,,Q597610
Q115021,"Liutprand, King of the Lombards",Q251836,,Q251836
Q115023,Ruodhaid,Q2045797,,Q2045797
Q115025,Adalard of Corbie,Q348198,,Q348198
Q115027,Wala of Corbie,Q680318,,Q680318
Q115029,Gundrada,Q23017405,,Q23017405
Q115031,Bernard,Q23017409,,Q23017409
Q115033,Theodrada,Q23017411,,Q23017411
Q115037,Bertrada of Laon,Q266751,6000000003773899334,Q266751
Q115039,Charlemagne,Q3044,6000000002457013227,Q3044
Q115041,"Gisela, Abbess of Chelles",Q1010767,,Q1010767
Q115043,Pepin,Q23930942,,Q23930942
Q115045,Chrothais,Q23930970,,Q23930970
Q115047,Adelais,Q23930947,,Q23930947
Q115049,Ermentrudis,Q23017414,,Q23017414
Q115051,Erscheswinda,Q23017415,,Q23017415
Q115053,Fulrad,Q3754272,,Q3754272
Q115055,Audouen,Q23017416,,Q23017416
Q115057,Folcuin,Q547045,,Q547045
Q115059,Richard,Q23017417,,Q23017417
Q115061,Desiderius,Q297520,,Q297520
Q115063,"Ansa, Queen of the Lombards",Q2603391,,Q2603391
Q115065,Adalgis,Q354300,,Q354300
Q115067,Adelperga,Q292083,,Q292083
Q115069,Anselperga,Q3618351,,Q3618351
Q115071,Desiderata of the Lombards,Q263474,,Q263474
Q115073,Gerold of Vinzgau,Q671572,,Q671572
Q115075,"Gerold, Prefect of Bavaria",Q319479,,Q319479
Q115077,Hildegard of Vinzgouw,Q234410,6000000003715297906,Q234410
Q115079,Roadbert (?),Q76298492,,Q76298492
Q115081,Adrianus (?),Q76298513,,Q76298513
Q115083,Erbo (?),Q76298611,,Q76298611
Q115085,Megingoz of Anglachgau,Q76298730,,Q76298730
Q115087,Uto (?),Q76298862,,Q76298862
Q115089,Udalrich I,Q477650,,Q477650
Q115093,"Robert I, Count of Hesbaye",Q727165,,Q727165
Q115095,Williswint of Wormsgau,Q76300854,,Q76300854
Q115097,Guerin V von Chalon,Q76299627,,Q76299627
Q115099,"Hunfrid, Margrave of Istria",Q3493266,,Q3493266
Q115101,Hedwig,Q18164973,,Q18164973
Q115103,Hengist,Q323495,6000000002364753558,Q323495
Q115105,Rowena,Q2170683,,Q2170683
Q115107,Æscwine of Essex,Q272140,,Q272140
Q115109,Sæward of Essex,Q888995,,Q888995
Q115111,Sexred,Q886977,,Q886977
Q115113,Sæleferd (?),Q75454862,,Q75454862
Q115115,Swithhelm of Essex,Q888565,,Q888565
Q115117,Sigeberht the Good,Q880230,,Q880230
Q115119,Swithfrith,Q1331900,,Q1331900
Q115121,Sigeferd (?),Q75454864,,Q75454864
Q115123,Penda of Mercia,Q332123,,Q332123
Q115125,Merchelm,Q65156113,,Q65156113
Q115127,Mildfrith,Q65156111,,Q65156111
Q115129,Eni of East Anglia,Q1343094,,Q1343094
Q115131,Æthelhere of East Anglia,Q272193,,Q272193
Q115133,Æthelwold of East Anglia,Q272275,,Q272275
Q115135,Æthelric,Q21155835,,Q21155835
Q115137,Tondberct,Q20973626,,Q20973626
Q115139,Cynegyth,Q75491983,,Q75491983
Q115141,Æthelburh,Q75491986,,Q75491986
Q115143,Werburh,Q75491988,,Q75491988
Q115145,Alric,Q706398,,Q706398
Q115147,Eadbert I of Kent,Q887678,,Q887678
Q115149,Æthelbert II,Q272171,,Q272171
Q115151,Cynewise,Q3008727,,Q3008727
Q115153,Peada of Mercia,Q729723,,Q729723
Q115155,Cyneburh,Q17428109,,Q17428109
Q115157,Cyneswith,Q1858068,,Q1858068
Q115159,Uuscfrea,Q75507646,,Q75507646
Q115161,Osric of Deira,Q879949,,Q879949
Q115163,Hereric,Q75491973,,Q75491973
Q115165,Æthelric,Q272249,,Q272249
Q115167,Bebba,Q75490802,,Q75490802
Q115169,daughter of Cynegils,Q75382553,,Q75382553
Q115171,Œthelwald of Deira,Q272267,,Q272267
Q115173,unnamed Pictish princess,Q21034832,,Q21034832
Q115175,Talorgan I,Q2363513,,Q2363513
Q115177,Creoda of Mercia,Q743095,,Q743095
Q115179,Rhoedd,Q4396744,,Q4396744
Q115181,Rhwyth (?),Q75490811,,Q75490811
Q115183,Fín,Q5511691,,Q5511691
Q115185,Cuthburh,Q5196821,,Q5196821
Q115187,Osred I,Q494741,,Q494741
Q115189,Osric,Q880242,,Q880242
Q115191,Osana,Q7105700,,Q7105700
Q115193,Offa of Northumbria,Q11796528,,Q11796528
Q115195,Cyneburg of Gloucester,Q107067308,,Q107067308
Q115197,Eadburh of Bicester,Q2019824,,Q2019824
Q115199,Ceolwald of Mercia,Q879788,,Q879788
Q115201,Eanfrith of Hwicce,Q3046365,,Q3046365
Q115203,"Osric, King of the Hwicce",Q888960,,Q888960
Q115205,Werburh,Q75493339,,Q75493339
Q115207,Æthelheard of Hwicce,Q272185,,Q272185
Q115209,Æthelweard,Q272298,,Q272298
Q115211,"Æthelberht, king of the Hwicce",Q272152,,Q272152
Q115213,Æthelric,Q272245,,Q272245
Q115215,father of Iurminburg,Q75494057,,Q75494057
Q115217,"Sigramnus, Count of Hesbaye",Q24971837,,Q24971837
Q115219,Landrade de Hesbaye,Q3217092,,Q3217092
Q115221,daughter of Artemia of Geneva,Q127868258,,Q127868258
Q115223,Chrodoara,Q2966688,,Q2966688
Q115225,Adalgisel Grimo,Q348138,,Q348138
Q115227,Childeric III,Q295157,,Q295157
Q115229,Floovant,Q20000518,,Q20000518
Q115231,Theuderic IV,Q108331,,Q108331
Q115233,Liederik,Q2457875,4657518,Q2457875
Q115235,Ingelram,Q2920432,,Q2920432
Q115237,Adalbert,Q1864939,,Q1864939
Q115239,Adaltruda,Q2823907,,Q2823907
Q115241,Anstrudis von Champagne,Q544924,,Q544924
Q115243,Arnulf,Q697627,,Q697627
Q115245,Hugh of Rouen,Q975981,,Q975981
Q115247,Gottfried,Q182850,,Q182850
Q115249,Pepin,Q2096526,,Q2096526
Q115251,Thiadsvind,Q467844,,Q467844
Q115253,Theudoald,Q437737,,Q437737
Q115255,Berswinde von Austrasia,Q76299460,,Q76299460
Q115257,Odile of Alsace,Q269867,,Q269867
Q115259,Batticho,Q24535078,,Q24535078
Q115261,"Eticho II, Count of Nordgau",Q24535674,,Q24535674
Q115263,Hugh of Alsace,Q24535859,,Q24535859
Q115265,Ferreol von Rom,Q76300306,,Q76300306
Q115267,Flavius Afranius Syagrius,Q654635,6000000005796966019,Q654635
Q115269,Avitus,Q203198,,Q203198
Q115271,Ecdicius,Q116463,,Q116463
Q115273,Agricola,Q3606863,,Q3606863
Q115275,Sidonius Apollinaris,Q302936,,Q302936
Q115277,Apollinaris of Clermont,Q4780242,,Q4780242
Q115279,Sigimberus I (?),Q76298802,,Q76298802
Q115283,Aunulf,Q773902,,Q773902
Q115285,Nibelung I,Q683971,,Q683971
Q115287,Adalard,Q4057231,,Q4057231
Q115289,Respendial,Q2145877,,Q2145877
Q115293,Hámundr,Q5963027,,Q5963027
Q115295,Randver,Q2335581,5605575857030117371,Q2335581
Q115297,Álfhildr Gandálfsdóttir of Álfheimr,Q42307203,,Q42307203
Q115299,Herrauðr,Q1464364,,Q1464364
Q115303,Ragnvald Heidumhære,Q2561593,6000000001827562166,Q2561593
Q115305,Gorm the Old,Q314490,5473900890130120000,Q314490
Q115307,Anund Uppsale,Q2170784,,Q2170784
Q115309,Björn at Haugi,Q879088,,Q879088
Q115311,Erik Refilsson,Q3591188,,Q3591188
Q115313,Suleiman ibn Qutulmish,Q730338,,Q730338
Q115315,Terken Khatun,Q5948034,,Q5948034
Q115317,Taj Safariyya Khatun,Q118947575,,Q118947575
Q115319,Ahmad Sanjar,Q337506,,Q337506
Q115321,Mahmud I of Great Seljuk,Q1252100,,Q1252100
Q115323,Gawhar Khatun,Q16897872,,Q16897872
Q115325,Barkiyaruq,Q387011,,Q387011
Q115327,Muhammad I Tapar,Q1296751,,Q1296751
Q115329,Isma Khatun,Q54875078,,Q54875078
Q115331,Mah-i Mulk Khatun,Q112660881,,Q112660881
Q115333,Fakhr al-Mulk Ridwan,Q918971,,Q918971
Q115336,Duqaq,Q261366,,Q261366
Q115338,Abu Taleb,Q54495435,,Q54495435
Q115340,Behram,Q54495425,,Q54495425
Q115342,Irtash,Q375153,,Q375153
Q115344,Al-Muqtadi,Q293683,,Q293683
Q115346,Shams al-Mulk Nasr,Q16903766,,Q16903766
Q115348,Nitzevet,Q7041639,,Q7041639
Q115350,Eliab,Q96105737,,Q96105737
Q115352,Shimea,Q16130530,,Q16130530
Q115354,Abinadab,Q11903854,,Q11903854
Q115356,Zeruiah,Q196771,,Q196771
Q115358,Abigail,Q3603697,,Q3603697
Q115360,Abigail,Q4416778,,Q4416778
Q115362,Eglah,Q12630462,,Q12630462
Q115364,Michal,Q1341397,,Q1341397
Q115366,Ahinoam,Q400266,,Q400266
Q115368,Haggith,Q5638717,,Q5638717
Q115370,Abital,Q33026741,,Q33026741
Q115372,Maacah,Q11765188,,Q11765188
Q115374,Absalom,Q205372,,Q205372
Q115376,Chileab,Q2418113,,Q2418113
Q115378,Tamar,Q2917173,,Q2917173
Q115380,Ibhar,Q5984013,,Q5984013
Q115382,Jerimoth,Q6182203,,Q6182203
Q115384,Ithream,Q11727237,,Q11727237
Q115386,Shephatiah,Q9351247,,Q9351247
Q115388,Hazana,Q42797621,,Q42797621
Q115390,Sobab,Q9352021,,Q9352021
Q115392,Eliada,Q9252681,,Q9252681
Q115394,Japhia,Q128310030,,Q128310030
Q115396,Elishua,Q132170354,,Q132170354
Q115398,Eliphelet,Q132170591,,Q132170591
Q115400,Nepheg,Q133258642,,Q133258642
Q115402,Shammua,Q133263412,,Q133263412
Q115404,Eliam,Q13408496,,Q13408496
Q115406,Uriah the Hittite,Q71267,,Q71267
Q115408,Mattatha,Q19715666,,Q19715666
Q115410,Maacah,Q2903509,,Q2903509
Q115412,Mahalath,Q114752409,,Q114752409
Q115416,Zaham,Q8064608,,Q8064608
Q115418,Jeush,Q123269487,,Q123269487
Q115420,Shemariah,Q123269545,,Q123269545
Q115422,Queen of Sheba,Q159888,,Q159888
Q115424,Ahimaaz,Q2904547,,Q2904547
Q115426,Gevher Hatun,Q119788752,,Q119788752
Q115428,'Adud al-Dawla,Q506243,,Q506243
Q115430,Samsam al-Dawla,Q1294572,,Q1294572
Q115432,Sharaf al-Dawla,Q601951,,Q601951
Q115434,Jalal al-Dawla,Q753277,,Q753277
Q115436,Musharrif al-Dawla,Q753936,,Q753936
Q115438,Qawam al-Dawla,Q373497,,Q373497
Q115440,Afsa ibn Dami,Q135085746,,Q135085746
Q115442,Bakr ibn ashjʻ,Q124745619,,Q124745619
Q115444,Hassan II,Q403911,,Q403911
Q115446,Abdullah Alaidaroos,Q54862188,,Q54862188
Q115448,Ali Abubakr AsSakran,Q28713186,,Q28713186
Q115450,Dewi Sarah,Q116877688,6000000007601966321,Q116877688
Q115452,Sunan Giri,Q4201082,6000000029249340031,Q4201082
Q115454,Sunan Bonang,Q7443276,,Q7443276
Q115456,Sunan Drajat,Q7638798,,Q7638798
Q115458,Dewi Murtasiyah,Q125506671,,Q125506671
Q115460,Sunan Ngudung,Q13097489,,Q13097489
Q115462,Sunan Gunungjati,Q4201195,,Q4201195
Q115464,Mahdar Ibrahim,Q116877813,,Q116877813
Q115466,Agila,Q18643769,,Q18643769
Q115468,Divigra,Q125288055,,Q125288055
Q115470,Odile de Nice,Q3349265,,Q3349265
Q115472,Robert I of Auvergne,Q2578042,,Q2578042
Q115474,Guitard,Q11924968,,Q11924968
Q115476,Guisla de Besora,Q19291101,,Q19291101
Q115478,Folco I di Cardona,Q105063555,,Q105063555
Q115480,Ramon Folch I de Cardona,Q2282614,,Q2282614
Q115482,Francó II de Narbona,Q10284822,,Q10284822
Q115484,Arsenda,Q108542984,,Q108542984
Q115486,"Adelaide, Viscountess of Narbonne",Q83492529,6000000007060931064,Q83492529
Q115488,Raymond I of Narbonne,Q10357150,6000000007060705339,Q10357150
Q115490,Ermengaud of Narbonne,Q44841369,6000000011049003659,Q44841369
Q115492,Hedwig von Buchau,Q75464208,,Q75464208
Q115494,Louis the Stammerer,Q182840,2430192,Q182840
Q115496,Charles the Simple,Q187519,6000000000894794311,Q187519
Q115498,Meginhard I von Hamelant,Q76299827,,Q76299827
Q115500,Grimhild,Q56367588,,Q56367588
Q115502,Girart de Roussillon,Q2519570,,Q2519570
Q115504,Adalard the Seneschal,Q348227,6000000001744880606,Q348227
Q115506,Engeltrude of Paris,Q3725340,,Q3725340
Q115508,Unruoch II of Friuli,Q17153107,6000000041516385450,Q17153107
Q115510,Eberhard of Friuli,Q919247,,Q919247
Q115512,Berengar the Wise,Q763220,,Q763220
Q115514,Ermengarde of Hesbaye,Q231827,6000000005792904234,Q231827
Q115516,Judith of Bavaria,Q169547,6000000000904661585,Q169547
Q115518,Lothair I,Q150735,6000000002198257381,Q150735
Q115520,Louis the German,Q152463,6000000008630635932,Q152463
Q115522,Gisela,Q284400,,Q284400
Q115524,Charles the Bald,Q71231,6000000005588616059,Q71231
Q115526,Arnulf of Sens,Q19861328,,Q19861328
Q115527,Rotrude,Q24013771,,Q24013771
Q115529,Bertha,Q24013772,,Q24013772
Q115531,"Hildegard, princess of Francia",Q4953965,,Q4953965
Q115533,Pepin I of Aquitaine,Q333356,348101875910005782,Q333356
Q115536,Adelaide d'Aquitaine,Q75382898,,Q75382898
Q115538,Nithard,Q661001,,Q661001
Q115540,Hardouin de Ponthieu,Q3127394,6000000012303301082,Q3127394
Q115542,Fastrada,Q241165,6000000050564336856,Q241165
Q115544,Madelgard,Q3275781,,Q3275781
Q115546,Gersuinda,Q1515128,,Q1515128
Q115548,Himiltrude,Q1036526,,Q1036526
Q115550,Ruodhaid,Q23979501,,Q23979501
Q115552,Bernard of Italy,Q333319,6000000000186468901,Q333319
Q115554,Adelaide,Q23979504,,Q23979504
Q115556,Atala,Q23979509,,Q23979509
Q115558,Gundrada,Q23979512,,Q23979512
Q115560,Bertha,Q23979517,,Q23979517
Q115562,Tetrada,Q23979518,,Q23979518
Q115564,Regina,Q4995102,,Q4995102
Q115570,Aldéarde d’Aulnay,Q16272158,,Q16272158
Q115572,William II of Angoulême,Q527458,6000000001744898194,Q527458
Q115574,"Sunyer II, Count of Empúries",Q420535,,Q420535
Q115576,Dela,Q1186070,,Q1186070
Q115582,Sesenanda,Q123235476,,Q123235476
Q115584,Riculf,Q123235482,,Q123235482
Q115586,Gotlana de Roussillon,Q108542753,,Q108542753
Q115588,Ranlo d'Empúries,Q56400892,,Q56400892
Q115590,Virgília of Empúries,Q56408713,,Q56408713
Q115592,Odoacer,Q1839469,,Q1839469
Q115594,Judith of Flanders,Q429927,,Q429927
Q115596,Baldwin II,Q366998,6000000005758041019,Q366998
Q115598,Raoul of Flanders,Q2161367,6000000006906464210,Q2161367
Q115600,Charles van Vlaanderen,Q75386321,6000000007316332923,Q75386321
Q115602,Bencion,Q816735,,Q816735
Q115604,"Hugh I, Count of Empúries",Q2072026,,Q2072026
Q115606,Giselbert I of Roussillon,Q2072058,,Q2072058
Q115608,Adelaida,Q116004672,,Q116004672
Q115610,"William II, Count of Besalú",Q8012776,,Q8012776
Q115612,"Bernard II, Count of Besalú",Q4893244,,Q4893244
Q115614,Ponzio I di Empúries,Q9061651,,Q9061651
Q115616,Berenguer d'Empúries,Q17302088,,Q17302088
Q115618,Ermesenda of Empúries,Q108553525,,Q108553525
Q115620,Ermengarda of Empúries,Q108553520,,Q108553520
Q115621,Berenguer of Narbonne,Q14642973,6000000003827263685,Q14642973
Q115623,Raymond II of Narbonne,Q10357148,6000000011105084734,Q10357148
Q115625,Bernard de Narbonne,Q14643080,6000000000424707604,Q14643080
Q115627,Pierre Bérenger de Narbonne,Q3384254,6000000011105363714,Q3384254
Q115629,Rixendis of Narbonne,Q56545966,6000000004533664166,Q56545966
Q115633,Reciberga,Q30728603,,Q30728603
Q115635,Recceswinth,Q315447,,Q315447
Q115639,Pepin,Q23930940,,Q23930940
Q115641,Ida of Herzfeld,Q517489,,Q517489
Q115643,Berà II,Q16176740,,Q16176740
Q115645,Bivin of Gorze,Q605836,,Q605836
Q115648,Richildis of Arles,Q61717067,,Q61717067
Q115650,"Richard, Duke of Burgundy",Q559316,6000000002197813080,Q559316
Q115652,Richilde of Provence,Q235776,,Q235776
Q115654,wife of Boso of Provence,Q76299128,,Q76299128
Q115656,Ermengarde,Q100327211,348889594040013469,Q100327211
Q115658,Louis II of Italy,Q215204,6000000000761701017,Q215204
Q115660,Engelberga,Q255437,,Q255437
