contrast,own_presence,neighbour_median,neighbours,geni_id,birth_year
2,2,4,5,6000000000486980226,626
2,2,4,5,6000000000422579832,
2,2,4,5,6000000000348784475,
2,2,4,5,6000000000321866437,1185
2,2,4,5,6000000000310547582,688
2,2,4,5,6000000000172040589,
2,2,4,5,5302999052940133250,1568
2,2,4,5,5285554091820047827,1627
2,2,4,5,5235860125300033694,1570
2,2,4,5,5233149575060117457,1635
2,2,4,4,6000000225402565883,1801
2,2,4,4,6000000225394526973,
2,2,4,4,6000000225388360861,1733
2,2,4,4,6000000224460080831,1795
2,2,4,4,6000000224175923855,
2,2,4,4,6000000223807960125,1726
2,2,4,4,6000000223806553036,1734
2,2,4,4,6000000223428513390,1686
2,2,4,4,6000000223356069225,1752
2,2,4,4,6000000223231427978,1603
2,2,4,4,6000000223231427936,1627
2,2,4,4,6000000223134855867,
2,2,4,4,6000000222246428826,
2,2,4,4,6000000220578223895,
2,2,4,4,6000000220005232108,1842
2,2,4,4,6000000220002529741,1840
2,2,4,4,6000000220002529733,1839
2,2,4,4,6000000219861697012,
2,2,4,4,6000000219411638838,1820
2,2,4,4,6000000219411638831,1810
2,2,4,4,6000000218779044837,
2,2,4,4,6000000216568780823,1854
2,2,4,4,6000000216566242847,
2,2,4,4,6000000213164958821,1779
2,2,4,4,6000000207706186665,1684
2,2,4,4,6000000206901068957,1613
2,2,4,4,6000000205471940936,1863
2,2,4,4,6000000205244332821,1635
2,2,4,4,6000000205229349448,1689
2,2,4,4,6000000204739645821,1746
2,2,4,4,6000000202791384832,1810
2,2,4,4,6000000201519003822,
2,2,4,4,6000000199130174380,1812
2,2,4,4,6000000199130174334,1817
2,2,4,4,6000000198450292822,1913
2,2,4,4,6000000198450059829,1911
2,2,4,4,6000000198450009854,1909
2,2,4,4,6000000198308983846,1650
2,2,4,4,6000000198289828837,1841
2,2,4,4,6000000196350521829,
2,2,4,4,6000000195779549842,
2,2,4,4,6000000194606938831,
2,2,4,4,6000000192857005883,
2,2,4,4,6000000192856823868,
2,2,4,4,6000000192713109895,1655
2,2,4,4,6000000192300957834,1881
2,2,4,4,6000000191279720825,1811
2,2,4,4,6000000191081193821,
2,2,4,4,6000000191029013826,1778
2,2,4,4,6000000191028871834,1774
2,2,4,4,6000000190879639925,1721
2,2,4,4,6000000189801363855,
2,2,4,4,6000000187788005854,1757
2,2,4,4,6000000187782417822,1799
2,2,4,4,6000000185735296822,1880
2,2,4,4,6000000185735174838,1881
2,2,4,4,6000000185735133835,1879
2,2,4,4,6000000185140850830,1709
2,2,4,4,6000000184086501824,
2,2,4,4,6000000183897617850,1823
2,2,4,4,6000000182815432829,
2,2,4,4,6000000182815106822,
2,2,4,4,6000000178901120837,
2,2,4,4,6000000177991178850,
2,2,4,4,6000000177684913826,1604
2,2,4,4,6000000176719895897,1819
2,2,4,4,6000000176009447958,
2,2,4,4,6000000175378644025,
2,2,4,4,6000000173862786416,1764
2,2,4,4,6000000172425153600,1285
2,2,4,4,6000000172268261192,1848
2,2,4,4,6000000166863463912,
2,2,4,4,6000000166831014821,
2,2,4,4,6000000165540438116,
2,2,4,4,6000000165348739004,1671
2,2,4,4,6000000165348409017,1639
2,2,4,4,6000000163160973857,1805
2,2,4,4,6000000161571335841,
2,2,4,4,6000000161440037095,
2,2,4,4,6000000159895091821,1801
2,2,4,4,6000000152693838840,1694
2,2,4,4,6000000152669660933,1675
2,2,4,4,6000000145872082912,1885
2,2,4,4,6000000145871990894,1882
2,2,4,4,6000000145871983855,1884
2,2,4,4,6000000144676343863,
2,2,4,4,6000000141570236872,1746
2,2,4,4,6000000141569916853,1742
2,2,4,4,6000000139373648906,1589
2,2,4,4,6000000137873470821,
2,2,4,4,6000000132458871971,1678
2,2,4,4,6000000132277080821,1872
2,2,4,4,6000000129872674917,1221
2,2,4,4,6000000129562486879,1010
2,2,4,4,6000000129557901945,
2,2,4,4,6000000128935864261,
2,2,4,4,6000000127823580253,
2,2,4,4,6000000127574939003,1842
2,2,4,4,6000000121921389835,1762
2,2,4,4,6000000121874494861,
2,2,4,4,6000000120314558821,1705
2,2,4,4,6000000116760512879,
2,2,4,4,6000000115838023865,1411
2,2,4,4,6000000115803924822,1706
2,2,4,4,6000000109834433920,
2,2,4,4,6000000109834206938,
2,2,4,4,6000000107003037854,
2,2,4,4,6000000106735803893,1708
2,2,4,4,6000000102533342986,
2,2,4,4,6000000095355457860,
2,2,4,4,6000000091503788859,
2,2,4,4,6000000091333276887,
2,2,4,4,6000000091207311865,
2,2,4,4,6000000088959358875,1668
2,2,4,4,6000000088769824844,1717
2,2,4,4,6000000088593340987,
2,2,4,4,6000000088195767307,1722
2,2,4,4,6000000088090258991,1886
2,2,4,4,6000000086820963888,
2,2,4,4,6000000086086514204,
2,2,4,4,6000000084396998590,
2,2,4,4,6000000084256260369,1820
2,2,4,4,6000000083193876064,1815
2,2,4,4,6000000082482126020,1645
2,2,4,4,6000000082340069264,
2,2,4,4,6000000082060593921,1863
2,2,4,4,6000000081871108972,
2,2,4,4,6000000080939576018,1760
2,2,4,4,6000000080333820053,
2,2,4,4,6000000079664387876,
2,2,4,4,6000000079569117111,1822
2,2,4,4,6000000078032896140,1794
2,2,4,4,6000000076677131233,
2,2,4,4,6000000075328385298,
2,2,4,4,6000000074684738610,1718
2,2,4,4,6000000074593035976,1712
2,2,4,4,6000000070991252869,1510
2,2,4,4,6000000069147372927,770
2,2,4,4,6000000065903798856,
2,2,4,4,6000000065547748859,1415
2,2,4,4,6000000065155312170,1732
2,2,4,4,6000000062686602847,
2,2,4,4,6000000059350691840,1783
2,2,4,4,6000000059000315004,
2,2,4,4,6000000058517975115,
2,2,4,4,6000000058202947847,1700
2,2,4,4,6000000058145034896,1495
2,2,4,4,6000000057756353929,1870
2,2,4,4,6000000056772319883,1165
2,2,4,4,6000000056394961950,1740
2,2,4,4,6000000054111655403,
2,2,4,4,6000000053597869976,1786
2,2,4,4,6000000052623033148,1738
2,2,4,4,6000000052359872000,
2,2,4,4,6000000052055467913,
2,2,4,4,6000000052055037843,
2,2,4,4,6000000052008427973,
2,2,4,4,6000000051902050092,
2,2,4,4,6000000049089875975,1772
2,2,4,4,6000000048723177821,1844
2,2,4,4,6000000048503689821,1806
2,2,4,4,6000000044226505755,1493
2,2,4,4,6000000044152344329,1747
2,2,4,4,6000000044064550938,
2,2,4,4,6000000044064122297,
2,2,4,4,6000000044007492877,
2,2,4,4,6000000043048371995,
2,2,4,4,6000000042944810127,1845
2,2,4,4,6000000042944604534,1843
2,2,4,4,6000000042767211012,1829
2,2,4,4,6000000042606503849,1550
2,2,4,4,6000000041099330133,
2,2,4,4,6000000041099323377,1730
2,2,4,4,6000000041099323064,
2,2,4,4,6000000040928823268,1536
2,2,4,4,6000000040923026284,
2,2,4,4,6000000040104921183,1733
2,2,4,4,6000000040102405972,1545
2,2,4,4,6000000038533377267,1722
2,2,4,4,6000000038110705003,
2,2,4,4,6000000038024230067,
2,2,4,4,6000000037892232172,
2,2,4,4,6000000037892062804,
2,2,4,4,6000000037838702984,
2,2,4,4,6000000037813061618,
2,2,4,4,6000000037630014947,1797
2,2,4,4,6000000036226280889,
2,2,4,4,6000000036153151297,1647
2,2,4,4,6000000036004784703,
2,2,4,4,6000000035680020935,
2,2,4,4,6000000035466523866,1435
2,2,4,4,6000000035432825157,
2,2,4,4,6000000035431765621,
2,2,4,4,6000000035278451051,1530
2,2,4,4,6000000035259428237,1831
2,2,4,4,6000000035107618713,1620
2,2,4,4,6000000034515738488,1024
2,2,4,4,6000000034450675854,1774
2,2,4,4,6000000034275696794,
2,2,4,4,6000000033436874097,1730
2,2,4,4,6000000033082535437,
2,2,4,4,6000000032815564941,1797
2,2,4,4,6000000031775714258,1771
2,2,4,4,6000000031548728035,
2,2,4,4,6000000031181494360,1753
2,2,4,4,6000000031042727898,1626
2,2,4,4,6000000030859946477,1676
2,2,4,4,6000000030530391467,1150
2,2,4,4,6000000030502807037,-180
2,2,4,4,6000000030377619974,
2,2,4,4,6000000030271458671,1800
2,2,4,4,6000000029961941143,1722
2,2,4,4,6000000029422930905,
2,2,4,4,6000000029363381382,1698
2,2,4,4,6000000029129884676,1345
2,2,4,4,6000000029009380514,1421
2,2,4,4,6000000028428422637,
2,2,4,4,6000000028352951500,1810
2,2,4,4,6000000028352916163,1806
2,2,4,4,6000000028352847059,1808
2,2,4,4,6000000028085592095,
2,2,4,4,6000000027627389263,1460
2,2,4,4,6000000027374430311,
2,2,4,4,6000000027115681433,1734
2,2,4,4,6000000026876398980,
2,2,4,4,6000000026815787257,1709
2,2,4,4,6000000026423196352,1685
2,2,4,4,6000000026300147121,1808
2,2,4,4,6000000026284131509,
2,2,4,4,6000000025620856231,1893
2,2,4,4,6000000025620856226,1898
2,2,4,4,6000000025445307610,1701
2,2,4,4,6000000025146673032,1389
2,2,4,4,6000000025109582154,1909
2,2,4,4,6000000024406451541,
2,2,4,4,6000000024390961882,1777
2,2,4,4,6000000024368451591,1697
2,2,4,4,6000000024103419395,1465
2,2,4,4,6000000024089782040,1750
2,2,4,4,6000000024007416333,1771
2,2,4,4,6000000024005373639,
2,2,4,4,6000000023638037293,1789
2,2,4,4,6000000023638022457,1754
2,2,4,4,6000000023401302313,
2,2,4,4,6000000023076885141,
2,2,4,4,6000000023076360633,1711
2,2,4,4,6000000023005110998,
2,2,4,4,6000000022909540805,
2,2,4,4,6000000022871642515,1799
2,2,4,4,6000000022848467146,1787
2,2,4,4,6000000022721657157,1709
2,2,4,4,6000000022529932038,
2,2,4,4,6000000022529693484,1680
2,2,4,4,6000000022529583381,1682
2,2,4,4,6000000022365840470,1284
2,2,4,4,6000000022141299990,
2,2,4,4,6000000021702039206,
2,2,4,4,6000000021702029113,
2,2,4,4,6000000021688475425,1826
2,2,4,4,6000000021303328248,1731
2,2,4,4,6000000021050522590,1768
2,2,4,4,6000000020958777261,
2,2,4,4,6000000020734179008,1200
2,2,4,4,6000000020587481401,
2,2,4,4,6000000020488994297,
2,2,4,4,6000000020422349834,
2,2,4,4,6000000020266193505,1664
2,2,4,4,6000000019979181668,1712
2,2,4,4,6000000019734727289,1805
2,2,4,4,6000000019703420038,1807
2,2,4,4,6000000019534467121,1685
2,2,4,4,6000000019262971945,
2,2,4,4,6000000018966659398,1732
2,2,4,4,6000000018861102450,1576
2,2,4,4,6000000018626308617,1624
2,2,4,4,6000000018554499063,1834
2,2,4,4,6000000018427344865,
2,2,4,4,6000000018359757968,1777
2,2,4,4,6000000018169765736,1683
2,2,4,4,6000000018100400957,
2,2,4,4,6000000017906688511,
2,2,4,4,6000000017898698571,1773
2,2,4,4,6000000017687636177,
2,2,4,4,6000000017625206660,1712
2,2,4,4,6000000017585218581,1827
2,2,4,4,6000000017585052251,1713
2,2,4,4,6000000017583809989,1720
2,2,4,4,6000000017574801313,1704
2,2,4,4,6000000017503764994,1770
2,2,4,4,6000000017406976648,1724
2,2,4,4,6000000017345354520,
2,2,4,4,6000000017337762749,1767
2,2,4,4,6000000017191433407,
2,2,4,4,6000000017190877065,1795
2,2,4,4,6000000017190813765,1794
2,2,4,4,6000000017190785573,1769
2,2,4,4,6000000017162091742,1691
2,2,4,4,6000000017152291024,
2,2,4,4,6000000017120222190,1708
2,2,4,4,6000000016775232706,1772
2,2,4,4,6000000016647404704,1889
2,2,4,4,6000000016646530445,1908
2,2,4,4,6000000016575274699,1713
2,2,4,4,6000000016423317040,
2,2,4,4,6000000016423199671,
2,2,4,4,6000000016362929696,1762
2,2,4,4,6000000016264915959,
2,2,4,4,6000000016163303596,1450
2,2,4,4,6000000016156642768,1460
2,2,4,4,6000000016047566944,1385
2,2,4,4,6000000015740117491,
2,2,4,4,6000000015663513667,1433
2,2,4,4,6000000015632302627,
2,2,4,4,6000000015603978425,1709
2,2,4,4,6000000015506916132,1330
2,2,4,4,6000000015440311661,
2,2,4,4,6000000015431664099,
2,2,4,4,6000000015423315539,
2,2,4,4,6000000015295920656,1772
2,2,4,4,6000000015286690868,
2,2,4,4,6000000015155306004,
2,2,4,4,6000000015054398249,1488
2,2,4,4,6000000014890470838,
2,2,4,4,6000000014686846159,1640
2,2,4,4,6000000014655099823,1251
2,2,4,4,6000000014582652380,1914
2,2,4,4,6000000014505419849,1330
2,2,4,4,6000000014497863491,1370
2,2,4,4,6000000014493035174,1653
2,2,4,4,6000000014436248300,1750
2,2,4,4,6000000014436188341,1708
2,2,4,4,6000000014435904918,1745
2,2,4,4,6000000014327500276,1380
2,2,4,4,6000000014212666608,1793
2,2,4,4,6000000013821061097,1215
2,2,4,4,6000000013762562544,
2,2,4,4,6000000013524337064,1767
2,2,4,4,6000000013405771564,1336
2,2,4,4,6000000013319323383,
2,2,4,4,6000000013268544347,1804
2,2,4,4,6000000013268461819,1835
2,2,4,4,6000000013166489003,
2,2,4,4,6000000013100221571,1667
2,2,4,4,6000000013099319933,1819
2,2,4,4,6000000013094593421,1660
2,2,4,4,6000000013048502558,
2,2,4,4,6000000012978084555,865
2,2,4,4,6000000012940357706,1851
2,2,4,4,6000000012923013263,1694
2,2,4,4,6000000012922980706,1697
2,2,4,4,6000000012922568171,1771
2,2,4,4,6000000012922567885,1693
2,2,4,4,6000000012852176246,
2,2,4,4,6000000012851962150,
2,2,4,4,6000000012833567476,1661
2,2,4,4,6000000012735925233,1645
2,2,4,4,6000000012671623229,1622
2,2,4,4,6000000012621139980,
2,2,4,4,6000000012515046192,1460
2,2,4,4,6000000012483676993,
2,2,4,4,6000000012467633359,1729
2,2,4,4,6000000012414235294,1683
2,2,4,4,6000000012302235825,1466
2,2,4,4,6000000012239571460,1701
2,2,4,4,6000000012207074013,1654
2,2,4,4,6000000012153033228,1766
2,2,4,4,6000000012050542390,
2,2,4,4,6000000012010544010,
2,2,4,4,6000000011955505750,1819
2,2,4,4,6000000011557899157,1733
2,2,4,4,6000000011513512484,1688
2,2,4,4,6000000011513378875,1690
2,2,4,4,6000000011502518509,1607
2,2,4,4,6000000011496175340,890
2,2,4,4,6000000011464704417,1742
2,2,4,4,6000000011416343962,1756
2,2,4,4,6000000011360759240,
2,2,4,4,6000000011266130449,1713
2,2,4,4,6000000011240961256,
2,2,4,4,6000000011104439890,
2,2,4,4,6000000010945031615,
2,2,4,4,6000000010857014165,1704
2,2,4,4,6000000010828686863,1711
2,2,4,4,6000000010702241227,1570
2,2,4,4,6000000010674494744,1714
2,2,4,4,6000000010602013466,1589
2,2,4,4,6000000010576476012,1746
2,2,4,4,6000000010483613205,
2,2,4,4,6000000010410224542,1720
2,2,4,4,6000000010400360334,1771
2,2,4,4,6000000010390326462,1621
2,2,4,4,6000000010363619238,1725
2,2,4,4,6000000010319247312,1442
2,2,4,4,6000000010182612930,1275
2,2,4,4,6000000010180203282,1639
2,2,4,4,6000000010031512805,1460
2,2,4,4,6000000009967011297,1300
2,2,4,4,6000000009870939258,
2,2,4,4,6000000009870841696,
2,2,4,4,6000000009570197500,
2,2,4,4,6000000009506324320,
2,2,4,4,6000000009450165709,1550
2,2,4,4,6000000009369432041,
2,2,4,4,6000000009364387249,
2,2,4,4,6000000009334053646,
2,2,4,4,6000000009305167192,1005
2,2,4,4,6000000009305166980,1040
2,2,4,4,6000000009305166856,1025
2,2,4,4,6000000009164311383,
2,2,4,4,6000000009140093691,
2,2,4,4,6000000009120118469,1370
2,2,4,4,6000000009044031053,940
2,2,4,4,6000000009043901760,890
2,2,4,4,6000000008999813024,1647
2,2,4,4,6000000008978557615,1382
2,2,4,4,6000000008971826638,1290
2,2,4,4,6000000008860478214,1649
2,2,4,4,6000000008842302947,1665
2,2,4,4,6000000008788684935,1757
2,2,4,4,6000000008778566062,
2,2,4,4,6000000008763903462,1130
2,2,4,4,6000000008699813289,
2,2,4,4,6000000008698905019,1705
2,2,4,4,6000000008667249975,
2,2,4,4,6000000008560773539,1794
2,2,4,4,6000000008492557243,
2,2,4,4,6000000008354638335,1703
2,2,4,4,6000000008354310394,1705
2,2,4,4,6000000008352162683,
2,2,4,4,6000000008269675131,1882
2,2,4,4,6000000008231700672,1631
2,2,4,4,6000000008201633869,1912
2,2,4,4,6000000008201394003,1059
2,2,4,4,6000000008090813335,1686
2,2,4,4,6000000008074923155,1713
2,2,4,4,6000000008019845954,1629
2,2,4,4,6000000007980487418,1680
2,2,4,4,6000000007980454116,1650
2,2,4,4,6000000007980333043,
2,2,4,4,6000000007963810581,1645
2,2,4,4,6000000007912477817,1700
2,2,4,4,6000000007900057301,
2,2,4,4,6000000007888334447,
2,2,4,4,6000000007754293891,
2,2,4,4,6000000007728661383,1711
2,2,4,4,6000000007711966391,
2,2,4,4,6000000007606960613,1633
2,2,4,4,6000000007497371200,1615
2,2,4,4,6000000007456125236,1290
2,2,4,4,6000000007384755357,1723
2,2,4,4,6000000007369886443,1799
2,2,4,4,6000000007355646583,1489
2,2,4,4,6000000007336375485,1627
2,2,4,4,6000000007235269209,1842
2,2,4,4,6000000007159201865,1117
2,2,4,4,6000000007151939350,1323
2,2,4,4,6000000007151852239,1015
2,2,4,4,6000000007151426501,1633
2,2,4,4,6000000007149891611,1804
2,2,4,4,6000000006795544081,
2,2,4,4,6000000006794945840,
2,2,4,4,6000000006794452879,
2,2,4,4,6000000006727862795,1460
2,2,4,4,6000000006590279045,
2,2,4,4,6000000006589193759,1839
2,2,4,4,6000000006589193743,1811
2,2,4,4,6000000006346957938,1784
2,2,4,4,6000000006346946280,1791
2,2,4,4,6000000006263939191,1689
2,2,4,4,6000000006128178355,1581
2,2,4,4,6000000006127705582,1542
2,2,4,4,6000000006127334337,1443
2,2,4,4,6000000005856490003,
2,2,4,4,6000000005759219007,1380
2,2,4,4,6000000005609518308,1921
2,2,4,4,6000000005608917716,1762
2,2,4,4,6000000005607465549,1651
2,2,4,4,6000000005607319012,1802
2,2,4,4,6000000005606935648,1880
2,2,4,4,6000000005606935632,1876
2,2,4,4,6000000005606913243,1906
2,2,4,4,6000000005598962260,1626
2,2,4,4,6000000005587276070,1440
2,2,4,4,6000000005441141773,1738
2,2,4,4,6000000005441141763,1733
2,2,4,4,6000000005436578833,1809
2,2,4,4,6000000005418758464,
2,2,4,4,6000000005269313002,1703
2,2,4,4,6000000005016727590,1022
2,2,4,4,6000000004850102197,
2,2,4,4,6000000004533221384,1135
2,2,4,4,6000000004059482135,1728
2,2,4,4,6000000004037789382,1718
2,2,4,4,6000000004037788836,
2,2,4,4,6000000003897526512,1239
2,2,4,4,6000000003828105981,635
2,2,4,4,6000000003828078217,1297
2,2,4,4,6000000003827765604,1254
2,2,4,4,6000000003827663197,1113
2,2,4,4,6000000003827438228,
2,2,4,4,6000000003666455458,1240
2,2,4,4,6000000003645825345,1080
2,2,4,4,6000000003640666163,1720
2,2,4,4,6000000003640666057,1718
2,2,4,4,6000000003625651441,
2,2,4,4,6000000003623380167,1714
2,2,4,4,6000000003573917389,1290
2,2,4,4,6000000003493250784,1489
2,2,4,4,6000000003493250608,1676
2,2,4,4,6000000003493116038,1129
2,2,4,4,6000000003493056927,1407
2,2,4,4,6000000003492072873,
2,2,4,4,6000000003492072136,1677
2,2,4,4,6000000003492072071,1659
2,2,4,4,6000000003492072061,1654
2,2,4,4,6000000003492072056,1674
2,2,4,4,6000000003492068680,1676
2,2,4,4,6000000003492068675,1674
2,2,4,4,6000000003492031109,1894
2,2,4,4,6000000003491992416,1796
2,2,4,4,6000000003491988344,1877
2,2,4,4,6000000003422536045,
2,2,4,4,6000000003344327499,
2,2,4,4,6000000003243546212,1344
2,2,4,4,6000000003243404880,1317
2,2,4,4,6000000003243328652,1394
2,2,4,4,6000000003242757485,1030
2,2,4,4,6000000003186842899,
2,2,4,4,6000000003149904451,1545
2,2,4,4,6000000003124138347,1765
2,2,4,4,6000000003095230278,1804
2,2,4,4,6000000003095113364,1820
2,2,4,4,6000000003094961487,1778
2,2,4,4,6000000003086690256,1220
2,2,4,4,6000000003024829088,
2,2,4,4,6000000003014045250,1583
2,2,4,4,6000000002980451884,
2,2,4,4,6000000002949784717,1797
2,2,4,4,6000000002837351976,
2,2,4,4,6000000002777688905,
2,2,4,4,6000000002764866632,
2,2,4,4,6000000002736449583,1779
2,2,4,4,6000000002715094693,
2,2,4,4,6000000002541229134,1638
2,2,4,4,6000000002491889021,
2,2,4,4,6000000002189165912,
2,2,4,4,6000000002188648886,1350
2,2,4,4,6000000002188395200,1331
2,2,4,4,6000000002188389654,1333
2,2,4,4,6000000002188307205,1128
2,2,4,4,6000000002188307198,1126
2,2,4,4,6000000002188289666,1107
2,2,4,4,6000000002188108981,1065
2,2,4,4,6000000002188095930,
2,2,4,4,6000000002188011973,
2,2,4,4,6000000002116179398,1329
2,2,4,4,6000000001998985700,
2,2,4,4,6000000001864316890,
2,2,4,4,6000000001849187050,1556
2,2,4,4,6000000001830733934,
2,2,4,4,6000000001770214750,1622
2,2,4,4,6000000001745082484,670
2,2,4,4,6000000001504256740,1599
2,2,4,4,6000000001501047992,1157
2,2,4,4,6000000001500813386,1591
2,2,4,4,6000000001499149806,1903
2,2,4,4,6000000001462346615,1710
2,2,4,4,6000000001269366272,1184
2,2,4,4,6000000001180691203,1426
2,2,4,4,6000000001169229540,940
2,2,4,4,6000000001169204260,
2,2,4,4,6000000001169204241,
2,2,4,4,6000000001169204232,
2,2,4,4,6000000000868534092,1550
2,2,4,4,6000000000698877842,1589
2,2,4,4,6000000000546378570,996
2,2,4,4,6000000000505879286,1451
2,2,4,4,6000000000462423629,1211
2,2,4,4,6000000000422580921,1724
2,2,4,4,6000000000415516576,
2,2,4,4,6000000000401594112,1525
2,2,4,4,6000000000385258245,1310
2,2,4,4,6000000000385243577,1300
2,2,4,4,6000000000351504821,1322
2,2,4,4,6000000000321812032,1500
2,2,4,4,6000000000321774092,1333
2,2,4,4,6000000000307256979,1421
2,2,4,4,6000000000277162848,
2,2,4,4,6000000000210803017,
2,2,4,4,6000000000203461111,1500
2,2,4,4,6000000000192637760,
2,2,4,4,6000000000123282843,
2,2,4,4,6000000000107701331,810
2,2,4,4,5500492886970086395,1750
2,2,4,4,5500489538450085890,1749
2,2,4,4,5467050497710136684,1580
2,2,4,4,5418655847590030125,
2,2,4,4,5153039062300023752,960
2,2,4,4,5129132324450083091,1447
2,2,4,4,5122715583450064043,1421
2,2,4,4,5005091801150086160,
2,2,4,4,4958059471220102101,950
2,2,4,4,4723484,1480
2,2,4,4,4392787809490026431,1684
2,2,4,4,4337850700030013267,1257
2,2,4,4,4257981442700052533,1807
2,2,4,4,387979422740002867,1637
2,2,4,4,3713026,1771
2,2,4,3,6000000227305241890,1796
2,2,4,3,6000000226981995828,1819
2,2,4,3,6000000225395601883,
2,2,4,3,6000000225241122822,
2,2,4,3,6000000225124826837,1846
2,2,4,3,6000000224494037886,
2,2,4,3,6000000224458771841,1240
2,2,4,3,6000000223809952106,1642
2,2,4,3,6000000223520562838,1893
2,2,4,3,6000000223231618529,1712
2,2,4,3,6000000223231618513,1712
2,2,4,3,6000000222969788826,1775
2,2,4,3,6000000222520395904,1789
2,2,4,3,6000000222294202883,1410
2,2,4,3,6000000221566395844,1070
2,2,4,3,6000000221566285023,
2,2,4,3,6000000217798532838,1650
2,2,4,3,6000000213759334060,1752
2,2,4,3,6000000210624913822,
2,2,4,3,6000000209061546823,
2,2,4,3,6000000208946504914,1826
2,2,4,3,6000000207183203821,1818
2,2,4,3,6000000205051324859,
2,2,4,3,6000000205012300888,
2,2,4,3,6000000205012178881,
2,2,4,3,6000000203761703823,
2,2,4,3,6000000203275968821,
2,2,4,3,6000000200894396840,
2,2,4,3,6000000197479491844,
2,2,4,3,6000000197320759821,
2,2,4,3,6000000194396697832,1827
2,2,4,3,6000000191124217824,
2,2,4,3,6000000190153494940,
2,2,4,3,6000000189846293828,
2,2,4,3,6000000187217825874,
2,2,4,3,6000000185443168886,1621
2,2,4,3,6000000185030366887,
2,2,4,3,6000000183706344822,1676
2,2,4,3,6000000180258555875,
2,2,4,3,6000000177957991843,
2,2,4,3,6000000175344382337,1002
2,2,4,3,6000000174669642830,1780
2,2,4,3,6000000173996404215,
2,2,4,3,6000000170563969822,1550
2,2,4,3,6000000169296943003,
2,2,4,3,6000000167605028182,1791
2,2,4,3,6000000155646345831,
2,2,4,3,6000000155541136836,
2,2,4,3,6000000152691513831,1650
2,2,4,3,6000000152654794135,1645
2,2,4,3,6000000146851151849,1721
2,2,4,3,6000000146851028821,1720
2,2,4,3,6000000140112056823,1640
2,2,4,3,6000000129323094268,
2,2,4,3,6000000129323010889,
2,2,4,3,6000000129322581868,
2,2,4,3,6000000127820299092,
2,2,4,3,6000000126205669942,1766
2,2,4,3,6000000121126333856,1650
2,2,4,3,6000000120135056881,1165
2,2,4,3,6000000119981069839,1630
2,2,4,3,6000000116868937035,1692
2,2,4,3,6000000110066052853,1841
2,2,4,3,6000000109460770830,1497
2,2,4,3,6000000107002947845,1643
2,2,4,3,6000000100943974969,
2,2,4,3,6000000093098365837,1719
2,2,4,3,6000000091643013841,
2,2,4,3,6000000086658161932,1812
2,2,4,3,6000000084568621348,1713
2,2,4,3,6000000083932964864,
2,2,4,3,6000000083193006430,1758
2,2,4,3,6000000082780698916,1207
2,2,4,3,6000000081254492558,1689
2,2,4,3,6000000081204632108,
2,2,4,3,6000000080989402050,1739
2,2,4,3,6000000080988814255,1785
2,2,4,3,6000000080572352896,1795
2,2,4,3,6000000079885627574,1767
2,2,4,3,6000000079440068473,1802
2,2,4,3,6000000077486064512,820
2,2,4,3,6000000077142251649,1800
2,2,4,3,6000000077051452148,1681
2,2,4,3,6000000071764461035,
2,2,4,3,6000000067081192924,
2,2,4,3,6000000062648966874,
2,2,4,3,6000000059229290860,1841
2,2,4,3,6000000058557388931,1801
2,2,4,3,6000000057104400130,1175
2,2,4,3,6000000054911935859,1514
2,2,4,3,6000000053227552010,
2,2,4,3,6000000053003722329,
2,2,4,3,6000000052848843825,1580
2,2,4,3,6000000052436069062,
2,2,4,3,6000000051615303883,
2,2,4,3,6000000050969997041,
2,2,4,3,6000000050969474454,
2,2,4,3,6000000049865157925,1465
2,2,4,3,6000000048878365850,
2,2,4,3,6000000048662552888,
2,2,4,3,6000000047334215562,
2,2,4,3,6000000047254918911,890
2,2,4,3,6000000046122648304,1692
2,2,4,3,6000000045676637278,
2,2,4,3,6000000041816748578,1290
2,2,4,3,6000000041099367838,1648
2,2,4,3,6000000040493092441,1713
2,2,4,3,6000000040088698338,970
2,2,4,3,6000000039967233695,1840
2,2,4,3,6000000039924243546,1426
2,2,4,3,6000000039309755821,
2,2,4,3,6000000039309425301,
2,2,4,3,6000000039262684172,
2,2,4,3,6000000039085884190,
2,2,4,3,6000000038365649439,990
2,2,4,3,6000000038365613707,
2,2,4,3,6000000037342796805,
2,2,4,3,6000000037181419640,1777
2,2,4,3,6000000037175335694,
2,2,4,3,6000000035992915073,
2,2,4,3,6000000035235309676,985
2,2,4,3,6000000035122708076,
2,2,4,3,6000000035106737690,
2,2,4,3,6000000034610327601,
2,2,4,3,6000000034502543934,
2,2,4,3,6000000033809734220,1840
2,2,4,3,6000000033644882040,
2,2,4,3,6000000033159287906,
2,2,4,3,6000000032982396734,
2,2,4,3,6000000031180046005,1691
2,2,4,3,6000000031179923112,
2,2,4,3,6000000030886153259,
2,2,4,3,6000000030549864883,
2,2,4,3,6000000030502910181,
2,2,4,3,6000000029646524510,1757
2,2,4,3,6000000029007755918,
2,2,4,3,6000000028856413461,1897
2,2,4,3,6000000028854201571,
2,2,4,3,6000000028352909445,1785
2,2,4,3,6000000027371415555,
2,2,4,3,6000000027346272632,1273
2,2,4,3,6000000027345611742,1400
2,2,4,3,6000000027215360083,
2,2,4,3,6000000026994541466,1289
2,2,4,3,6000000026452491845,
2,2,4,3,6000000026151534660,
2,2,4,3,6000000026011112611,1692
