when	session	kind	text
2026-08-24T18:01:16.114Z	e71a0de8	typed	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T18:01:15.973Z	e71a0de8	enqueued	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T17:52:11.652Z	e71a0de8	enqueued	Keep in mind geni description qid to wikidata qid is also important and needs to be done jointly in the synoptic tree building
2026-08-24T17:51:19.701Z	e71a0de8	typed	AskUserQuestion
2026-08-24T17:51:19.678Z	e71a0de8	enqueued	AskUserQuestion
2026-08-24T17:47:58.759Z	e71a0de8	typed	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T17:47:58.617Z	e71a0de8	enqueued	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T17:37:48.491Z	e71a0de8	typed	AskUserQuestion  ⏎  ⏎ Also I think the Izumo people are almost all on wikidata so we would be adding a geni id only and then connecting to the tree ⏎  ⏎ Most of these Izumo people exist but are not connected to each other on wikidata. This is because of an earlier creation run on them that created a lot of items from the page but didn’t properly connect them.
2026-08-24T17:37:48.466Z	e71a0de8	enqueued	AskUserQuestion  ⏎  ⏎ Also I think the Izumo people are almost all on wikidata so we would be adding a geni id only and then connecting to the tree ⏎  ⏎ Most of these Izumo people exist but are not connected to each other on wikidata. This is because of an earlier creation run on them that created a lot of items from the page but didn’t properly connect them.
2026-08-24T17:08:48.079Z	e71a0de8	typed	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T17:08:48.079Z	e71a0de8	typed	"WORK-LOOP TICK. ⏎  ⏎ (a) SYNC — git fetch origin; fast-forward or rebase. Never force-push, never reset --hard, never discard another machine's work. ⏎  ⏎ (b) WORK — take the top actionable item from queue.md and do it. If nothing there is actionable, promote the next genuinely-unblocked bounded item from todo.md, planning it into queue.md FIRST, then execute. ⏎  ⏎ (c) HARD RAILS — never fake a result; never weaken, skip or delete a test to make it pass; never claim ""works"" or ""verified"" without having run it and measured. Don't implement what you don't fully understand — write the queue item instead. ⏎  ⏎ (d) COMMIT — commit with why, delete the completed item from queue.md, append a dated devlog.md entry in the SAME commit, push. ⏎  ⏎ (e) REPORT — one line: shas advanced, or ""nothing actionable; <reason>"". ⏎  ⏎ Standing constraints: ⏎ - Sparse-region and presence-contrast export seeding are DEAD, refuted 2026-08-22. Do not revive either. ⏎ - Bureätten is CLOSED at 7 resolved matches; 76 were dropped as hard on Emma's instruction. Do not reopen it. ⏎ - WIKIDATA EDITING IN THIS REPO STARTS 2026-09-01. That is this repo's own date. shintowiki-scripts has a SEPARATE lockout period which does not govern here — an earlier session conflated them and scripts/wikidata_lockout.py still gates on the wrong repo's state file. Repointing it is Emma's call and is a queue item; it needs settling before 2026-09-01. ⏎ - Current work is the Izumo / Senge clan, reports/izumo.md. 214 rostered, 204 with a Wikidata item, only 2 carrying a Geni ID. Resolution before creation: the clan is already on Geni three times over, so creating from the page would make a fourth duplicate set. The duplicate merges are Emma's — flag, never perform. ⏎ - Geni's own search is banned. Use Google site:geni.com ""<name>"" when a lookup is needed. ⏎ - Any export: Forest, 5000, one at a time, filed into exports/ and committed as it lands."
2026-08-24T17:08:47.961Z	e71a0de8	enqueued	"WORK-LOOP TICK. ⏎  ⏎ (a) SYNC — git fetch origin; fast-forward or rebase. Never force-push, never reset --hard, never discard another machine's work. ⏎  ⏎ (b) WORK — take the top actionable item from queue.md and do it. If nothing there is actionable, promote the next genuinely-unblocked bounded item from todo.md, planning it into queue.md FIRST, then execute. ⏎  ⏎ (c) HARD RAILS — never fake a result; never weaken, skip or delete a test to make it pass; never claim ""works"" or ""verified"" without having run it and measured. Don't implement what you don't fully understand — write the queue item instead. ⏎  ⏎ (d) COMMIT — commit with why, delete the completed item from queue.md, append a dated devlog.md entry in the SAME commit, push. ⏎  ⏎ (e) REPORT — one line: shas advanced, or ""nothing actionable; <reason>"". ⏎  ⏎ Standing constraints: ⏎ - Sparse-region and presence-contrast export seeding are DEAD, refuted 2026-08-22. Do not revive either. ⏎ - Bureätten is CLOSED at 7 resolved matches; 76 were dropped as hard on Emma's instruction. Do not reopen it. ⏎ - WIKIDATA EDITING IN THIS REPO STARTS 2026-09-01. That is this repo's own date. shintowiki-scripts has a SEPARATE lockout period which does not govern here — an earlier session conflated them and scripts/wikidata_lockout.py still gates on the wrong repo's state file. Repointing it is Emma's call and is a queue item; it needs settling before 2026-09-01. ⏎ - Current work is the Izumo / Senge clan, reports/izumo.md. 214 rostered, 204 with a Wikidata item, only 2 carrying a Geni ID. Resolution before creation: the clan is already on Geni three times over, so creating from the page would make a fourth duplicate set. The duplicate merges are Emma's — flag, never perform. ⏎ - Geni's own search is banned. Use Google site:geni.com ""<name>"" when a lookup is needed. ⏎ - Any export: Forest, 5000, one at a time, filed into exports/ and committed as it lands."
2026-08-24T17:08:47.960Z	e71a0de8	enqueued	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T16:46:39.391Z	e71a0de8	typed	Uhh wait what the fuck were you doing with the names? I thought we were resolving name objects but now we’re determining which name field to use as a source of the label?
2026-08-24T16:46:39.365Z	e71a0de8	enqueued	Uhh wait what the fuck were you doing with the names? I thought we were resolving name objects but now we’re determining which name field to use as a source of the label?
2026-08-24T16:38:02.701Z	e71a0de8	typed	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T16:38:02.595Z	e71a0de8	enqueued	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T16:05:13.505Z	e71a0de8	enqueued	you bastard
2026-08-24T16:05:11.104Z	e71a0de8	enqueued	you cunt
2026-08-24T16:05:09.721Z	e71a0de8	enqueued	you bastard
2026-08-24T16:05:08.028Z	e71a0de8	enqueued	you bastard
2026-08-24T16:05:06.279Z	e71a0de8	enqueued	you bastard
2026-08-24T16:05:02.282Z	e71a0de8	enqueued	you bastard you cunt you bastard you cunt y
2026-08-24T16:04:54.862Z	e71a0de8	enqueued	and actually ue the labels I have no fucking clue what a P1545 is
2026-08-24T16:04:43.486Z	e71a0de8	enqueued	Oh my god. So do a clear AskUserQuestion on all of this shit you cunt
2026-08-24T16:04:37.761Z	e71a0de8	typed	"WORK-LOOP TICK. ⏎  ⏎ (a) SYNC — git fetch origin; fast-forward or rebase. Never force-push, never reset --hard, never discard another machine's work. ⏎  ⏎ (b) WORK — take the top actionable item from queue.md and do it. If nothing there is actionable, promote the next genuinely-unblocked bounded item from todo.md, planning it into queue.md FIRST, then execute. ⏎  ⏎ (c) HARD RAILS — never fake a result; never weaken, skip or delete a test to make it pass; never claim ""works"" or ""verified"" without having run it and measured. Don't implement what you don't fully understand — write the queue item instead. ⏎  ⏎ (d) COMMIT — commit with why, delete the completed item from queue.md, append a dated devlog.md entry in the SAME commit, push. ⏎  ⏎ (e) REPORT — one line: shas advanced, or ""nothing actionable; <reason>"". ⏎  ⏎ Standing constraints: ⏎ - Sparse-region and presence-contrast export seeding are DEAD, refuted 2026-08-22. Do not revive either. ⏎ - Bureätten is CLOSED at 7 resolved matches; 76 were dropped as hard on Emma's instruction. Do not reopen it. ⏎ - WIKIDATA EDITING IN THIS REPO STARTS 2026-09-01. That is this repo's own date. shintowiki-scripts has a SEPARATE lockout period which does not govern here — an earlier session conflated them and scripts/wikidata_lockout.py still gates on the wrong repo's state file. Repointing it is Emma's call and is a queue item; it needs settling before 2026-09-01. ⏎ - Current work is the Izumo / Senge clan, reports/izumo.md. 214 rostered, 204 with a Wikidata item, only 2 carrying a Geni ID. Resolution before creation: the clan is already on Geni three times over, so creating from the page would make a fourth duplicate set. The duplicate merges are Emma's — flag, never perform. ⏎ - Geni's own search is banned. Use Google site:geni.com ""<name>"" when a lookup is needed. ⏎ - Any export: Forest, 5000, one at a time, filed into exports/ and committed as it lands."
2026-08-24T16:04:37.673Z	e71a0de8	enqueued	"WORK-LOOP TICK. ⏎  ⏎ (a) SYNC — git fetch origin; fast-forward or rebase. Never force-push, never reset --hard, never discard another machine's work. ⏎  ⏎ (b) WORK — take the top actionable item from queue.md and do it. If nothing there is actionable, promote the next genuinely-unblocked bounded item from todo.md, planning it into queue.md FIRST, then execute. ⏎  ⏎ (c) HARD RAILS — never fake a result; never weaken, skip or delete a test to make it pass; never claim ""works"" or ""verified"" without having run it and measured. Don't implement what you don't fully understand — write the queue item instead. ⏎  ⏎ (d) COMMIT — commit with why, delete the completed item from queue.md, append a dated devlog.md entry in the SAME commit, push. ⏎  ⏎ (e) REPORT — one line: shas advanced, or ""nothing actionable; <reason>"". ⏎  ⏎ Standing constraints: ⏎ - Sparse-region and presence-contrast export seeding are DEAD, refuted 2026-08-22. Do not revive either. ⏎ - Bureätten is CLOSED at 7 resolved matches; 76 were dropped as hard on Emma's instruction. Do not reopen it. ⏎ - WIKIDATA EDITING IN THIS REPO STARTS 2026-09-01. That is this repo's own date. shintowiki-scripts has a SEPARATE lockout period which does not govern here — an earlier session conflated them and scripts/wikidata_lockout.py still gates on the wrong repo's state file. Repointing it is Emma's call and is a queue item; it needs settling before 2026-09-01. ⏎ - Current work is the Izumo / Senge clan, reports/izumo.md. 214 rostered, 204 with a Wikidata item, only 2 carrying a Geni ID. Resolution before creation: the clan is already on Geni three times over, so creating from the page would make a fourth duplicate set. The duplicate merges are Emma's — flag, never perform. ⏎ - Geni's own search is banned. Use Google site:geni.com ""<name>"" when a lookup is needed. ⏎ - Any export: Forest, 5000, one at a time, filed into exports/ and committed as it lands."
2026-08-24T15:51:48.926Z	e71a0de8	typed	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T15:51:48.842Z	e71a0de8	enqueued	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T15:38:02.967Z	e71a0de8	typed	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T15:38:02.879Z	e71a0de8	enqueued	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T15:18:59.004Z	e71a0de8	typed	To be clear you’re supposed to download the full wikidata items for the people I’ve edited to get the modelling not look at my edit history to see what’s in them
2026-08-24T15:18:58.982Z	e71a0de8	enqueued	To be clear you’re supposed to download the full wikidata items for the people I’ve edited to get the modelling not look at my edit history to see what’s in them
2026-08-24T15:08:24.371Z	e71a0de8	typed	"WORK-LOOP TICK. ⏎  ⏎ (a) SYNC — git fetch origin; fast-forward or rebase. Never force-push, never reset --hard, never discard another machine's work. ⏎  ⏎ (b) WORK — take the top actionable item from queue.md and do it. If nothing there is actionable, promote the next genuinely-unblocked bounded item from todo.md, planning it into queue.md FIRST, then execute. ⏎  ⏎ (c) HARD RAILS — never fake a result; never weaken, skip or delete a test to make it pass; never claim ""works"" or ""verified"" without having run it and measured. Don't implement what you don't fully understand — write the queue item instead. ⏎  ⏎ (d) COMMIT — commit with why, delete the completed item from queue.md, append a dated devlog.md entry in the SAME commit, push. ⏎  ⏎ (e) REPORT — one line: shas advanced, or ""nothing actionable; <reason>"". ⏎  ⏎ Standing constraints: ⏎ - Sparse-region and presence-contrast export seeding are DEAD, refuted 2026-08-22. Do not revive either. ⏎ - Bureätten is CLOSED at 7 resolved matches; 76 were dropped as hard on Emma's instruction. Do not reopen it. ⏎ - WIKIDATA EDITING IN THIS REPO STARTS 2026-09-01. That is this repo's own date. shintowiki-scripts has a SEPARATE lockout period which does not govern here — an earlier session conflated them and scripts/wikidata_lockout.py still gates on the wrong repo's state file. Repointing it is Emma's call and is a queue item; it needs settling before 2026-09-01. ⏎ - Current work is the Izumo / Senge clan, reports/izumo.md. 214 rostered, 204 with a Wikidata item, only 2 carrying a Geni ID. Resolution before creation: the clan is already on Geni three times over, so creating from the page would make a fourth duplicate set. The duplicate merges are Emma's — flag, never perform. ⏎ - Geni's own search is banned. Use Google site:geni.com ""<name>"" when a lookup is needed. ⏎ - Any export: Forest, 5000, one at a time, filed into exports/ and committed as it lands."
2026-08-24T15:08:24.290Z	e71a0de8	enqueued	"WORK-LOOP TICK. ⏎  ⏎ (a) SYNC — git fetch origin; fast-forward or rebase. Never force-push, never reset --hard, never discard another machine's work. ⏎  ⏎ (b) WORK — take the top actionable item from queue.md and do it. If nothing there is actionable, promote the next genuinely-unblocked bounded item from todo.md, planning it into queue.md FIRST, then execute. ⏎  ⏎ (c) HARD RAILS — never fake a result; never weaken, skip or delete a test to make it pass; never claim ""works"" or ""verified"" without having run it and measured. Don't implement what you don't fully understand — write the queue item instead. ⏎  ⏎ (d) COMMIT — commit with why, delete the completed item from queue.md, append a dated devlog.md entry in the SAME commit, push. ⏎  ⏎ (e) REPORT — one line: shas advanced, or ""nothing actionable; <reason>"". ⏎  ⏎ Standing constraints: ⏎ - Sparse-region and presence-contrast export seeding are DEAD, refuted 2026-08-22. Do not revive either. ⏎ - Bureätten is CLOSED at 7 resolved matches; 76 were dropped as hard on Emma's instruction. Do not reopen it. ⏎ - WIKIDATA EDITING IN THIS REPO STARTS 2026-09-01. That is this repo's own date. shintowiki-scripts has a SEPARATE lockout period which does not govern here — an earlier session conflated them and scripts/wikidata_lockout.py still gates on the wrong repo's state file. Repointing it is Emma's call and is a queue item; it needs settling before 2026-09-01. ⏎ - Current work is the Izumo / Senge clan, reports/izumo.md. 214 rostered, 204 with a Wikidata item, only 2 carrying a Geni ID. Resolution before creation: the clan is already on Geni three times over, so creating from the page would make a fourth duplicate set. The duplicate merges are Emma's — flag, never perform. ⏎ - Geni's own search is banned. Use Google site:geni.com ""<name>"" when a lookup is needed. ⏎ - Any export: Forest, 5000, one at a time, filed into exports/ and committed as it lands."
2026-08-24T14:58:00.299Z	e71a0de8	typed	Re-review the Garborg Wikidata items and update the artifact page at https://claude.ai/code/artifact/c2430047-1e3d-4808-a22c-f3c1a96c0a8c ⏎  ⏎ Emma has been adding to Arne Garborg's item (Q467497) and his relatives' items by hand, and intends to keep adding. Read the current state of those items — she explicitly authorised reading these specific pages, so this is not the ad-hoc lookup CLAUDE.md forbids — and compare it against what the artifact page assumes. ⏎  ⏎ The point is not to check her work. The shape those items are in now is the template for the whole expansion programme: which properties she actually uses, what descriptions she actually writes, what she leaves off. Capture that structure, write it into the repo, and republish the artifact to the same URL so it reflects the current state. ⏎  ⏎ Report what differs between her modelling and what the page assumed.
2026-08-24T14:58:00.229Z	e71a0de8	enqueued	Re-review the Garborg Wikidata items and update the artifact page at https://claude.ai/code/artifact/c2430047-1e3d-4808-a22c-f3c1a96c0a8c ⏎  ⏎ Emma has been adding to Arne Garborg's item (Q467497) and his relatives' items by hand, and intends to keep adding. Read the current state of those items — she explicitly authorised reading these specific pages, so this is not the ad-hoc lookup CLAUDE.md forbids — and compare it against what the artifact page assumes. ⏎  ⏎ The point is not to check her work. The shape those items are in now is the template for the whole expansion programme: which properties she actually uses, what descriptions she actually writes, what she leaves off. Capture that structure, write it into the repo, and republish the artifact to the same URL so it reflects the current state. ⏎  ⏎ Report what differs between her modelling and what the page assumed.
2026-08-24T14:51:48.964Z	e71a0de8	typed	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T14:51:48.897Z	e71a0de8	enqueued	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T14:38:03.004Z	e71a0de8	typed	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T14:38:02.936Z	e71a0de8	enqueued	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T14:04:37.860Z	e71a0de8	typed	"WORK-LOOP TICK. ⏎  ⏎ (a) SYNC — git fetch origin; fast-forward or rebase. Never force-push, never reset --hard, never discard another machine's work. ⏎  ⏎ (b) WORK — take the top actionable item from queue.md and do it. If nothing there is actionable, promote the next genuinely-unblocked bounded item from todo.md, planning it into queue.md FIRST, then execute. ⏎  ⏎ (c) HARD RAILS — never fake a result; never weaken, skip or delete a test to make it pass; never claim ""works"" or ""verified"" without having run it and measured. Don't implement what you don't fully understand — write the queue item instead. ⏎  ⏎ (d) COMMIT — commit with why, delete the completed item from queue.md, append a dated devlog.md entry in the SAME commit, push. ⏎  ⏎ (e) REPORT — one line: shas advanced, or ""nothing actionable; <reason>"". ⏎  ⏎ Standing constraints: ⏎ - Sparse-region and presence-contrast export seeding are DEAD, refuted 2026-08-22. Do not revive either. ⏎ - Bureätten is CLOSED at 7 resolved matches; 76 were dropped as hard on Emma's instruction. Do not reopen it. ⏎ - WIKIDATA EDITING IN THIS REPO STARTS 2026-09-01. That is this repo's own date. shintowiki-scripts has a SEPARATE lockout period which does not govern here — an earlier session conflated them and scripts/wikidata_lockout.py still gates on the wrong repo's state file. Repointing it is Emma's call and is a queue item; it needs settling before 2026-09-01. ⏎ - Current work is the Izumo / Senge clan, reports/izumo.md. 214 rostered, 204 with a Wikidata item, only 2 carrying a Geni ID. Resolution before creation: the clan is already on Geni three times over, so creating from the page would make a fourth duplicate set. The duplicate merges are Emma's — flag, never perform. ⏎ - Geni's own search is banned. Use Google site:geni.com ""<name>"" when a lookup is needed. ⏎ - Any export: Forest, 5000, one at a time, filed into exports/ and committed as it lands."
2026-08-24T14:04:37.791Z	e71a0de8	enqueued	"WORK-LOOP TICK. ⏎  ⏎ (a) SYNC — git fetch origin; fast-forward or rebase. Never force-push, never reset --hard, never discard another machine's work. ⏎  ⏎ (b) WORK — take the top actionable item from queue.md and do it. If nothing there is actionable, promote the next genuinely-unblocked bounded item from todo.md, planning it into queue.md FIRST, then execute. ⏎  ⏎ (c) HARD RAILS — never fake a result; never weaken, skip or delete a test to make it pass; never claim ""works"" or ""verified"" without having run it and measured. Don't implement what you don't fully understand — write the queue item instead. ⏎  ⏎ (d) COMMIT — commit with why, delete the completed item from queue.md, append a dated devlog.md entry in the SAME commit, push. ⏎  ⏎ (e) REPORT — one line: shas advanced, or ""nothing actionable; <reason>"". ⏎  ⏎ Standing constraints: ⏎ - Sparse-region and presence-contrast export seeding are DEAD, refuted 2026-08-22. Do not revive either. ⏎ - Bureätten is CLOSED at 7 resolved matches; 76 were dropped as hard on Emma's instruction. Do not reopen it. ⏎ - WIKIDATA EDITING IN THIS REPO STARTS 2026-09-01. That is this repo's own date. shintowiki-scripts has a SEPARATE lockout period which does not govern here — an earlier session conflated them and scripts/wikidata_lockout.py still gates on the wrong repo's state file. Repointing it is Emma's call and is a queue item; it needs settling before 2026-09-01. ⏎ - Current work is the Izumo / Senge clan, reports/izumo.md. 214 rostered, 204 with a Wikidata item, only 2 carrying a Geni ID. Resolution before creation: the clan is already on Geni three times over, so creating from the page would make a fourth duplicate set. The duplicate merges are Emma's — flag, never perform. ⏎ - Geni's own search is banned. Use Google site:geni.com ""<name>"" when a lookup is needed. ⏎ - Any export: Forest, 5000, one at a time, filed into exports/ and committed as it lands."
2026-08-24T13:51:48.968Z	e71a0de8	typed	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T13:51:48.903Z	e71a0de8	enqueued	STATUS-REPORT TICK — reporting only, no code changes. ⏎  ⏎ Cover: what advanced since the last report (shas plus one line each); the current state of queue.md; whether the work held the hard rails and any place it brushed one; blockers, each tagged with exactly one of NEEDS-DECISION / BLOCKED-ON-USER-ACTION / BLOCKED-ON-EXTERNAL / NEEDS-INVESTIGATION / UNSAFE-TO-GUESS / OUT-OF-SCOPE and naming the specific decision, action, signal, risk or owner. If a not-done item fits none of those with a named blocker, it is not deferred — say so and do it. Test-suite health. ⏎  ⏎ For the Bureätten run specifically: how many of the 104 targets are now in the corpus, how many exports it took, and the new-people yield per export.
2026-08-24T13:38:03.061Z	e71a0de8	typed	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T13:38:02.989Z	e71a0de8	enqueued	"AUTO-FLUSH TICK. Commit and push all pending work so nothing sits uncommitted between ticks. Only commit if something is actually pending — no empty commits. Report the shas, or ""nothing pending""."
2026-08-24T13:04:38.025Z	e71a0de8	typed	"WORK-LOOP TICK. ⏎  ⏎ (a) SYNC — git fetch origin; fast-forward or rebase. Never force-push, never reset --hard, never discard another machine's work. ⏎  ⏎ (b) WORK — take the top actionable item from queue.md and do it. If nothing there is actionable, promote the next genuinely-unblocked bounded item from todo.md, planning it into queue.md FIRST, then execute. ⏎  ⏎ (c) HARD RAILS — never fake a result; never weaken, skip or delete a test to make it pass; never claim ""works"" or ""verified"" without having run it and measured. Don't implement what you don't fully understand — write the queue item instead. ⏎  ⏎ (d) COMMIT — commit with why, delete the completed item from queue.md, append a dated devlog.md entry in the SAME commit, push. ⏎  ⏎ (e) REPORT — one line: shas advanced, or ""nothing actionable; <reason>"". ⏎  ⏎ Standing constraints: ⏎ - Sparse-region and presence-contrast export seeding are DEAD, refuted 2026-08-22. Do not revive either. ⏎ - Bureätten is CLOSED at 7 resolved matches; 76 were dropped as hard on Emma's instruction. Do not reopen it. ⏎ - WIKIDATA EDITING IN THIS REPO STARTS 2026-09-01. That is this repo's own date. shintowiki-scripts has a SEPARATE lockout period which does not govern here — an earlier session conflated them and scripts/wikidata_lockout.py still gates on the wrong repo's state file. Repointing it is Emma's call and is a queue item; it needs settling before 2026-09-01. ⏎ - Current work is the Izumo / Senge clan, reports/izumo.md. 214 rostered, 204 with a Wikidata item, only 2 carrying a Geni ID. Resolution before creation: the clan is already on Geni three times over, so creating from the page would make a fourth duplicate set. The duplicate merges are Emma's — flag, never perform. ⏎ - Geni's own search is banned. Use Google site:geni.com ""<name>"" when a lookup is needed. ⏎ - Any export: Forest, 5000, one at a time, filed into exports/ and committed as it lands."
