geni_id,sex,raw_name,givn,surn,given_part,ordinal_token,ordinal_value,kind,token_index,given_tokens,patronymic_links,source_file
6000000001142218720,M,Bertrand II /de Bruniquel/,Bertrand II,de Bruniquel,Bertrand II,II,2,roman,1,2,0,export-Forest-6000000227086380915.ged
6000000010493387364,M,Bertrand II /de Faudoas/ Seigneur d'Avensac,Bertrand II,de Faudoas,Bertrand II,II,2,roman,1,2,0,export-Descendants-6000000227086380915.ged
6000000015439955517,M,Bertrand II /de Lévis/ Seigneur de Florensac,Bertrand II,de Lévis,Bertrand II,II,2,roman,1,2,0,export-Descendants-6000000227086380915.ged
6000000020134132846,M,Bertrand II /de Montal/ seigneur de Montal,Bertrand II,,Bertrand II,II,2,roman,1,2,0,export-Forest-6000000227297512829.ged
6000000004868910240,M,Bertrand II /de la Tour D'olliergues/,Bertrand II,de la Tour D'olliergues,Bertrand II,II,2,roman,1,2,0,export-Forest-2.ged
6000000006101354612,M,Bertrand II /l'Embriaco de Gibelet/,Bertrand II,l'Embriaco de Gibelet,Bertrand II,II,2,roman,1,2,0,export-BloodTree-6000000178918541826.ged
6000000000640991135,M,"Bertrand II de Vintimille, seigneur d'Ollioules",Bertrand,de Vintimille,"Bertrand II de Vintimille, seigneur d'Ollioules",II,2,roman,1,6,0,export-Forest-2.ged
6000000027277622440,M,"Bertrand II des Baux, co-prince d'Orange",Bertrand,des Baux,"Bertrand II des Baux, co-prince d'Orange",II,2,roman,1,6,0,export-Forest-6000000227086717913.ged
6000000012942106733,M,"Bertrand II, comte de Forcalquier",Bertran II,,"Bertrand II, comte de Forcalquier",II,2,roman,1,5,0,export-Forest-6000000227297512829.ged
6000000007151910119,M,"Bertrand II, comte de Gévaudan",Bertrand II,de Gévaudan,"Bertrand II, comte de Gévaudan",II,2,roman,1,5,0,export-Forest-6000000227086455824.ged
6000000002188644668,M,"Bertrand II, seigneur de Marignane et de Berre Meyrargues",Bertrand,des Baux,"Bertrand II, seigneur de Marignane et de Berre Meyrargues",II,2,roman,1,9,0,export-Forest-6000000227086717913.ged
6000000000172382063,M,"Bertrand II, seigneur de la Tour",Bertrand II de,,"Bertrand II, seigneur de la Tour",II,2,roman,1,6,0,export-Forest-6000000227086380915.ged
6000000025955712083,M,Bertrand Raimbaud II de Simiane,Bertrand Raimbaud,de Simiane,Bertrand Raimbaud II de Simiane,II,2,roman,2,5,0,export-Forest-2.ged
6000000000641067452,M,Bertrand Rambaud II /DE SIMIANE/,Bertrand Rambaud II,DE SIMIANE,Bertrand Rambaud II,II,2,roman,2,3,0,export-Forest-6000000227086620980.ged
6000000003122431495,M,Bertrand-Rambaud II /de Simiane/,Bertrand-Rambaud II,de Simiane,Bertrand-Rambaud II,II,2,roman,1,2,0,export-Forest-20.ged
6000000178669864826,M,Bertrando II /d'Artus/,Bertrando II,,Bertrando II,II,2,roman,1,2,0,export-Forest-6000000227297512829.ged
6000000195596077828,F,Bhre Daha II ? (Wangsa Rajasa),Bhre Daha II ? (Wangsa Rajasa),,Bhre Daha II ? (Wangsa Rajasa),II,2,roman,2,6,0,export-BloodTree-6000000178918541826.ged
6000000001180561484,M,Bhre Pandansalas II Suraprabhawa (1468-1474),Bhre Pandansalas II,,Bhre Pandansalas II Suraprabhawa (1468-1474),II,2,roman,2,5,0,export-BloodTree-6000000178918541826.ged
6000000189711275831,M,Bhre Wirabhumi II,Bhre Wirabhumi II,,Bhre Wirabhumi II,II,2,roman,2,3,0,export-BloodTree-6000000178918541826.ged
6000000010039152098,M,Bijairaj II,Bijairaj II,,Bijairaj II,II,2,roman,1,2,0,export-Forest-6.ged
6000000176388168855,M,Birger II /Lund/,Birger II,Lund,Birger II,II,2,roman,1,2,0,export-Forest-6000000227258546877.ged
6000000192498106821,M,Blain II /Le Loup/ Sénéchal et grand maître des eaux et forêts du Bourbonnais,Blain II,,Blain II,II,2,roman,1,2,0,export-Forest-2.ged
6000000001378558222,F,Blanche II of /Navarre/,Blanca,de Aragón y Navarra,Blanche II of,II,2,roman,1,3,0,export-Forest-31.ged
6000000046793718890,M,"Blasco II ""il Giovane"" conte di Mistretta, gran giustiziere del regno di Sicilia","Blasco II ""il Giovane""",de Alagón,"Blasco II ""il Giovane"" conte di Mistretta, gran giustiziere del regno di Sicilia",II,2,roman,1,13,0,export-Forest-6000000227086380915.ged
6000000000460873682,M,Boemondo II d'Antiochia,Boemondo Guiscardo,d'Altavilla,Boemondo II d'Antiochia,II,2,roman,1,3,0,export-Forest.ged
6000000025363515465,M,Bogdan II /Andrijević/,Bogdan II,Andrijević,Bogdan II,II,2,roman,1,2,0,export-Forest-6000000227225628908.ged
6000000002188021178,M,Bogusław II // książę,Bogusław II,Duke Von Pommern,Bogusław II,II,2,roman,1,2,0,export-Forest.ged
6000000003827497080,M,Bolesław II /Mazowiecki/,Bolesław II,Mazowiecki,Bolesław II,II,2,roman,1,2,0,export-Forest.ged
6000000003897534416,M,Bolesław II Rogatka książę,Bolesław II Rogatka,,Bolesław II Rogatka książę,II,2,roman,1,4,0,export-Forest.ged
6000000015235044909,M,Bolesław II niemodliński książę,Bolesław II niemodliński,,Bolesław II niemodliński książę,II,2,roman,1,4,0,export-Forest-29.ged
6000000002188002820,M,Bolko II //,Bolko II,Ziębicki,Bolko II,II,2,roman,1,2,0,export-Forest.ged
6000000002188002466,M,Bolko II opolski,Bolko II opolski,von Oppeln,Bolko II opolski,II,2,roman,1,3,0,export-Forest.ged
6000000002188648341,M,Bolko II. Mały Rudolph // książę,Bolko II. Mały Rudolph,Herzog von Schweidnitz-Jauer,Bolko II. Mały Rudolph,II,2,roman,1,4,0,export-Forest-6000000227225628908.ged
6000000000641014057,M,Boniface II //,Boniface II,de Castellane,Boniface II,II,2,roman,1,2,0,export-Forest-13.ged
6000000000641020847,M,Boniface II //,Boniface II,de Vintimille,Boniface II,II,2,roman,1,2,0,export-Forest-2.ged
6000000006727876881,M,"Bonifacio II ""il Gigante"" /degli Aleramici/ marchese del Monferrato","Bonifacio II ""il Gigante""",degli Aleramici,"Bonifacio II ""il Gigante""",II,2,roman,1,4,0,export-Forest-6000000227297762830.ged
6000000001529617955,M,Bonifacio II marchese di Toscana,Bonifacio II,,Bonifacio II marchese di Toscana,II,2,roman,1,5,0,export-Forest-6000000227086455824.ged
6000000010942405664,M,"Bonifacius II, marchio Tuscus",Bonifacius,,"Bonifacius II, marchio Tuscus",II,2,roman,1,4,0,export-Forest-6000000227227104853.ged
6000000020402390735,M,Bonifazio II d'Este,Bonifazio,d'Este,Bonifazio II d'Este,II,2,roman,1,3,0,export-Forest-6000000227297843999.ged
6000000000264285327,M,Bonius II /Boni/,Bonius II,Boni,Bonius II,II,2,roman,1,2,0,export-Descendants-6000000227086455824.ged
6000000003827799009,M,Boppo II graf /von Hollenden Reichenbach u. Ziegenhain/,Boppo II graf,,Boppo II graf,II,2,roman,1,3,0,export-Forest-6000000227298391886.ged
6000000003827727989,M,"Boppo II, Graf von /Ziegenhain-Hollenden-Reichenbach/","Boppo II, Graf von",Ziegenhain-Hollenden-Reichenbach,"Boppo II, Graf von",II,2,roman,1,4,0,export-Forest-6000000227298391886.ged
6000000003827612529,M,"Boppo II, Graf von Dilsberg-Dürn",Boppo,von Dilsberg-Dürn,"Boppo II, Graf von Dilsberg-Dürn",II,2,roman,1,5,0,export-Forest-32.ged
6000000058510411602,M,Borante II /Putbus/,Borante II,Putbus,Borante II,II,2,roman,1,2,0,export-Forest-6000000227289792822.ged
5555982345640054073,M,"Borrell II, XIV comte de Barcelona",Borrell II,,"Borrell II, XIV comte de Barcelona",II,2,roman,1,6,0,export-Forest-6000000227086620980.ged
6000000010259447830,M,"Bosio II Sforza, IX. conte di Santa Fiora",Bozio II,Sforza di Santa Fiora,"Bosio II Sforza, IX. conte di Santa Fiora",II,2,roman,1,8,0,export-Forest-6000000227297512829.ged
6000000003827606130,M,"Boson II, comte de la Marche et de Périgord",Boson,,"Boson II, comte de la Marche et de Périgord",II,2,roman,1,9,0,export-Forest-6000000227086620980.ged
6000000003858759851,M,Botho II der Ältere Graf /von Stolberg-Wernigerode/ VII,Botho II der Ältere Graf,von Stolberg-Wernigerode,Botho II der Ältere Graf,II,2,roman,1,5,0,export-Forest-32.ged
6000000003495391143,M,"Bouchard II ""le Veneur"", Prefect of the Royal Hunt","Bouchard ""le Veneur""",,"Bouchard II ""le Veneur"", Prefect of the Royal Hunt",II,2,roman,1,9,0,export-Forest-6000000227086455824.ged
6000000008630687141,M,Bouchard II /de Corbeil/ comte de Corbeil,Bouchard II,de Corbeil,Bouchard II,II,2,roman,1,2,0,export-Forest-6000000227225487992.ged
6000000021785910859,M,Bouchard II /de Créquy/,Bouchard II,de Créquy,Bouchard II,II,2,roman,1,2,0,export-Forest-6000000227227035828.ged
6000000003495393534,M,"Bouchard II de Bray, seigneur de Montmorency",Bouchard,de Bray,"Bouchard II de Bray, seigneur de Montmorency",II,2,roman,1,7,0,export-Forest-6000000227086244080.ged
6000000003827781137,M,"Bouchard II de Montmorency, seigneur de Marly",Bouchard,de Montmorency,"Bouchard II de Montmorency, seigneur de Marly",II,2,roman,1,7,0,export-Forest-6000000227086717913.ged
6000000003949760042,M,Boudewijn II /van Ghisene/ Graaf van Guines,Boudewijn II,van Ghisene,Boudewijn II,II,2,roman,1,2,0,export-Descendants-6000000227086244080.ged
6000000003828018926,M,Boudewijn II 1140 // burggraaf van Ieper,Boudewijn II 1140,van Belle,Boudewijn II 1140,II,2,roman,1,3,0,export-Forest-6000000227227035828.ged
6000000000162318926,M,"Boudewijn II, graaf van Henegouwen",Boudewijn,de Hainaut,"Boudewijn II, graaf van Henegouwen",II,2,roman,1,5,0,export-Forest-6000000227289792822.ged
6000000002187796298,M,"Boudewijn II, graaf van Kleef",Boudewijn,,"Boudewijn II, graaf van Kleef",II,2,roman,1,5,0,export-Forest-6000000227086455824.ged
6000000006096044564,M,"Boudewijn II, koning van Jeruzalem",Boudewijn,,"Boudewijn II, koning van Jeruzalem",II,2,roman,1,5,0,export-Forest-6000000227227104853.ged
6000000005758041019,M,"Boudewijn II, «de Kale», graaf van Vlaanderen",Boudewijn,,"Boudewijn II, «de Kale», graaf van Vlaanderen",II,2,roman,1,7,0,export-Forest-6000000227086506866.ged
6000000009304985012,M,Boudouin II de Lens,Bauduin II,de Lens,Boudouin II de Lens,II,2,roman,1,4,0,export-Descendants-6000000227086455824.ged
6000000034936422703,M,Bovo II. Bischof von Charlons-sur-Marne,Bovo II.,,Bovo II. Bischof von Charlons-sur-Marne,II,2,roman,1,5,0,export-Forest-6000000227086455824.ged
6000000000466285019,M,Brawijaya II,Brawijaya II,,Brawijaya II,II,2,roman,1,2,0,export-BloodTree-6000000178918541826.ged
6000000176200809875,M,Brawijaya II Rajasawardhana / /(Raden Rajasawardhana)/,Brawijaya II Rajasawardhana /,,Brawijaya II Rajasawardhana,II,2,roman,1,3,0,export-BloodTree-6000000178918541826.ged
6000000162310839827,F,Brites II,Brites,,Brites II,II,2,roman,1,2,0,export-Descendants-6000000227040553824.ged
6000000080961459930,F,Britha Ingebrigtsdatter II,Britha,Ingebrigtsdatter,Britha Ingebrigtsdatter II,II,2,roman,2,3,0,export-Forest-6000000227300039935.ged
6000000000596051410,M,Brochfael II  (Brochmail/Brochuael),Brochwel,ap Elisedd,Brochfael II (Brochmail,II,2,roman,1,3,0,export-Forest-6000000227086506866.ged
6000000010704760716,M,Brochwel II /ap Aeddan/ Lord of Powys,Brochwel II,,Brochwel II,II,2,roman,1,2,1,export-Forest-6000000227086506866.ged
6000000006602657052,M,Brude II /mac Gwid/ King of the Picts,Brude II,mac Gwid,Brude II,II,2,roman,1,2,1,export-Forest-6000000227086506866.ged
5017913467730048404,M,Bruno II /von Warendorp/,Bruno II,,Bruno II,II,2,roman,1,2,0,export-Forest-6000000227299182891.ged
6000000004533664122,M,Bruno II Graf /von Querfurt/ Graf von Arneburg,Bruno II Graf,von Querfurt,Bruno II Graf,II,2,roman,1,3,0,export-Ancestors-6000000177921459114.ged
6000000002187796097,M,Bruno II von Berg,Bruno,von Berg,Bruno II von Berg,II,2,roman,1,4,0,export-Descendants-6000000227086244080.ged
6000000010162170498,M,"Bruno II, Graf von /Isenburg-Braunsberg/ II","Bruno II, Graf von",Isenburg-Braunsberg,"Bruno II, Graf von",II,2,roman,1,4,0,export-Forest-32.ged
6000000024771518915,M,"Bruno II, margrave of Frisia",Bruno,,"Bruno II, margrave of Frisia",II,2,roman,1,5,0,export-Forest-6000000227227104853.ged
6000000006864201640,M,"Brunulf II, graaf van Ardennen",Brunulf,,"Brunulf II, graaf van Ardennen",II,2,roman,1,5,0,export-Forest-6000000227086455824.ged
6000000056591010950,M,Brychan II /ap Rhain/,Brychan II,,Brychan II,II,2,roman,1,2,1,export-Forest-6000000227086506866.ged
6000000040164101845,M,Bupati Sukapura II - Raden Tumenggung Wiradadaha II (1674),Rd Djajamanggala or Dlm Tambela or Rd Tmg Wiradadaha II,,Bupati Sukapura II - Raden Tumenggung Wiradadaha II (1674),II,2,roman,2,9,0,export-Forest-14.ged
6000000004533774486,M,Burchard II /Graf von Querfurt/,Burchard II,Graf von Querfurt,Burchard II,II,2,roman,1,2,0,export-Forest.ged
6000000010344758922,M,Burchard II /von Wölpe/,Burchard II,von Wölpe,Burchard II,II,2,roman,1,2,0,export-Forest-32.ged
6000000029281163298,M,Burchard II. Herr von Üsenberg,Burchard II.,von Üsenberg,Burchard II. Herr von Üsenberg,II,2,roman,1,5,0,export-Forest-6000000227298315838.ged
6000000003827451783,M,"Burchard II., Graf von Zollern-Hohenberg",Burckard II,Hohenzollern,"Burchard II., Graf von Zollern-Hohenberg",II,2,roman,1,5,0,export-Forest-6000000227225628908.ged
4196137951340123815,M,Burgondion II de Roquefeuil,Burgondion,de Roquefeuil,Burgondion II de Roquefeuil,II,2,roman,1,4,0,export-Forest-20.ged
6000000003828261329,M,Burkhard II von /Moosburg/,Burkhard II von,Moosburg,Burkhard II von,II,2,roman,1,3,0,export-Forest-6000000227225628908.ged
6000000006727863455,M,Burkhard II. /von Schrapelau/ Burggraf von Magdeburg,Burkhard II.,von Schrapelau,Burkhard II.,II,2,roman,1,2,0,export-Forest-6000000227289792822.ged
6000000012960150581,M,Bégon II /de Calmont d'Olt/ seigneur de Calmont d'Olt,Bégon II,de Calmont d'Olt,Bégon II,II,2,roman,1,2,0,export-Forest-6000000227226850980.ged
6000000004868817486,M,Béranger II //,Béranger II,d'Arpajon,Béranger II,II,2,roman,1,2,0,export-Forest-20.ged
6000000007150919495,M,Béranger II I /d'Ascanie/,Béranger II I,,Béranger II I,II,2,roman,1,3,0,export-Forest-6000000209295506839.ged
6000000003827599374,M,Béraud II /de Clermont/ Dauphin d'Auvergne,Béraud II,de Clermont,Béraud II,II,2,roman,1,2,0,export-Forest-29.ged
6000000003827818834,M,Béraud II /de Mercoeur/,Béraud II,de Mercoeur,Béraud II,II,2,roman,1,2,0,export-Forest-2.ged
6000000015357811176,M,Béraud II /de Solignac/ Baron de Solignac,Béraud II,de Solignac,Béraud II,II,2,roman,1,2,0,export-Forest-2.ged
6000000014896901260,M,"Béraud II, seigneur de Beaujeu",Béraud,de Beaujeu,"Béraud II, seigneur de Beaujeu",II,2,roman,1,5,0,export-Forest-6000000227086620980.ged
959523,M,Bérenguier II /D'ESTIENNE/,Bérenguier II,D'ESTIENNE,Bérenguier II,II,2,roman,1,2,0,export-Descendants-6000000227086380915.ged
6000000012050047948,M,Cacamatzin II /Tlatoani de Texcoco/,Cacamatzin II,,Cacamatzin II,II,2,roman,1,2,0,export-Forest-6000000209721868822.ged
6000000001864317742,M,Cadelon II //,Cadelon II,d'Aulnay,Cadelon II,II,2,roman,1,2,0,export-Forest-6000000227086455824.ged
6000000059480478946,M,Cadwallon II /ap Cadwallon/,Cadwallon II,,Cadwallon II,II,2,roman,1,2,1,export-BloodTree-6000000209295506839.ged
6000000001355763327,M,Cadélon II /d'Aulnay/ vicomte d'Aulnay,Cadélon II,d'Aulnay,Cadélon II,II,2,roman,1,2,0,export-Forest-6000000227086455824.ged
6000000005865639005,M,"Caius Octavius II, military tribune of Rome",Gaius Octavius,,"Caius Octavius II, military tribune of Rome",II,2,roman,2,7,0,export-Forest-6000000178918116832.ged
6000000225240475829,M,Cakranagara II,Cakranagara II,,Cakranagara II,II,2,roman,1,2,0,export-Forest-21.ged
6000000003827402165,M,"Cangrande II della Scala, podestà di Verona",Cangrande II,,"Cangrande II della Scala, podestà di Verona",II,2,roman,1,7,0,export-Forest-29.ged
6000000014860909017,M,Capt. Agustin Garcia de Hermosillo II,Agustin,Garcia de Hermosillo y Muoz de la Barba,Capt. Agustin Garcia de Hermosillo II,II,2,roman,5,6,0,export-Forest-0.ged
6000000000591496498,M,"Capt. William Ball, II, of Millenbeck",William,Ball,"Capt. William Ball, II, of Millenbeck",II,2,roman,3,6,0,export-Forest-6000000227143930843.ged
6000000013716064439,M,Carausius II,Carausius II,,Carausius II,II,2,roman,1,2,0,export-Forest-6000000227086506866.ged
6000000000437011870,M,Caribero II /de Neustria/,Caribero II,de Neustria,Caribero II,II,2,roman,1,2,0,export-Forest-6000000209295506839.ged
6000000028998550181,M,Carlo II /Malatesta/ di Pesaro,Carlo II,,Carlo II,II,2,roman,1,2,0,export-Forest-6000000227297512829.ged
6000000017561252588,M,Carlo II /d'Artus/ conte di Monteodorisio,Carlo II,,Carlo II,II,2,roman,1,2,0,export-Forest-6000000227297512829.ged
6000000010669307041,M,"Carlo II di Tocco, conte di Zante",Carlo II,di Tocco,"Carlo II di Tocco, conte di Zante",II,2,roman,1,7,0,export-Forest-29.ged
6000000081251359516,M,Carlo di Simone II /Guidi/ di Battifolle,Carlo di Simone II,,Carlo di Simone II,II,2,roman,3,4,0,export-Forest-6000000227297843999.ged
6000000012900222279,M,"Carloman II, roi des Francie occidentale",Carloman,,"Carloman II, roi des Francie occidentale",II,2,roman,1,6,0,export-Forest-6000000227227104853.ged
6000000002833110277,M,"Carlos II ""El Malo"" //","Carlos II ""El Malo""",De Navarra,"Carlos II ""El Malo""",II,2,roman,1,4,0,export-Forest-31.ged
6000000003493011547,M,"Carlos Pacheco de Córdoba, II Marqués de Villamayor de las Ibernias",Carlos,Pacheco de Cordova bocanegra Colon,"Carlos Pacheco de Córdoba, II Marqués de Villamayor de las Ibernias",II,2,roman,4,11,0,export-BloodTree-6000000209655085851.ged
6000000000709206737,M,Centulle II //,Centulle II,de Bigorre,Centulle II,II,2,roman,1,2,0,export-Forest-6000000227225487992.ged
6000000009230210564,M,Centurione II Asanes /Zaccaria/ baron of Arkadia,Centurione II Asanes,,Centurione II Asanes,II,2,roman,1,3,0,export-Forest-29.ged
6000000005074370799,M,"Ceolwulf II, king of Mercia",Ceolwulf,,"Ceolwulf II, king of Mercia",II,2,roman,1,5,0,export-Forest-6000000227086506866.ged
6000000220118165838,M,"Cesare del Tufo, II barone di Vallata",Cesare,,"Cesare del Tufo, II barone di Vallata",II,2,roman,3,7,0,export-Descendants-6000000227086380915.ged
6000000003828256113,M,"Chadalho II, Herr von Augstgau",Chadalho II,von Augstgau,"Chadalho II, Herr von Augstgau",II,2,roman,1,5,0,export-Forest-6000000227086455824.ged
6000000032813926838,M,Chadaloh II von Schwaben.Graf in der Swerzhuntare,Chadaloh II,,Chadaloh II von Schwaben.Graf in der Swerzhuntare,II,2,roman,1,7,0,export-Forest-6000000227086455824.ged
6000000002019568829,M,"Chadaloh II, count in Swabia","Chadaloh ""der Swerzhuntare""",,"Chadaloh II, count in Swabia",II,2,roman,1,5,0,export-Forest-6000000227086455824.ged
6000000015207931440,M,"Charles Bonaventure de Longueval, II. comte de Bucquoy",Charles Bonaventure,de Longueval,"Charles Bonaventure de Longueval, II. comte de Bucquoy",II,2,roman,4,8,0,export-Descendants-6000000227086380915.ged
6000000114493049849,M,Charles II /Sexton/,Charles II,,Charles II,II,2,roman,1,2,0,export-Forest-6000000227086715937.ged
6000000225329076866,M,Charles II /de Coësmes/,Charles II,,Charles II,II,2,roman,1,2,0,export-Forest-6000000227086717913.ged
6000000042061070557,M,Charles II /de Tingry/,Charles II,,Charles II,II,2,roman,1,2,0,export-Forest-6000000227227035828.ged
6000000075433804879,M,"Charles II /of Bourbon/ Bishop of Comminges, Archbishop of Rouen",Charles II,of Bourbon,Charles II,II,2,roman,1,2,0,export-Descendants-6000000227086380915.ged
6000000046188867857,M,Charles II Joseph /van den Berghe de Limminghe/,Charles II Joseph,,Charles II Joseph,II,2,roman,1,3,0,export-Forest-6000000227254550821.ged
6000000000213279439,M,"Charles II d'Albret, comte de Dreux",Charles II,d'Albret,"Charles II d'Albret, comte de Dreux",II,2,roman,1,6,0,export-Forest-6000000227086717913.ged
6000000029208605779,M,"Charles II de Bourbon, archevêque de Rouen",Charles,de Bourbon,"Charles II de Bourbon, archevêque de Rouen",II,2,roman,1,7,0,export-Descendants-6000000227086380915.ged
6000000000402285065,M,"Charles II de Bourbon, cardinal",Charles,de Bourbon,"Charles II de Bourbon, cardinal",II,2,roman,1,5,0,export-Forest-6000000227254550821.ged
6000000013342170113,M,"Charles II de Croÿ, duc d'Aerschot",Charles,de Croÿ,"Charles II de Croÿ, duc d'Aerschot",II,2,roman,1,6,0,export-Descendants-6000000227086380915.ged
6000000013342487547,M,"Charles II de Croÿ, hertog van Aarschot",Charles,de Croÿ,"Charles II de Croÿ, hertog van Aarschot",II,2,roman,1,7,0,export-Descendants-6000000227086380915.ged
6000000001842873597,M,"Charles II de Lorraine, duc de Elbeuf",Charles,de Lorraine,"Charles II de Lorraine, duc de Elbeuf",II,2,roman,1,7,0,export-Descendants-6000000227086380915.ged
6000000032814772071,M,"Charles II de Lévis, baron de Lugny",Charles,de Lévis,"Charles II de Lévis, baron de Lugny",II,2,roman,1,7,0,export-Descendants-6000000227086380915.ged
6000000015155169408,M,"Charles II de Trazegnies, comte d'Autreppes",Charles,de Trazegnies,"Charles II de Trazegnies, comte d'Autreppes",II,2,roman,1,6,0,export-Descendants-6000000227086380915.ged
6000000000770001784,M,"Charles II de Valois, duc d'Orléans",Charles,de Valois,"Charles II de Valois, duc d'Orléans",II,2,roman,1,6,0,export-Forest-6000000227295542846.ged
6000000003827355753,M,"Charles II, duc de Lorraine",Charles II le Hardi,de Lorraine,"Charles II, duc de Lorraine",II,2,roman,1,5,0,export-Forest-6000000227254550821.ged
6000000003005299215,M,"Charles, II. comte Léon",Charles,Léon,"Charles, II. comte Léon",II,2,roman,1,4,0,export-Forest-6000000227147141927.ged
6000000002176641747,M,Chiarissimo II /de' Medici/,Chiarissimo II,,Chiarissimo II,II,2,roman,1,2,0,export-Forest-6000000227295542846.ged
6000000129472670844,F,Chichimecacihatzin II,Chichimecacihatzin,,Chichimecacihatzin II,II,2,roman,1,2,0,export-Forest-6000000209721868822.ged
347227818460011144,M,Childéric II King of the Franks in Austrasia,Childéric II,,Childéric II King of the Franks in Austrasia,II,2,roman,1,8,0,export-Forest-6000000227086455824.ged
6000000001588539963,M,Chilperich II Koning der Bourgondiërs,Chilperich II,,Chilperich II Koning der Bourgondiërs,II,2,roman,1,5,0,export-Forest-6000000227086455824.ged
6000000003343447998,M,"Chilpéric II, King of the Franks",Chilpéric II,,"Chilpéric II, King of the Franks",II,2,roman,1,6,0,export-Forest-6000000227086455824.ged
6000000003827294073,M,"Chlodomir II, King of the Franks",Chlodomir,des Francs,"Chlodomir II, King of the Franks",II,2,roman,1,6,0,export-Forest-6000000227086455824.ged
6000000004688628971,M,Christen Christensen II /Høyrup/ Enge,Christen Christensen II,Høyrup,Christen Christensen II,II,2,roman,2,3,0,export-Forest-6000000227297029878.ged
6000000007491380223,M,"Christian II Der Jüngere, Herzog /Wettin, Albertiner/ Herzog","Christian II Der Jüngere, Herzog","Wettin, Albertiner","Christian II Der Jüngere, Herzog",II,2,roman,1,5,0,export-Descendants-6000000177955802827.ged
6000000007377205258,M,Christianus II /de Scherembeke/,Christianus II,,Christianus II,II,2,roman,1,2,0,export-Forest-6000000227299182891.ged
5304606047970088500,M,"Christoffer II, Kung av Danmark",Christoffer II,Eriksson,"Christoffer II, Kung av Danmark",II,2,roman,1,5,0,export-Forest.ged
6000000006368488471,M,Christoph II von Fürstenberg,Count Christopher II,,Christoph II von Fürstenberg,II,2,roman,1,4,0,export-Descendants-6000000177955802827.ged
6000000006127159739,M,Christoph II.  Markgraf von Baden-Rodemachern,Christoph II,von Baden-Rodemachern,Christoph II. Markgraf von Baden-Rodemachern,II,2,roman,1,5,0,export-Descendants-6000000227086380915.ged
6000000002188395768,M,"Claude II de Lorraine, duc d'Aumale",Claude,Marquis de Mayennes,"Claude II de Lorraine, duc d'Aumale",II,2,roman,1,6,0,export-Descendants-6000000227086380915.ged
6000000018993605034,M,Clearchus II,Clearchus II,,Clearchus II,II,2,roman,1,2,0,export-Forest-6000000178918116832.ged
6000000025863989450,M,Cleombroto II,Cleombroto II,,Cleombroto II,II,2,roman,1,2,0,export-Forest-6000000178918116832.ged
6000000003645853743,F,"Cleopatra II, Queen of Egypt",Cleopatra,,"Cleopatra II, Queen of Egypt",II,2,roman,1,5,0,export-Forest-6000000178918116832.ged
6000000000505640707,F,Cleopha II /de Lusignan/,Cleopha II,de Lusignan,Cleopha II,II,2,roman,1,2,0,export-BloodTree-6000000178918541826.ged
6000000025863851313,M,Cleómenes II,Cleómenes II,,Cleómenes II,II,2,roman,1,2,0,export-Forest-6000000178918116832.ged
6000000001725833217,M,"Clodgar II de Thérouanne, seigneur de Boulogne",Clodgar II,De Therouanne,"Clodgar II de Thérouanne, seigneur de Boulogne",II,2,roman,1,7,0,export-Forest-6000000227086455824.ged
5544182020970135787,M,"Clotaire II /de France/ Roi de Soissons, Paris, Bourgogne, Neustrie, des Francs",Clotaire II,de France,Clotaire II,II,2,roman,1,2,0,export-Forest-6000000227225487992.ged
6000000174157576062,F,Clémence II /de Roucy/,Clémence II,,Clémence II,II,2,roman,1,2,0,export-Forest.ged
6000000003645707918,M,Coel II,Coel,,Coel II,II,2,roman,1,2,0,export-Forest-6000000227086506866.ged
6000000023228365154,M,Cokrojoyo II / Adipati Nilosrobo I / Joko Bedug,Cokrojoyo II / Adipati Nilosrobo I / Joko Bedug,,Cokrojoyo II,II,2,roman,1,2,0,export-Forest-21.ged
6000000021924129395,M,"Colantonio Caracciolo, II. marchese di Vico",Colantonio,Caracciolo,"Colantonio Caracciolo, II. marchese di Vico",II,2,roman,2,6,0,export-Descendants-6000000227086380915.ged
6000000155128551910,M,"Colard II /de Fréauville/ baron de Courtebovone et de Banclinguen, seignuer de Fréauville",Colard II,,Colard II,II,2,roman,1,2,0,export-Forest-6000000227086717913.ged
6000000017538753726,M,Colart (ou Colard) II d’Estouteville,Colart II,,Colart (ou Colard) II d’Estouteville,II,2,roman,3,5,0,export-Forest-6000000227086717913.ged
6000000003494770673,M,Comita II /Lacon-Gunale/ giudice di Torres,Comita II,,Comita II,II,2,roman,1,2,0,export-Forest-20.ged
6000000007151587870,M,Comita II e III /Lacon-Serra/ giudice d'Arborea,Comita II e III,,Comita II e III,II,2,roman,1,4,0,export-Forest-20.ged
6000000002576073350,M,Conan II /de Rennes/ Count de Brittany,Conan II,de Rennes,Conan II,II,2,roman,1,2,0,export-Forest-6000000227227104853.ged
6000000012769803669,F,Concubine of Theuderic II,Concubine of Theuderic II,,Concubine of Theuderic II,II,2,roman,3,4,0,export-Forest-6000000227086455824.ged
6000000012493396466,M,"Conrad II (fl. 1259 d. 1307) ""der Landvogt"" von Rechberg","Conrad II. (fl. 1259 d. 1307) ""der Landvogt"" II, Graf von",,"Conrad II (fl. 1259 d. 1307) ""der Landvogt"" von Rechberg",II,2,roman,1,10,0,export-Forest-6000000227297843999.ged
