file	line	verdict	text
reports/synoptic-usages.tsv	232	unclear	reports/synoptic-usages.tsv 37 unclear devlog.md 12893 unclear `reports/synoptic-conflicts.tsv`.
reports/synoptic-usages.tsv	233	unclear	reports/synoptic-usages.tsv 38 unclear devlog.md 12901 unclear It mostly did not, and the report was why. `synoptic-conflicts.tsv` wrote one row per Geni
reports/synoptic-usages.tsv	234	unclear	reports/synoptic-usages.tsv 39 unclear devlog.md 12933 unclear `tests/test_synoptic_conflicts.py` pins it: one row per candidate, sources not shared
reports/synoptic-usages.tsv	235	unclear	reports/synoptic-usages.tsv 40 unclear devlog.md 12941 unclear talking about the opposite problem."* She is right. `synoptic-conflicts.tsv` is defined as
reports/synoptic-usages.tsv	236	unclear	reports/synoptic-usages.tsv 41 unclear devlog.md 13025 unclear `build-synoptic-correspondence.py` now drops the **235** structural pairs that dates
reports/synoptic-usages.tsv	237	unclear	reports/synoptic-usages.tsv 42 unclear devlog.md 13878 unclear **Also: the 2:07pm synoptic rebuild is rescheduled to 16:01** (`9c96578d`) at her request. Step 1
reports/synoptic-usages.tsv	238	full	reports/synoptic-usages.tsv 43 full devlog.md 13989 full ### 2026-08-25 — zipper capped at round 3 and wired into the synoptic join
reports/synoptic-usages.tsv	239	unclear	reports/synoptic-usages.tsv 44 unclear devlog.md 13997 unclear `build-synoptic-correspondence.py`, so the number can be changed without re-running the walk.
reports/synoptic-usages.tsv	240	full	reports/synoptic-usages.tsv 45 full devlog.md 13999 full **The synoptic correspondence with the zipper in:**
reports/synoptic-usages.tsv	241	unclear	reports/synoptic-usages.tsv 46 unclear devlog.md 14069 unclear both corpora, how the synoptic tree is actually made, the provenance-chain design, and the
reports/synoptic-usages.tsv	242	full	reports/synoptic-usages.tsv 47 full devlog.md 14250 full **only by identifier** — `P2600`, the chain's own known QIDs, or the synoptic correspondence. The
reports/synoptic-usages.tsv	243	full	reports/synoptic-usages.tsv 48 full devlog.md 14475 full queued up analysis on synoptic tree vs wikidata solo children situations like this."*
reports/synoptic-usages.tsv	244	unclear	reports/synoptic-usages.tsv 49 unclear devlog.md 15209 unclear conflicts in the synoptic tree earlier either"*. So it was measured before being written.
reports/synoptic-usages.tsv	245	unclear	reports/synoptic-usages.tsv 50 unclear devlog.md 15499 unclear *"The ideal thing was supposed to be that we do a census of all languages in the synoptic tree…
reports/synoptic-usages.tsv	246	unclear	reports/synoptic-usages.tsv 51 unclear devlog.md 15956 unclear ## 2026-08-27 — the synoptic correspondence, re-run against the current walk
reports/synoptic-usages.tsv	247	unclear	reports/synoptic-usages.tsv 52 unclear devlog.md 15958 unclear `reports/synoptic-correspondence.tsv` was 29h behind `reports/structural-correspondence.csv`,
reports/synoptic-usages.tsv	248	unclear	reports/synoptic-usages.tsv 53 unclear devlog.md 16049 unclear `build-synoptic-correspondence.py`, a whole-corpus job, for a file it only reads.
reports/synoptic-usages.tsv	249	full	reports/synoptic-usages.tsv 54 full devlog.md 16525 full during the synoptic tree build, not onto Geni, so the zipper merge sees the correspondence as
reports/synoptic-usages.tsv	250	full	reports/synoptic-usages.tsv 55 full devlog.md 17302 full Wikidata, so it is material for the synoptic tree even though it is not coverage.
reports/synoptic-usages.tsv	251	full	reports/synoptic-usages.tsv 56 full devlog.md 17791 full § *The Wikidata link goes in the bio during the SYNOPTIC TREE BUILD. Geni is not edited*. I went to
reports/synoptic-usages.tsv	252	unclear	reports/synoptic-usages.tsv 57 unclear devlog.md 17795 unclear **What is actually true, in her words:** *"When the synoptic tree is merged we change all of their
reports/synoptic-usages.tsv	253	full	reports/synoptic-usages.tsv 58 full devlog.md 17798 full synoptic build, feeding a **Wikidata union that does not exist yet**. There is no standalone Geni
reports/synoptic-usages.tsv	254	full	reports/synoptic-usages.tsv 59 full devlog.md 17811 full ## 2026-08-29 — the synoptic tree always carries the QID links, because they are corpus
reports/synoptic-usages.tsv	255	unclear	reports/synoptic-usages.tsv 60 unclear devlog.md 17815 unclear do the synoptic tree always gets these things."*
reports/synoptic-usages.tsv	256	unclear	reports/synoptic-usages.tsv 61 unclear devlog.md 17849 unclear rebuilding the synoptic tree to test this thing so that we can quickly move onto other work."* It
reports/synoptic-usages.tsv	257	unclear	reports/synoptic-usages.tsv 62 unclear devlog.md 17857 unclear **The instruction was specific and I generalised it.** She said the synoptic tree should carry
reports/synoptic-usages.tsv	258	unclear	reports/synoptic-usages.tsv 63 unclear devlog.md 17860 unclear `reports/synoptic-correspondence.tsv` that landed on somebody in our tree: **83,988 individuals,
reports/synoptic-usages.tsv	259	unclear	reports/synoptic-usages.tsv 64 unclear devlog.md 17869 unclear `reports/synoptic-correspondence.tsv` to the three returned **0 of 3**. That report joins five
reports/synoptic-usages.tsv	260	unclear	reports/synoptic-usages.tsv 65 unclear devlog.md 17891 unclear **What the docstring used to claim.** That the file existed so the synoptic tree *"ALWAYS"*
reports/synoptic-usages.tsv	261	unclear	reports/synoptic-usages.tsv 66 unclear devlog.md 17893 unclear people**. Both were generalisations of one instruction, *"When the synoptic tree is merged we
reports/synoptic-usages.tsv	262	unclear	reports/synoptic-usages.tsv 67 unclear devlog.md 18470 unclear synoptic tree. If it fails, if it's still not done, then do another one for 1:30 and 2:30... Now
reports/synoptic-usages.tsv	263	unclear	reports/synoptic-usages.tsv 68 unclear devlog.md 18678 unclear **"Synoptic tree" means two things and the repo never says which.** *"it is consistently conflated
reports/synoptic-usages.tsv	264	unclear	reports/synoptic-usages.tsv 69 unclear devlog.md 19554 unclear synoptic tree.
reports/synoptic-usages.tsv	265	unclear	reports/synoptic-usages.tsv 70 unclear devlog.md 19623 unclear correctly — *"the synoptic tree file stuff"* — and it is worse than a file-size problem.**
reports/synoptic-usages.tsv	266	unclear	reports/synoptic-usages.tsv 71 unclear devlog.md 19657 unclear 16 GB `ubuntu-latest` runner. That is the reason a daily job cannot rebuild the synoptic tree, and
reports/synoptic-usages.tsv	267	unclear	reports/synoptic-usages.tsv 72 unclear devlog.md 19734 unclear on https://www.geni.com/profile/index/6000000227464556886 and incorporate them into the synoptic
reports/synoptic-usages.tsv	268	unclear	reports/synoptic-usages.tsv 73 unclear devlog.md 19735 unclear tree and then rebuild the synoptic tree, and then generate the quickstaements with the algorithm"*
reports/synoptic-usages.tsv	269	full	reports/synoptic-usages.tsv 74 full devlog.md 19788 full **`CLAUDE.md` § *The Wikidata link goes in the bio during the SYNOPTIC TREE BUILD. Geni is not
reports/synoptic-usages.tsv	270	full	reports/synoptic-usages.tsv 75 full devlog.md 19791 full complicated than it actually should be. In the Synoptic tree, we put the Wikidata links into bios
reports/synoptic-usages.tsv	271	unclear	reports/synoptic-usages.tsv 76 unclear docs/daily-algorithm.md 32 unclear **The ideal state is the union of the synoptic tree and the Geni tree.** Not the Geni tree alone
reports/synoptic-usages.tsv	272	unclear	reports/synoptic-usages.tsv 77 unclear docs/dictation/2026-08-26-daily-algorithm.md 18 unclear the synoptic tree and the janny tree. In the arnie area, it's really clear. It finds, within this
reports/synoptic-usages.tsv	273	unclear	reports/synoptic-usages.tsv 78 unclear docs/mass-export-run.md 36 unclear https://www.geni.com/profile/index/6000000227464556886 and incorporate them into the synoptic
reports/synoptic-usages.tsv	274	unclear	reports/synoptic-usages.tsv 79 unclear docs/mass-export-run.md 37 unclear tree and then rebuild the synoptic tree, and then generate the quickstatements with the
reports/synoptic-usages.tsv	275	unclear	reports/synoptic-usages.tsv 80 unclear docs/mass-export-run.md 172 unclear injection into the synoptic tree build. Both the novelty and the purpose are gone.
reports/synoptic-usages.tsv	276	full	reports/synoptic-usages.tsv 81 full edit-objects.md 23 full We hold a synoptic tree — Wikidata items with their whole JSON, Geni people with
reports/synoptic-usages.tsv	277	unclear	reports/synoptic-usages.tsv 82 unclear orderlife/analysis/cycle_policy.md 13 unclear device for linking people across time and space, and it is building a **synoptic
reports/synoptic-usages.tsv	278	unclear	reports/synoptic-usages.tsv 83 unclear orderlife/analysis/shadow_audit.md 36 unclear right is a per-record judgement, and this dump is a synoptic mythology where
reports/synoptic-usages.tsv	279	unclear	reports/synoptic-usages.tsv 84 unclear queue.md 36 unclear `Link reliability order`, `The chain of provenance`, `How the synoptic tree is actually made`,
reports/synoptic-usages.tsv	280	unclear	reports/synoptic-usages.tsv 85 unclear queue.md 189 unclear - **The ideal state is still the Geni tree alone.** Her spec says the **union of the synoptic
reports/synoptic-usages.tsv	281	unclear	reports/synoptic-usages.tsv 86 unclear queue.md 190 unclear tree and the Geni tree**; the synoptic half does not exist yet, which is the § *PREREQUISITE
reports/synoptic-usages.tsv	282	unclear	reports/synoptic-usages.tsv 87 unclear queue.md 931 unclear export alone. If it does then that'll be great. We'll have a synoptically
reports/synoptic-usages.tsv	283	unclear	reports/synoptic-usages.tsv 88 unclear queue.md 988 unclear ## Fix the surnames of the tier-2 placeholders before the synoptic tree is built
reports/synoptic-usages.tsv	284	unclear	reports/synoptic-usages.tsv 89 unclear queue.md 1047 unclear **Emma, 2026-08-18. Do this BEFORE the synoptic tree is built. Not an investigation
reports/synoptic-usages.tsv	285	unclear	reports/synoptic-usages.tsv 90 unclear queue.md 1135 unclear thing so that we can deal with more important stuff."* Read as the synoptic-tree build
reports/synoptic-usages.tsv	286	unclear	reports/synoptic-usages.tsv 91 unclear queue.md 1157 unclear ## Build the synoptic tree
reports/synoptic-usages.tsv	287	unclear	reports/synoptic-usages.tsv 92 unclear queue.md 1233 unclear ## How the synoptic tree is actually made — Emma, 2026-08-25
reports/synoptic-usages.tsv	288	unclear	reports/synoptic-usages.tsv 93 unclear queue.md 1235 unclear **Her words:** *"Put into the queue also an analysis of how the synoptic tree is actually made."*
reports/synoptic-usages.tsv	289	unclear	reports/synoptic-usages.tsv 94 unclear queue.md 1237 unclear over the synoptic tree stuff sufficiently, but I'm going to treat it as though it's all good. I'm
reports/synoptic-usages.tsv	290	unclear	reports/synoptic-usages.tsv 95 unclear queue.md 1238 unclear going to treat the synoptic tree as though it is perfect, and we are going to address whether the
reports/synoptic-usages.tsv	291	unclear	reports/synoptic-usages.tsv 96 unclear queue.md 1239 unclear synoptic tree is well functioning later."*
reports/synoptic-usages.tsv	292	unclear	reports/synoptic-usages.tsv 97 unclear queue.md 1241 unclear So **nothing waits on this.** Write down what `scripts/build-synoptic-correspondence.py` actually
reports/synoptic-usages.tsv	293	full	reports/synoptic-usages.tsv 98 full queue.md 1379 full ## The eight Asian identities — bios get their QID links AT SYNOPTIC-MERGE TIME, not now
reports/synoptic-usages.tsv	294	unclear	reports/synoptic-usages.tsv 99 unclear queue.md 1382 unclear *"No fuck you you didn't get the later discussion. When the synoptic tree is merged we change all
reports/synoptic-usages.tsv	295	full	reports/synoptic-usages.tsv 100 full queue.md 1387 full bio link is a *step inside the synoptic tree build*, and its purpose is to feed the **Wikidata
reports/synoptic-usages.tsv	296	full	reports/synoptic-usages.tsv 101 full queue.md 1402 full § *The Wikidata link goes in the bio during the SYNOPTIC TREE BUILD* already recorded the
reports/synoptic-usages.tsv	297	both named	reports/synoptic-usages.tsv 102 both named queue.md 1699 both named ## THE LAST ITEM — rebuild the synoptic tree, which is how the QID-link GEDCOM gets tested
reports/synoptic-usages.tsv	298	unclear	reports/synoptic-usages.tsv 103 unclear queue.md 1701 unclear **Emma, 2026-08-29:** *"don't test it now but make the last queue item rebuilding the synoptic
reports/synoptic-usages.tsv	299	unclear	reports/synoptic-usages.tsv 104 unclear queue.md 1723 unclear number; the first version emitted 83,988 people off `reports/synoptic-correspondence.tsv` and that
reports/synoptic-usages.tsv	300	full	reports/synoptic-usages.tsv 105 full queue.md 1799 full - The Wikidata link goes into bios **during the synoptic tree build**; Geni is never edited for it.
reports/synoptic-usages.tsv	301	unclear	reports/synoptic-usages.tsv 106 unclear queue.md 1818 unclear ## "Synoptic tree" means two different things — resolve it usage by usage
reports/synoptic-usages.tsv	302	unclear	reports/synoptic-usages.tsv 107 unclear queue.md 2047 unclear Geni record in there overwrites the same Geni ID from any other export** in the synoptic
reports/synoptic-usages.tsv	303	unclear	reports/synoptic-usages.tsv 108 unclear queue.md 2176 unclear runner, so the synoptic tree still cannot be rebuilt in Actions without a larger runner.
reports/synoptic-usages.tsv	304	full	reports/synoptic-usages.tsv 109 full reports/audit-transcripts-2026-08-15.md 60 full | J | **Descent-from-antiquity people with neither a Geni nor a Wikidata link** — *"I want to include everything he
reports/synoptic-usages.tsv	305	unclear	reports/synoptic-usages.tsv 110 unclear reports/farmname-seed-fixes.md 3 unclear Emma, 2026-08-18: *"uhh farm names are surnames here lol"* --- and *"add a task in the queue to fix the surnames of the
reports/synoptic-usages.tsv	306	full	reports/synoptic-usages.tsv 111 full reports/geni-qid-links.md 153 unclear ## The synoptic correspondence: five sources, now one file
reports/synoptic-usages.tsv	307	full	reports/synoptic-usages.tsv 112 full reports/geni-qid-links.md 157 unclear represented in our synoptic tree."*
reports/synoptic-usages.tsv	308	full	reports/synoptic-usages.tsv 113 full reports/geni-qid-links.md 160 unclear artefact `CLAUDE.md` says the synoptic tree is for. `scripts/build-synoptic-correspondence.py`
reports/synoptic-usages.tsv	309	full	reports/synoptic-usages.tsv 114 full reports/geni-qid-links.md 161 unclear now writes `reports/synoptic-correspondence.tsv`, every pair carrying its provenance.
reports/synoptic-usages.tsv	310	full	reports/synoptic-usages.tsv 115 full reports/geni-qid-links.md 181 full cannot be two Wikidata items. `reports/synoptic-conflicts.tsv` lists them with the
reports/synoptic-usages.tsv	311	geni	reports/synoptic-usages.tsv 116 geni reports/ingest-2026-08-05.md 8 geni synoptic GEDCOM is regenerated with plain:
reports/synoptic-usages.tsv	312	unclear	reports/synoptic-usages.tsv 118 unclear reports/public-repo-analysis.md 8 unclear part of the algorithm. Biggest barrier imo is the synoptic tree file stuff."*
reports/synoptic-usages.tsv	313	unclear	reports/synoptic-usages.tsv 119 unclear reports/public-repo-analysis.md 34 unclear ## The barrier she named: the synoptic tree cannot be built in Actions
reports/synoptic-usages.tsv	314	unclear	reports/synoptic-usages.tsv 120 unclear reports/synoptic-conflicts.md 4 unclear `reports/synoptic-conflicts-labelled.tsv` — every row with **names on both sides**, since
reports/synoptic-usages.tsv	315	unclear	reports/synoptic-usages.tsv 121 unclear reports/synoptic-conflicts.md 48 unclear - `reports/synoptic-conflicts-labelled.tsv` — all 257 with names on both sides.
reports/synoptic-usages.tsv	316	unclear	reports/synoptic-usages.tsv 122 unclear reports/synoptic-conflicts.md 49 unclear - `reports/synoptic-conflicts.tsv` — the raw pairs.
reports/synoptic-usages.tsv	317	full	reports/synoptic-usages.tsv 123 full reports/wikidata-labels.tsv 51777 full Q106046 synoptic gospels
reports/synoptic-usages.tsv	318	full	reports/synoptic-usages.tsv 124 full reports/wikidata-labels.tsv 613770 full Q51515725 Our native ferns and their allies; with synoptical descriptions of the American Pteridophyta north of Mexico
reports/synoptic-usages.tsv	319	full	reports/synoptic-usages.tsv 125 full reports/wikidata-labels.tsv 613771 full Q51515726 Our native ferns and their allies; with synoptical descriptions of the American Pteridophyta north of Mexico
reports/synoptic-usages.tsv	320	unclear	reports/synoptic-usages.tsv 126 unclear scripts/audit-farmname-seeds.py 5 unclear the synoptic tree is built. I will do the editing on geni for this."*
reports/synoptic-usages.tsv	321	unclear	reports/synoptic-usages.tsv 127 unclear scripts/audit-farmname-seeds.py 90 unclear "task in the queue to fix the surnames of these people before the synoptic tree "
reports/synoptic-usages.tsv	322	full	reports/synoptic-usages.tsv 128 full scripts/build-clan-p2600-pairs.py 5 unclear **Emma, 2026-08-24:** *"the tanba onakatomi izumo stuff is a prerequisite for the synoptic
reports/synoptic-usages.tsv	323	full	reports/synoptic-usages.tsv 129 full scripts/build-clan-p2600-pairs.py 6 unclear rebuild"* — these joins are **inputs** to `reports/synoptic-correspondence.tsv`, so
reports/synoptic-usages.tsv	324	full	reports/synoptic-usages.tsv 130 full scripts/build-clan-p2600-pairs.py 10 unclear rosters but no join, so their people were invisible to the synoptic tree even though they
reports/synoptic-usages.tsv	325	unclear	reports/synoptic-usages.tsv 131 unclear scripts/build-join-batch.py 1 unclear """The thing that consumes the synoptic correspondence: Geni facts onto joined items.
reports/synoptic-usages.tsv	326	full	reports/synoptic-usages.tsv 132 full scripts/build-join-batch.py 6 full `reports/synoptic-correspondence.tsv` holds 522,086 Geni ID ↔ QID pairs from five
reports/synoptic-usages.tsv	327	full	reports/synoptic-usages.tsv 133 full scripts/build-join-batch.py 11 full wikidata qid is also important and needs to be done jointly in the synoptic tree
reports/synoptic-usages.tsv	328	unclear	reports/synoptic-usages.tsv 134 unclear scripts/build-join-batch.py 91 unclear with open(ROOT / "reports" / "synoptic-correspondence.tsv", encoding="utf-8") as f:
reports/synoptic-usages.tsv	329	unclear	reports/synoptic-usages.tsv 135 unclear scripts/build-name-classes.py 4 unclear *"running an analysis of this [synoptic] tree, all the different names inside…
reports/synoptic-usages.tsv	330	unclear	reports/synoptic-usages.tsv 136 unclear scripts/build-nn-label-batch.py 41 unclear **And the reach was measured on the synoptic tree, not on one store.** Emma named
reports/synoptic-usages.tsv	331	unclear	reports/synoptic-usages.tsv 137 unclear scripts/build-nn-label-batch.py 43 unclear Jenny stuff, and not the Synoptic Tree… I'm pretty sure that long-range
reports/synoptic-usages.tsv	332	unclear	reports/synoptic-usages.tsv 138 unclear scripts/build-nn-label-batch.py 57 unclear skip the synoptic check next time.
reports/synoptic-usages.tsv	333	unclear	reports/synoptic-usages.tsv 139 unclear scripts/build-orderlife-batch.py 1 unclear """Turn `order.life` into the third source of the synoptic tree, as edit objects.
reports/synoptic-usages.tsv	334	full	reports/synoptic-usages.tsv 140 full scripts/build-orderlife-batch.py 4 full without a Wikidata ID can still be merged into the synoptic tree because we have
reports/synoptic-usages.tsv	335	unclear	reports/synoptic-usages.tsv 141 unclear scripts/build-orderlife-diff.py 3 unclear **Not a merge, and not a synoptic tree.** Emma, 2026-08-14: the synoptic tree is
reports/synoptic-usages.tsv	336	both named	reports/synoptic-usages.tsv 142 both named scripts/build-qid-links-gedcom.py 14 full docstring said the file existed so the synoptic tree *"ALWAYS"* carried QID links, which is the
reports/synoptic-usages.tsv	337	both named	reports/synoptic-usages.tsv 143 both named scripts/build-qid-links-gedcom.py 16 unclear generalisations of *"When the synoptic tree is merged we change all of their bios to links to
reports/synoptic-usages.tsv	338	both named	reports/synoptic-usages.tsv 144 both named scripts/build-qid-links-gedcom.py 22 unclear this script emitted every pairing in `reports/synoptic-correspondence.tsv` that landed on somebody
reports/synoptic-usages.tsv	339	both named	reports/synoptic-usages.tsv 145 both named scripts/build-qid-links-gedcom.py 40 unclear asked for a directory whose records *"overwrite earlier ones from other repos in the synoptic
reports/synoptic-usages.tsv	340	both named	reports/synoptic-usages.tsv 146 both named scripts/build-qid-links-gedcom.py 59 unclear Reading `reports/synoptic-correspondence.tsv` and filtering it to the three returned **0 of 3** —
reports/synoptic-usages.tsv	341	geni	reports/synoptic-usages.tsv 147 geni scripts/build-scraped-gedcom.py 6 geni turns them into things that are usable and would be merged into the synoptic tree as GEDCOM
reports/synoptic-usages.tsv	342	unclear	reports/synoptic-usages.tsv 148 unclear scripts/build-synoptic-correspondence.py 3 unclear python scripts/build-synoptic-correspondence.py
reports/synoptic-usages.tsv	343	unclear	reports/synoptic-usages.tsv 149 unclear scripts/build-synoptic-correspondence.py 7 unclear synoptic tree."*
reports/synoptic-usages.tsv	344	unclear	reports/synoptic-usages.tsv 150 unclear scripts/build-synoptic-correspondence.py 10 unclear them**, which is precisely the artefact `CLAUDE.md` says the synoptic tree is for:
reports/synoptic-usages.tsv	345	unclear	reports/synoptic-usages.tsv 151 unclear scripts/build-synoptic-correspondence.py 34 unclear Writes `reports/synoptic-correspondence.tsv` and `reports/synoptic-conflicts.tsv`.
reports/synoptic-usages.tsv	346	unclear	reports/synoptic-usages.tsv 152 unclear scripts/build-synoptic-correspondence.py 55 unclear dropped here rather than carried into the synoptic tree and left for a human to
reports/synoptic-usages.tsv	347	unclear	reports/synoptic-usages.tsv 153 unclear scripts/build-synoptic-correspondence.py 129 unclear # synoptic rebuild"*. Tanba and the sister repo's fuller Izumo roster had joins
reports/synoptic-usages.tsv	348	unclear	reports/synoptic-usages.tsv 154 unclear scripts/build-synoptic-correspondence.py 176 unclear out = R / "synoptic-correspondence.tsv"
reports/synoptic-usages.tsv	349	unclear	reports/synoptic-usages.tsv 155 unclear scripts/build-synoptic-correspondence.py 200 unclear conf = R / "synoptic-conflicts.tsv"
reports/synoptic-usages.tsv	350	unclear	reports/synoptic-usages.tsv 156 unclear scripts/bure-coverage.py 19 unclear people in the geni synoptic tree and once everyone is covered the campaign is over. Because
reports/synoptic-usages.tsv	351	unclear	reports/synoptic-usages.tsv 157 unclear scripts/census-correspondence-shapes.py 35 unclear Reads `reports/synoptic-correspondence.tsv`. Offline.
reports/synoptic-usages.tsv	352	unclear	reports/synoptic-usages.tsv 158 unclear scripts/census-correspondence-shapes.py 56 unclear src = ROOT / "reports" / "synoptic-correspondence.tsv"
reports/synoptic-usages.tsv	353	unclear	reports/synoptic-usages.tsv 159 unclear scripts/census-name-scripts.py 6 unclear all languages in the synoptic tree (our geni stuff) and we add labels in all of them. And I don't
reports/synoptic-usages.tsv	354	full	reports/synoptic-usages.tsv 160 full scripts/census-solo-children.py 6 full queued up analysis on synoptic tree vs wikidata solo children situations like this."* And, before
reports/synoptic-usages.tsv	355	unclear	reports/synoptic-usages.tsv 161 unclear scripts/census-synoptic-usages.py 1 unclear """Every place the repo says "synoptic tree", and which of the two things it means.
reports/synoptic-usages.tsv	356	unclear	reports/synoptic-usages.tsv 162 unclear scripts/census-synoptic-usages.py 3 unclear python scripts/census-synoptic-usages.py
reports/synoptic-usages.tsv	357	unclear	reports/synoptic-usages.tsv 163 unclear scripts/census-synoptic-usages.py 27 unclear Writes `reports/synoptic-usages.tsv` — file, line, verdict, the line itself.
reports/synoptic-usages.tsv	358	unclear	reports/synoptic-usages.tsv 164 unclear scripts/census-synoptic-usages.py 37 unclear OUT = ROOT / "reports" / "synoptic-usages.tsv"
reports/synoptic-usages.tsv	359	unclear	reports/synoptic-usages.tsv 165 unclear scripts/census-synoptic-usages.py 62 unclear if "synoptic" not in text.lower():
reports/synoptic-usages.tsv	360	unclear	reports/synoptic-usages.tsv 166 unclear scripts/census-synoptic-usages.py 65 unclear if "synoptic" not in line.lower():
reports/synoptic-usages.tsv	361	unclear	reports/synoptic-usages.tsv 167 unclear scripts/census-synoptic-usages.py 81 unclear print(f"{len(rows)} usages of 'synoptic' across "
reports/synoptic-usages.tsv	362	unclear	reports/synoptic-usages.tsv 168 unclear scripts/find-chain-gaps.py 4 unclear *"I didn't request that you rebuild the synoptic tree. You just did that on your own,
reports/synoptic-usages.tsv	363	unclear	reports/synoptic-usages.tsv 169 unclear scripts/find-chain-gaps.py 5 unclear and I think that's kind of stupid… rebuilding the synoptic tree right now is just going
reports/synoptic-usages.tsv	364	unclear	reports/synoptic-usages.tsv 170 unclear scripts/measure-orderlife-pairs.py 14 unclear column — so it answers exactly the question `reports/synoptic-correspondence.tsv` answers, from
reports/synoptic-usages.tsv	365	unclear	reports/synoptic-usages.tsv 171 unclear scripts/measure-orderlife-pairs.py 45 unclear OURS = ROOT / "reports" / "synoptic-correspondence.tsv"
reports/synoptic-usages.tsv	366	unclear	reports/synoptic-usages.tsv 172 unclear scripts/measure-post-merge-override.py 19 unclear synoptic tree earlier either"* — with the queue noting that later-wins is not post-merge-wins
reports/synoptic-usages.tsv	367	unclear	reports/synoptic-usages.tsv 173 unclear scripts/multi-geni-item-roster.py 17 unclear really removing the merged profile from the synoptic tree... We're just linking everything
reports/synoptic-usages.tsv	368	geni	reports/synoptic-usages.tsv 174 geni scripts/rebuild-everything.py 1 unclear """Rebuild the synoptic tree and everything derived from it, ending with the batch.
reports/synoptic-usages.tsv	369	unclear	reports/synoptic-usages.tsv 175 unclear scripts/refresh-drift.py 108 unclear # `build-synoptic-correspondence.py` reads `structural-walk-validation.tsv` and is a
reports/synoptic-usages.tsv	370	unclear	reports/synoptic-usages.tsv 176 unclear scripts/resolve-multi-geni-by-parents.py 143 unclear with open(ROOT / "reports" / "synoptic-correspondence.tsv", encoding="utf-8") as f:
reports/synoptic-usages.tsv	371	unclear	reports/synoptic-usages.tsv 177 unclear scripts/scraped_pages.py 6 unclear are different. It turns them into things that are usable and would be merged into the synoptic
reports/synoptic-usages.tsv	372	unclear	reports/synoptic-usages.tsv 178 unclear scripts/verify-spine-candidates.py 24 unclear * the relative appears in `reports/synoptic-correspondence.tsv` against our relative.
reports/synoptic-usages.tsv	373	unclear	reports/synoptic-usages.tsv 179 unclear scripts/verify-spine-candidates.py 85 unclear syn = R / "synoptic-correspondence.tsv"
reports/synoptic-usages.tsv	374	unclear	reports/synoptic-usages.tsv 180 unclear scripts/walk-structural-merge.py 3 unclear Emma, 2026-08-15: *"For the synoptic tree, we're supposed to be specifically
reports/synoptic-usages.tsv	375	unclear	reports/synoptic-usages.tsv 181 unclear scripts/walk-structural-merge.py 6 unclear That is a critical part of building up this synoptic tree."*
reports/synoptic-usages.tsv	376	full	reports/synoptic-usages.tsv 182 full scripts/zipper-join.py 15 unclear *"For the synoptic tree, we're supposed to be specifically going up the parental lines and stuff
reports/synoptic-usages.tsv	377	full	reports/synoptic-usages.tsv 183 full scripts/zipper-join.py 62 unclear * **It emits no edit.** The output is a correspondence for the synoptic tree.
reports/synoptic-usages.tsv	378	unclear	reports/synoptic-usages.tsv 184 unclear src/genimerge/frontier.py 116 unclear synoptic tree, and what makes it synoptic is that the graph is connected —
reports/synoptic-usages.tsv	379	geni	reports/synoptic-usages.tsv 185 geni src/genimerge/sources.py 163 geni the synoptic tree"*. The merge already gives a conflict to the later source — but
reports/synoptic-usages.tsv	380	geni	reports/synoptic-usages.tsv 186 geni tests/test_chain_gaps.py 3 geni Emma, 2026-08-17, on the merge I ran unasked: *"rebuilding the synoptic tree right now
reports/synoptic-usages.tsv	381	unclear	reports/synoptic-usages.tsv 187 unclear tests/test_join_batch.py 1 unclear """`scripts/build-join-batch.py` — the thing that consumes the synoptic correspondence.
reports/synoptic-usages.tsv	382	unclear	reports/synoptic-usages.tsv 188 unclear tests/test_sources.py 128 unclear synoptic tree"*.
reports/synoptic-usages.tsv	383	full	reports/synoptic-usages.tsv 189 full tests/test_synoptic_conflicts.py 1 full """`reports/synoptic-conflicts.tsv` must attribute each candidate QID separately.
reports/synoptic-usages.tsv	384	unclear	reports/synoptic-usages.tsv 190 unclear tests/test_synoptic_conflicts.py 23 unclear CONFLICTS = REPO / "reports" / "synoptic-conflicts.tsv"
reports/synoptic-usages.tsv	385	unclear	reports/synoptic-usages.tsv 191 unclear todo.md 101 unclear **Phase 3 — synoptic density, then targeted breadth (after phase 2).** With ~50
reports/synoptic-usages.tsv	386	unclear	reports/synoptic-usages.tsv 192 unclear todo.md 311 unclear re-runs is the offline chain: `scripts/build-synoptic-correspondence.py` and the
reports/synoptic-usages.tsv	387	unclear	reports/synoptic-usages.tsv 193 unclear todo.md 646 unclear antiquity material she wants to **include in the synoptic tree**, and she asked
reports/synoptic-usages.tsv	388	unclear	reports/unrecorded-instructions.tsv 39 unclear 2026-08-30 17:11 409c566f typed 17 Did you just give up and stop working? Also is the synoptictree built and the quickstatements generated
reports/synoptic-usages.tsv	392	unclear	reports/unrecorded-instructions.tsv 203 unclear 2026-08-16 11:54 c33ce219 typed 27 Oh my god you’ve got them downloaded right? You should as all of these items are in the synoptic tree, look over thei
reports/synoptic-usages.tsv	395	unclear	reports/unrecorded-instructions.tsv 351 unclear 2026-08-07 05:43 16972e3a typed 18 sorry what the fuck why did you scan the zips instead of integrating them into our synoptic tree
